# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-a" "DataBase/Arabidopsis_thaliana.TAIR10.54.gff3" "-t" "gene" "-g" "ID" "-o" "AtAgo1_RNA-seq_featureCounts.txt" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam" 
Geneid	Chr	Start	End	Strand	Length	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam
gene:AT1G50732	1	18802552	18803755	+	1204	245	215	170	233	91	151	204	255
gene:AT1G50740	1	18807672	18809035	+	1364	229	245	258	314	401	379	262	289
gene:AT1G50745	1	18808866	18810504	-	1639	14	44	68	36	16	4	20	2
gene:AT1G50750	1	18810603	18812050	-	1448	30	50	61	58	23	11	12	6
gene:AT1G50760	1	18814947	18815309	-	363	0	3	0	2	0	2	0	0
gene:AT1G50770	1	18818459	18820503	-	2045	0	0	0	0	0	0	0	2
gene:AT1G50780	1	18821267	18823156	+	1890	0	0	2	0	1	9	0	0
gene:AT1G50790	1	18823822	18826637	-	2816	48	60	35	30	52	38	49	38
gene:AT1G50820	1	18827706	18834861	-	7156	8	17	22	20	20	16	17	22
gene:AT1G50830	1	18835271	18838029	-	2759	0	0	6	10	2	2	0	0
gene:AT1G50840	1	18839047	18844577	+	5531	756	918	1098	979	835	847	902	988
gene:AT1G50870	1	18855147	18856337	+	1191	0	0	0	0	0	0	0	0
gene:AT1G50880	1	18860837	18861982	+	1146	0	0	0	0	0	0	0	0
gene:AT1G50890	1	18862154	18866113	-	3960	99	156	163	137	140	129	128	154
gene:AT1G50900	1	18866197	18867204	+	1008	493	489	679	655	409	585	510	533
gene:AT1G50910	1	18866753	18869933	-	3181	56	75	80	86	50	27	55	66
gene:AT1G50920	1	18870059	18872968	+	2910	3012	3474	3264	3180	3259	3006	3156	3408
gene:AT1G50930	1	18876810	18877844	+	1035	7	6	10	14	0	3	3	8
gene:AT1G50940	1	18877812	18880012	-	2201	149	276	222	239	429	415	176	212
gene:AT1G50950	1	18880112	18884326	+	4215	57	42	72	66	134	109	38	66
gene:AT1G50960	1	18889473	18891838	+	2366	0	2	0	2	0	0	0	4
gene:AT1G50970	1	18896142	18900369	+	4228	218	194	240	207	255	212	150	199
gene:AT1G50980	1	18900541	18902057	-	1517	0	0	0	0	0	0	0	0
gene:AT1G50990	1	18902678	18905490	+	2813	0	0	0	0	2	0	0	0
gene:AT1G51000	1	18909913	18910169	+	257	0	0	0	0	0	0	0	4
gene:AT1G51010	1	18911389	18912001	+	613	0	0	0	0	6	0	0	0
gene:AT1G51020	1	18913110	18913828	+	719	0	0	0	0	8	9	0	0
gene:AT1G51030	1	18915134	18915596	+	463	0	0	6	2	2	6	0	0
gene:AT1G51035	1	18917415	18917891	+	477	0	4	2	0	4	6	4	4
gene:AT1G51040	1	18920658	18923319	+	2662	1	0	4	2	0	0	0	6
gene:AT1G51055	1	18925212	18926315	-	1104	5	2	5	4	1	1	6	2
gene:AT1G51060	1	18926811	18927746	+	936	708	771	1090	1027	863	1021	621	761
gene:AT1G51070	1	18927810	18929762	+	1953	656	847	865	968	990	938	633	839
gene:AT1G51080	1	18929744	18930811	-	1068	125	126	200	162	48	48	117	122
gene:AT1G51090	1	18932766	18934049	+	1284	49	75	140	195	20	14	60	56
gene:AT1G51100	1	18934299	18935299	+	1001	316	307	502	528	320	320	339	342
gene:AT1G51110	1	18935301	18937665	+	2365	1208	1512	1402	1709	748	856	1168	1455
gene:AT1G51120	1	18938091	18939149	+	1059	0	0	0	0	0	1	0	0
gene:AT1G51130	1	18939194	18941719	-	2526	81	105	121	123	110	104	93	115
gene:AT1G51140	1	18943447	18945812	-	2366	634	813	1055	1092	314	217	561	510
gene:AT1G51150	1	18948370	18949290	-	921	0	0	0	0	0	0	0	0
gene:AT1G51160	1	18949532	18951891	+	2360	445	652	596	571	754	795	523	584
gene:AT1G51170	1	18953458	18955053	-	1596	212	232	231	230	138	148	160	168
gene:AT1G51172	1	18963205	18965571	+	2367	0	0	0	0	0	0	0	0
gene:AT1G51190	1	18977176	18980618	+	3443	24	24	24	24	49	69	10	43
gene:AT1G51200	1	18984281	18986653	+	2373	2499	2829	2477	2943	2515	2401	2791	3036
gene:AT1G51210	1	18987702	18989267	+	1566	0	4	0	0	0	0	0	0
gene:AT1G51220	1	18989751	18992149	-	2399	0	0	2	0	0	0	0	2
gene:AT1G51230	1	18997026	18997434	-	409	0	0	0	2	0	0	0	0
gene:AT1G51240	1	19000369	19000945	-	577	0	0	0	0	0	0	0	0
gene:AT1G51250	1	19001424	19002215	-	792	0	0	0	0	0	0	0	0
gene:AT1G51260	1	19003219	19005664	-	2446	2	3	2	2	0	0	2	12
gene:AT1G51270	1	19007364	19011285	+	3922	251	353	243	319	632	562	257	290
gene:AT1G51290	1	19012173	19013306	+	1134	0	0	0	0	0	0	0	0
gene:AT1G51300	1	19014255	19016205	-	1951	0	0	0	0	0	0	0	0
gene:AT1G51310	1	19018941	19021808	-	2868	364	455	545	550	338	303	404	439
gene:AT1G51320	1	19025642	19026769	+	1128	0	0	0	0	0	0	0	0
gene:AT1G51330	1	19028841	19029844	-	1004	8	0	2	0	0	7	0	0
gene:AT1G51340	1	19030998	19035121	+	4124	132	176	189	177	194	196	101	151
gene:AT1G51350	1	19035644	19039398	+	3755	369	477	422	434	512	506	361	429
gene:AT1G51355	1	19041397	19042414	+	1018	29	28	10	45	34	21	35	18
gene:AT1G51360	1	19044163	19044953	+	791	188	171	238	237	203	210	250	192
gene:AT1G51370	1	19045059	19047518	+	2460	77	73	85	54	37	67	62	70
gene:AT1G51380	1	19047672	19050214	+	2543	52	57	66	74	48	74	42	57
gene:AT1G51390	1	19050298	19052094	+	1797	215	183	211	219	306	365	205	216
gene:AT1G51400	1	19052023	19052582	-	560	189	211	211	228	106	151	253	232
gene:AT1G51402	1	19052193	19053535	+	1343	49	57	47	69	14	39	35	40
gene:AT1G51405	1	19057472	19059766	+	2295	76	98	118	94	76	56	53	100
gene:AT1G51410	1	19059720	19061714	+	1995	0	0	5	0	2	0	0	0
gene:AT1G51420	1	19064598	19066989	-	2392	80	94	122	74	190	159	75	125
gene:AT1G51430	1	19068241	19069776	+	1536	162	161	226	225	159	158	155	196
gene:AT1G51440	1	19070798	19072753	+	1956	44	33	88	34	6	14	16	21
gene:AT1G51450	1	19074328	19076545	+	2218	270	245	241	220	251	194	273	264
gene:AT1G51460	1	19076838	19081451	-	4614	94	105	127	120	230	232	79	112
gene:AT1G51470	1	19087384	19090523	+	3140	314	290	209	206	128	115	199	375
gene:AT1G51480	1	19090716	19093478	-	2763	2	2	2	0	2	0	0	2
gene:AT1G51490	1	19094888	19097503	+	2616	4	0	0	1	0	1	0	7
gene:AT1G51500	1	19097712	19101265	-	3554	1915	2240	1838	2350	1239	1182	2020	1676
gene:AT1G51510	1	19102791	19104933	-	2143	771	870	1009	1096	1081	1084	856	906
gene:AT1G51520	1	19106687	19109648	+	2962	66	88	80	102	47	32	55	69
gene:AT1G51530	1	19109854	19112157	+	2304	2	2	8	1	0	2	1	0
gene:AT1G51538	1	19113085	19115393	+	2309	2	6	6	4	6	2	6	6
gene:AT1G51540	1	19115557	19117534	+	1978	222	227	262	272	294	319	264	267
gene:AT1G51550	1	19117032	19119382	-	2351	153	203	169	178	154	152	211	229
gene:AT1G51560	1	19119606	19122038	-	2433	316	378	329	380	363	285	311	278
gene:AT1G51570	1	19122161	19125375	-	3215	2698	3060	2490	2706	2336	2360	3328	3528
gene:AT1G51580	1	19125583	19128161	+	2579	323	364	360	376	407	385	371	391
gene:AT1G51590	1	19128144	19132318	-	4175	422	528	626	550	862	752	448	623
gene:AT1G51600	1	19132221	19135630	+	3410	219	266	289	239	285	257	207	288
gene:AT1G51610	1	19136214	19139989	+	3776	469	517	611	679	800	777	424	459
gene:AT1G51620	1	19140130	19141926	+	1797	20	7	6	8	176	142	23	18
gene:AT1G51630	1	19141823	19144320	-	2498	578	753	748	681	964	899	642	897
gene:AT1G51640	1	19149761	19152288	-	2528	82	104	113	100	120	81	86	132
gene:AT1G51650	1	19152508	19154051	+	1544	831	985	1142	1025	2220	2220	933	1023
gene:AT1G51660	1	19154323	19156338	+	2016	392	475	330	393	692	668	304	316
gene:AT1G51670	1	19156135	19158769	+	2635	79	55	28	16	34	21	20	17
gene:AT1G51680	1	19158746	19161737	-	2992	1788	1940	2642	2638	7425	6176	1276	1468
gene:AT1G51690	1	19163843	19170449	+	6607	1160	1284	1240	1244	1313	1209	1104	1099
gene:AT1G51700	1	19173880	19175228	+	1349	400	510	543	653	529	453	221	176
gene:AT1G51710	1	19175609	19180195	-	4587	806	1019	866	948	1223	1194	839	910
gene:AT1G51720	1	19180744	19186532	+	5789	546	649	631	625	514	510	540	574
gene:AT1G51730	1	19186488	19188805	-	2318	668	739	727	725	912	839	696	855
gene:AT1G51740	1	19188799	19191372	+	2574	171	218	199	198	202	223	181	241
gene:AT1G51745	1	19191466	19194908	+	3443	405	500	490	494	302	296	529	431
gene:AT1G51760	1	19199351	19201707	+	2357	1201	2044	864	1426	4020	2982	1793	1438
gene:AT1G51770	1	19201789	19203386	+	1598	25	24	17	8	6	6	3	0
gene:AT1G51780	1	19204512	19206586	+	2075	0	6	3	1	0	2	0	0
gene:AT1G51790	1	19206615	19211971	-	5357	51	65	99	64	892	871	61	117
gene:AT1G51800	1	19214072	19218053	+	3982	88	104	103	76	2872	2405	79	138
gene:AT1G51805	1	19220236	19225797	-	5562	1372	1757	1295	1811	802	719	1181	1618
gene:AT1G51810	1	19227074	19232359	-	5286	0	0	0	0	0	0	1	0
gene:AT1G51820	1	19237219	19241965	-	4747	5	25	21	19	1183	862	21	12
gene:AT1G51823	1	19242294	19242437	+	144	0	0	0	0	0	0	0	0
gene:AT1G51830	1	19242654	19246154	-	3501	441	691	635	577	316	243	403	639
gene:AT1G51840	1	19249401	19250863	-	1463	184	225	201	189	103	83	131	231
gene:AT1G51850	1	19252811	19256927	-	4117	136	229	229	201	1907	1368	174	292
gene:AT1G51860	1	19257403	19261794	-	4392	121	127	137	109	507	379	118	123
gene:AT1G51870	1	19262698	19267167	-	4470	21	29	31	5	0	5	20	3
gene:AT1G51880	1	19269817	19274168	-	4352	8	24	8	8	0	6	2	7
gene:AT1G51890	1	19274604	19278798	-	4195	10	36	65	51	1817	1230	29	53
gene:AT1G51900	1	19279806	19282895	-	3090	0	0	1	0	4	6	0	0
gene:AT1G51910	1	19284270	19288385	-	4116	0	0	0	0	1	0	0	0
gene:AT1G51913	1	19292909	19293339	+	431	0	0	0	0	12	16	0	0
gene:AT1G51915	1	19293478	19294117	+	640	0	0	0	0	1	2	0	2
gene:AT1G51920	1	19294184	19294612	+	429	0	2	2	0	79	74	0	2
gene:AT1G51930	1	19294838	19295236	-	399	0	0	0	0	2	0	0	0
gene:AT1G51940	1	19295820	19299169	-	3350	760	1025	805	893	392	507	1054	1701
gene:AT1G51950	1	19305081	19307518	+	2438	842	1013	677	784	491	423	1017	1068
gene:AT1G51960	1	19310174	19311683	+	1510	6	2	0	0	10	17	2	4
gene:AT1G51965	1	19311466	19314195	-	2730	187	231	185	162	246	210	221	232
gene:AT1G51970	1	19314542	19314916	-	375	0	0	0	0	0	0	0	0
gene:AT1G51980	1	19323055	19326918	-	3864	1846	2202	2331	2091	3631	3308	1914	2287
gene:AT1G51990	1	19330949	19332667	+	1719	0	0	0	0	2	0	0	0
gene:AT1G52000	1	19333088	19336135	-	3048	1444	1912	3013	4039	474	457	998	1589
gene:AT1G52030	1	19345871	19349088	-	3218	86	153	301	224	566	647	87	250
gene:AT1G52040	1	19350314	19352791	-	2478	325	468	1069	1657	156	229	137	342
gene:AT1G52050	1	19354919	19356901	-	1983	75	75	57	60	17	29	37	87
gene:AT1G52060	1	19358800	19360822	-	2023	157	180	134	171	60	74	152	227
gene:AT1G52070	1	19364809	19366925	-	2117	474	596	421	409	281	302	375	665
gene:AT1G52080	1	19369089	19372121	+	3033	160	161	176	227	274	224	119	126
gene:AT1G52100	1	19383078	19385602	-	2525	273	334	265	350	158	143	216	142
gene:AT1G52110	1	19386709	19389740	-	3032	5	2	6	0	2	0	1	0
gene:AT1G52120	1	19396081	19398244	-	2164	0	1	0	0	35	11	2	6
gene:AT1G52130	1	19400510	19402789	-	2280	0	2	0	2	0	0	0	0
gene:AT1G52140	1	19407259	19408319	-	1061	148	152	118	179	130	111	164	189
gene:AT1G52150	1	19409688	19414764	-	5077	564	616	784	661	1042	803	521	692
gene:AT1G52155	1	19417434	19419874	+	2441	57	80	66	71	63	77	61	63
gene:AT1G52160	1	19420715	19424474	-	3760	201	284	290	279	334	271	231	296
gene:AT1G52180	1	19424944	19425928	-	985	0	0	0	0	0	0	0	0
gene:AT1G52190	1	19434480	19439031	+	4552	834	820	972	1185	104	143	938	1004
gene:AT1G52191	1	19439367	19441724	-	2358	0	0	7	0	1	2	0	0
gene:AT1G52200	1	19441636	19443631	-	1996	248	327	301	294	1487	1313	335	307
gene:AT1G52220	1	19453435	19454765	-	1331	1462	1781	2130	2264	1379	1940	1635	1497
gene:AT1G52230	1	19454798	19455668	+	871	2695	2997	3900	4554	2972	3747	2438	3095
gene:AT1G52240	1	19455495	19458069	-	2575	15	12	8	17	19	19	5	18
gene:AT1G52245	1	19458612	19459763	-	1152	53	62	66	90	47	46	108	129
gene:AT1G52260	1	19460482	19463477	+	2996	186	236	220	195	290	232	222	260
gene:AT1G52270	1	19463675	19464434	-	760	0	26	18	20	8	0	9	12
gene:AT1G52280	1	19467815	19469586	-	1772	243	246	296	286	339	323	211	294
gene:AT1G52290	1	19469820	19472582	-	2763	114	94	95	104	121	108	128	289
gene:AT1G52300	1	19474898	19476234	-	1337	2420	2520	3145	2930	3194	3458	2626	2782
gene:AT1G52310	1	19478066	19481154	+	3089	311	468	417	435	557	554	332	510
gene:AT1G52315	1	19481046	19482863	+	1818	36	38	20	11	18	26	21	18
gene:AT1G52320	1	19484221	19487997	+	3777	555	615	579	677	860	771	660	617
gene:AT1G52325	1	19487793	19488418	-	626	0	2	0	0	0	0	0	3
gene:AT1G52330	1	19488755	19489914	+	1160	49	22	61	22	33	30	27	55
gene:AT1G52340	1	19489794	19491650	-	1857	175	246	293	283	181	178	185	227
gene:AT1G52342	1	19491767	19493122	-	1356	297	288	244	281	344	202	142	158
gene:AT1G52343	1	19494127	19495867	-	1741	2	4	6	3	14	14	1	0
gene:AT1G52360	1	19499146	19506309	+	7164	1518	1911	2006	2054	2622	2359	1522	1846
gene:AT1G52370	1	19506356	19508934	+	2579	275	340	402	381	427	456	333	340
gene:AT1G52380	1	19508938	19511641	+	2704	559	619	677	681	726	760	648	778
gene:AT1G52390	1	19511968	19512279	-	312	0	0	0	5	0	0	3	1
gene:AT1G52400	1	19514989	19518411	+	3423	2271	2723	5309	6914	3236	2997	1734	3919
gene:AT1G52410	1	19520603	19525685	+	5083	423	603	794	980	577	579	382	618
gene:AT1G52415	1	19526153	19526888	+	736	0	0	0	1	0	1	0	0
gene:AT1G52420	1	19527822	19531443	+	3622	765	1009	1002	1088	2103	1855	870	1039
gene:AT1G52430	1	19531350	19536422	-	5073	22	16	39	24	16	48	25	38
gene:AT1G52440	1	19538821	19540907	+	2087	0	0	0	0	0	0	0	0
gene:AT1G52450	1	19541577	19546357	-	4781	48	75	47	54	42	75	30	47
gene:AT1G52460	1	19549331	19551282	+	1952	0	0	0	0	0	0	0	0
gene:AT1G52470	1	19553213	19555543	+	2331	0	0	0	0	10	0	0	0
gene:AT1G52490	1	19556218	19556945	-	728	0	0	0	0	0	0	0	0
gene:AT1G52495	1	19558499	19559143	-	645	0	0	0	0	0	0	0	0
gene:AT1G52500	1	19559880	19563113	+	3234	72	78	61	84	88	87	60	72
gene:AT1G52510	1	19561510	19565272	-	3763	861	1099	1154	1374	574	732	914	922
gene:AT1G52520	1	19565601	19568391	+	2791	172	160	187	206	195	158	208	193
gene:AT1G52530	1	19568588	19570058	+	1471	12	16	30	15	26	28	22	15
gene:AT1G52540	1	19570058	19572204	-	2147	222	275	225	203	287	278	214	354
gene:AT1G52550	1	19572755	19574059	-	1305	90	89	75	82	47	97	71	89
gene:AT1G52560	1	19574538	19575866	-	1329	4	4	7	10	14	4	4	12
gene:AT1G52565	1	19579839	19580977	-	1139	16	20	27	48	58	24	20	30
gene:AT1G52570	1	19583617	19587531	-	3915	69	86	53	51	81	80	44	55
gene:AT1G52580	1	19587603	19589052	+	1450	11	10	12	20	32	12	15	7
gene:AT1G52590	1	19589009	19590281	-	1273	325	362	350	388	422	443	320	344
gene:AT1G52600	1	19590434	19592731	+	2298	275	368	424	346	839	750	320	402
gene:AT1G52603	1	19595751	19596295	+	545	0	0	0	0	4	0	0	0
gene:AT1G52618	1	19603147	19603743	+	597	37	46	50	26	27	41	70	54
gene:AT1G52620	1	19603796	19606287	+	2492	116	122	126	152	149	123	108	113
gene:AT1G52630	1	19606335	19608648	-	2314	120	132	120	152	203	164	124	156
gene:AT1G52640	1	19608709	19610452	-	1744	16	46	30	25	28	48	44	48
gene:AT1G52650	1	19610856	19612417	+	1562	5	6	2	2	3	6	10	18
gene:AT1G52660	1	19613378	19614989	+	1612	22	21	6	24	0	0	10	9
gene:AT1G52670	1	19614931	19617611	-	2681	615	613	693	683	664	644	644	680
gene:AT1G52680	1	19618099	19619026	-	928	0	0	0	0	0	0	0	0
gene:AT1G52690	1	19619724	19621534	+	1811	27	33	79	49	52	11	30	28
gene:AT1G52695	1	19621238	19623461	-	2224	0	0	0	0	0	0	0	0
gene:AT1G52700	1	19630884	19634051	-	3168	41	56	62	43	28	13	42	55
gene:AT1G52710	1	19638285	19640512	-	2228	194	201	245	234	229	201	274	274
gene:AT1G52720	1	19640525	19641665	+	1141	363	542	392	442	342	481	494	349
gene:AT1G52730	1	19642452	19645211	+	2760	400	542	543	496	543	624	404	446
gene:AT1G52740	1	19645236	19646485	+	1250	1653	1693	1597	1735	1604	1613	2025	2181
gene:AT1G52750	1	19646465	19649340	-	2876	149	177	136	149	78	98	173	312
gene:AT1G52760	1	19651172	19652825	+	1654	836	1003	996	896	3718	3372	802	1062
gene:AT1G52770	1	19655831	19657795	+	1965	70	101	132	126	677	794	101	127
gene:AT1G52780	1	19658614	19662186	+	3573	482	607	502	638	2026	1766	555	971
gene:AT1G52790	1	19662194	19663301	-	1108	0	0	4	0	103	101	2	6
gene:AT1G52800	1	19664023	19665631	+	1609	3	8	14	10	374	353	15	15
gene:AT1G52810	1	19667127	19668237	+	1111	0	0	0	0	30	8	0	0
gene:AT1G52820	1	19669005	19670427	+	1423	15	18	35	36	481	608	27	78
gene:AT1G52825	1	19670395	19671059	-	665	55	68	70	59	75	128	51	110
gene:AT1G52827	1	19671300	19672021	-	722	30	22	20	19	76	141	26	35
gene:AT1G52830	1	19672476	19673652	-	1177	10	14	8	22	2	2	21	12
gene:AT1G52857	1	19681209	19681787	-	579	0	0	1	0	1	0	2	2
gene:AT1G52855	1	19682773	19683565	-	793	8	12	20	8	103	88	6	8
gene:AT1G52870	1	19685545	19688028	+	2484	1613	1927	1428	1996	797	773	1550	1647
gene:AT1G52880	1	19688708	19690589	-	1882	152	198	227	307	360	415	135	153
gene:AT1G52890	1	19696923	19698482	-	1560	115	141	100	171	3170	2492	140	54
gene:AT1G52900	1	19702062	19702916	-	855	0	0	0	0	2	2	0	0
gene:AT1G52905	1	19706047	19706885	+	839	122	170	171	172	227	150	108	140
gene:AT1G52910	1	19708011	19709323	+	1313	53	79	67	79	45	56	64	75
gene:AT1G52920	1	19709275	19711081	-	1807	14	8	22	20	32	24	6	10
gene:AT1G52930	1	19711179	19713308	+	2130	344	410	564	459	564	551	367	475
gene:AT1G52940	1	19716402	19723725	+	7324	0	0	7	3	117	46	0	0
gene:AT1G52950	1	19725483	19728035	+	2553	0	2	0	0	0	2	0	0
gene:AT1G52970	1	19736482	19737083	-	602	0	0	0	0	0	0	0	0
gene:AT1G52980	1	19737405	19740348	+	2944	1541	1714	1746	1718	2070	1869	1459	1932
gene:AT1G52990	1	19740400	19743449	-	3050	3	9	12	12	10	13	6	6
gene:AT1G53000	1	19744948	19747804	-	2857	457	462	566	637	620	669	538	623
gene:AT1G53010	1	19747847	19748383	+	537	0	0	0	0	0	0	0	0
gene:AT1G53023	1	19754214	19755843	-	1630	2	0	0	3	0	2	0	0
gene:AT1G53025	1	19756445	19759700	-	3256	115	129	146	160	108	152	94	104
gene:AT1G53030	1	19760001	19761496	-	1496	139	112	143	125	243	270	115	141
gene:AT1G53035	1	19761550	19762561	-	1012	52	66	128	70	95	80	43	43
gene:AT1G53040	1	19764245	19767507	-	3263	286	353	435	395	484	591	241	380
gene:AT1G53050	1	19771916	19775817	+	3902	550	650	832	828	766	659	549	662
gene:AT1G53060	1	19775923	19777030	+	1108	40	64	44	64	85	82	52	16
gene:AT1G53070	1	19778133	19779447	+	1315	82	70	165	152	193	190	88	80
gene:AT1G53080	1	19781288	19782352	+	1065	4	4	6	8	4	2	2	0
gene:AT1G53090	1	19783185	19786902	+	3718	348	422	449	529	479	363	271	277
gene:AT1G53100	1	19786900	19789150	-	2251	42	61	56	61	7	8	43	39
gene:AT1G53110	1	19790142	19792589	+	2448	113	148	161	211	217	209	95	112
gene:AT1G53120	1	19792751	19794778	+	2028	215	246	203	257	157	227	222	260
gene:AT1G53130	1	19794723	19795544	-	822	18	20	12	10	5	8	14	13
gene:AT1G53140	1	19799188	19802675	+	3488	118	121	174	123	161	136	112	161
gene:AT1G53160	1	19806263	19807705	+	1443	133	116	178	145	382	512	125	180
gene:AT1G53163	1	19812087	19813290	+	1204	44	36	34	46	10	8	39	20
gene:AT1G53165	1	19813790	19819564	+	5775	386	401	394	483	536	458	340	455
gene:AT1G53170	1	19821337	19822399	-	1063	153	161	211	329	86	94	252	117
gene:AT1G53180	1	19831352	19833028	+	1677	165	163	155	126	133	131	127	122
gene:AT1G53190	1	19837110	19840370	+	3261	357	417	488	540	601	503	439	462
gene:AT1G53200	1	19840368	19843499	-	3132	239	212	209	223	245	188	197	221
gene:AT1G53210	1	19844450	19847856	+	3407	4614	5458	4425	5619	3898	3781	5650	6182
gene:AT1G53230	1	19849788	19851725	-	1938	1237	1618	1828	1835	1383	1713	1210	2049
gene:AT1G53240	1	19854615	19857146	-	2532	2649	3191	3467	3319	4649	4790	2699	3116
gene:AT1G53250	1	19857351	19859275	+	1925	135	157	183	230	118	92	104	151
gene:AT1G53260	1	19859267	19860976	-	1710	2	4	0	4	2	0	0	3
gene:AT1G53265	1	19861098	19861475	-	378	0	0	0	0	0	0	0	0
gene:AT1G53270	1	19862821	19864650	+	1830	33	48	34	34	42	39	23	30
gene:AT1G53280	1	19864726	19867389	-	2664	747	992	951	1050	1637	1821	790	1092
gene:AT1G53282	1	19867930	19868335	-	406	0	0	0	0	0	0	0	0
gene:AT1G53285	1	19869560	19870095	-	536	0	0	1	0	0	0	0	0
gene:AT1G53290	1	19871116	19873727	+	2612	134	168	213	164	196	223	176	205
gene:AT1G53300	1	19879405	19882895	+	3491	799	1118	1119	1221	954	998	829	837
gene:AT1G53310	1	19883935	19888413	-	4479	2216	2794	2797	2461	23632	21542	2529	2337
gene:AT1G53320	1	19890935	19893504	-	2570	858	1053	851	868	1337	1301	969	1012
gene:AT1G53325	1	19895227	19895733	-	507	0	0	0	0	0	0	0	0
gene:AT1G53330	1	19895967	19898360	+	2394	34	42	60	30	47	72	64	51
gene:AT1G53340	1	19898849	19901091	-	2243	38	38	16	18	40	39	28	62
gene:AT1G53345	1	19902474	19903808	+	1335	88	66	89	95	90	69	74	123
gene:AT1G53350	1	19903777	19907068	+	3292	339	297	291	439	378	303	334	329
gene:AT1G53360	1	19907179	19908548	+	1370	0	0	0	0	0	0	0	0
gene:AT1G53366	1	19909840	19909977	-	138	0	0	0	0	0	0	0	0
gene:AT1G53370	1	19910516	19911646	+	1131	0	0	4	0	0	0	0	0
gene:AT1G53380	1	19912990	19916686	-	3697	543	532	547	597	637	752	571	538
gene:AT1G53390	1	19917994	19923920	+	5927	500	613	534	590	759	783	610	749
gene:AT1G53400	1	19924660	19926631	+	1972	387	444	363	455	402	389	476	513
gene:AT1G53420	1	19926626	19931494	-	4869	4	0	0	1	3	2	0	3
gene:AT1G53430	1	19934987	19941185	+	6199	1005	1275	907	1194	1080	1020	1357	2033
gene:AT1G53440	1	19945869	19951562	+	5694	668	866	717	864	974	722	801	1001
gene:AT1G53450	1	19951006	19954325	-	3320	382	470	430	497	212	195	286	302
gene:AT1G53460	1	19954390	19956915	-	2526	195	229	252	258	220	234	191	241
gene:AT1G53470	1	19958380	19961827	+	3448	200	241	269	259	221	205	153	249
gene:AT1G53480	1	19963047	19964712	-	1666	0	0	80	73	0	1	0	4
gene:AT1G53490	1	19963267	19966952	+	3686	12	39	43	62	30	55	25	29
gene:AT1G53500	1	19966944	19969757	-	2814	759	914	1115	1080	1546	1424	673	963
gene:AT1G53510	1	19970334	19974393	-	4060	729	976	1065	1009	893	905	702	1009
gene:AT1G53520	1	19976386	19978048	-	1663	196	255	347	336	129	159	272	283
gene:AT1G53530	1	19978101	19980125	+	2025	86	94	126	129	103	93	88	134
gene:AT1G53540	1	19980299	19981199	+	901	8	16	4	0	0	2	20	0
gene:AT1G53541	1	19981385	19981495	-	111	20	17	16	22	41	35	14	15
gene:AT1G53542	1	19981628	19981813	+	186	19	24	37	34	39	37	22	15
gene:AT1G53550	1	19983411	19984637	+	1227	0	0	0	0	0	0	0	0
gene:AT1G53560	1	19984542	19986112	-	1571	403	434	360	470	512	526	459	384
gene:AT1G53570	1	19987117	19991214	+	4098	1131	1310	1053	1200	1379	1377	1179	1495
gene:AT1G53580	1	19991271	19993458	-	2188	970	1105	712	1023	1134	950	1119	1023
gene:AT1G53590	1	19996205	20000782	+	4578	477	596	592	543	832	632	411	610
gene:AT1G53600	1	20001236	20004055	+	2820	61	75	62	80	30	34	80	58
gene:AT1G53610	1	20008996	20009320	-	325	0	0	1	2	41	35	2	0
gene:AT1G53620	1	20011429	20011972	-	544	0	0	0	2	47	44	0	0
gene:AT1G53625	1	20014379	20015038	-	660	4	4	6	8	348	230	4	8
gene:AT1G53633	1	20017389	20017932	-	544	20	12	12	24	4	12	18	8
