# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-a" "DataBase/Arabidopsis_thaliana.TAIR10.54.gff3" "-t" "lnc_RNA" "-g" "ID" "-o" "AtAgo1_RNA-seq_featureCounts_lnc_RNA.txt" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam" 
Geneid	Chr	Start	End	Strand	Length	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam
transcript:AT1G09523.1	1	28186684	28186903	-	220	123	168	105	99	97	82	113	139
transcript:AT1G09527.1	1	28188388	28188831	+	444	3	3	8	4	5	5	7	4
transcript:AT1G09537.1	1	28213926	28214368	-	443	8	16	5	8	31	23	10	10
transcript:AT1G09543.1	1	28216360	28217216	+	857	77	69	72	73	37	25	64	55
transcript:AT1G09543.2	1	28218440	28219186	+	747	38	48	36	31	17	12	36	38
transcript:AT1G75295.1	1	28254820	28257236	-	2417	12	11	23	27	17	18	16	23
transcript:AT1G75295.3	1	28255108	28257236	-	2129	0	0	0	0	0	0	0	0
transcript:AT1G75295.2	1	28255108	28257236	-	2129	0	0	0	0	0	0	0	0
transcript:AT1G75295.4	1	28255903	28257179	-	1277	0	0	0	0	0	0	0	0
transcript:AT1G09547.1	1	28288909	28289117	-	209	0	0	0	0	0	0	0	0
transcript:AT1G09553.1	1	28314311	28314700	-	390	40	60	34	36	40	24	27	37
transcript:AT1G09557.1	1	28318139	28318355	+	217	0	0	0	0	4	4	0	0
transcript:AT1G09563.1	1	28343829	28344031	-	203	0	0	0	0	0	0	0	0
transcript:AT1G09567.1	1	28343829	28344031	+	203	0	0	0	0	0	0	0	0
transcript:AT1G09573.1	1	28420323	28420635	+	313	2	0	2	0	1	3	0	0
transcript:AT1G09577.1	1	28467241	28467900	+	660	0	0	0	0	0	0	0	0
transcript:AT1G09587.1	1	28487910	28488251	-	342	0	0	0	0	0	0	0	0
transcript:AT1G75891.1	1	28492958	28494327	-	1370	2	1	5	0	1	4	10	0
transcript:AT1G75891.2	1	28493349	28494327	-	979	0	0	0	0	0	0	0	0
transcript:AT1G09593.1	1	28495290	28495666	+	377	0	0	0	0	0	0	0	0
transcript:AT1G09597.1	1	28495429	28495666	-	238	0	0	0	0	0	0	0	0
transcript:AT1G09603.1	1	28503779	28504403	-	625	0	0	4	0	1	0	1	1
transcript:AT1G09607.1	1	28568368	28568677	-	310	1	0	0	0	2	0	0	4
transcript:AT1G09613.1	1	28600507	28600725	-	219	0	0	0	0	0	0	0	1
transcript:AT1G09617.1	1	28639806	28640505	-	700	54	45	33	34	19	15	57	44
transcript:AT1G09623.1	1	28645595	28645885	+	291	107	181	106	166	174	163	69	56
transcript:AT1G09627.1	1	28655208	28658086	-	2879	262	357	315	365	825	643	337	336
transcript:AT1G09633.1	1	28739770	28740168	-	399	0	0	0	0	0	0	0	0
transcript:AT1G09637.1	1	28782714	28782958	+	245	13	14	14	23	20	11	18	15
transcript:AT1G09647.1	1	28785165	28785372	-	208	11	4	5	17	3	13	16	13
transcript:AT1G09653.1	1	28801490	28801798	+	309	1	6	0	0	0	1	2	0
transcript:AT1G09657.1	1	28811060	28811379	-	320	0	0	0	0	0	0	0	0
transcript:AT1G09663.1	1	28812404	28812786	+	383	12	11	13	4	9	15	5	5
transcript:AT1G09667.1	1	28813116	28813465	+	350	0	0	0	0	0	0	0	0
transcript:AT1G09673.1	1	28816622	28817970	-	1349	8	13	32	23	30	12	12	11
transcript:AT1G09677.1	1	28848219	28848743	-	525	62	80	90	96	132	90	97	99
transcript:AT1G76878.1	1	28865305	28868258	-	2954	745	914	1109	1096	990	993	701	895
transcript:AT1G76892.1	1	28874691	28874999	+	309	31	35	27	36	15	24	31	30
transcript:AT1G09683.1	1	28886891	28887095	+	205	1	0	0	0	0	0	0	0
transcript:AT1G09693.1	1	28890574	28890814	-	241	3	1	1	0	0	1	0	0
transcript:AT1G09697.1	1	28928287	28928704	+	418	0	2	0	0	0	0	0	0
transcript:AT1G09703.1	1	28963504	28963894	+	391	0	1	0	0	0	0	1	0
transcript:AT1G09713.1	1	28978405	28978724	+	320	87	79	96	92	74	92	88	92
transcript:AT1G09717.1	1	29079253	29079454	+	202	0	0	0	0	0	0	0	0
transcript:AT1G09723.1	1	29080817	29081025	-	209	0	0	0	0	2	0	0	0
transcript:AT1G09733.1	1	29098675	29099062	-	388	0	0	0	0	0	0	0	0
transcript:AT1G09737.1	1	29173078	29173283	-	206	0	1	2	0	0	0	0	0
transcript:AT1G09743.1	1	29197721	29197924	+	204	0	0	0	0	1	0	0	0
transcript:AT1G09747.1	1	29198600	29198955	+	356	0	0	0	0	1	0	0	0
transcript:AT1G09753.1	1	29208882	29209127	+	246	4	5	4	8	8	7	2	5
transcript:AT1G09757.1	1	29255026	29255375	-	350	8	13	18	9	12	4	14	5
transcript:AT1G09763.1	1	29281986	29282189	+	204	0	0	0	0	0	0	0	0
transcript:AT1G09767.1	1	29296514	29296851	-	338	0	0	0	0	0	0	0	0
transcript:AT1G77992.1	1	29322411	29323358	+	948	157	169	101	120	60	41	135	131
transcript:AT1G09773.1	1	29344275	29345115	-	841	2	2	3	1	9	4	6	13
transcript:AT1G09777.1	1	29351472	29351820	+	349	41	36	58	49	48	45	45	42
transcript:AT1G09783.1	1	29400094	29401675	-	1582	115	149	128	110	242	172	119	198
transcript:AT1G09793.1	1	29427765	29428422	-	658	0	0	0	0	0	0	0	0
transcript:AT1G09797.1	1	29427802	29428566	+	765	0	0	0	0	0	0	0	0
transcript:AT1G78265.1	1	29450551	29452415	+	1865	367	474	373	411	308	290	667	706
transcript:AT1G09803.1	1	29460161	29460571	-	411	0	0	0	0	0	0	0	0
transcript:AT1G09807.1	1	29466033	29466249	+	217	0	0	0	0	0	0	0	0
transcript:AT1G09813.1	1	29521020	29521223	-	204	0	0	0	0	0	5	0	0
transcript:AT1G09823.1	1	29549838	29550185	-	348	81	87	78	80	121	97	64	90
transcript:AT1G09827.1	1	29557848	29558276	+	429	7	8	11	6	3	4	6	5
transcript:AT1G09833.1	1	29647839	29648285	+	447	3	5	3	18	4	14	9	2
transcript:AT1G09847.1	1	29769084	29769583	+	500	0	0	0	0	0	0	0	0
transcript:AT1G09853.1	1	29769159	29769618	-	460	0	0	0	0	0	0	0	0
transcript:AT1G09857.1	1	29770176	29770459	-	284	0	0	0	0	0	0	0	0
transcript:AT1G09863.1	1	29906697	29909374	+	2678	1	1	0	0	0	2	0	0
transcript:AT1G09863.3	1	29906737	29909325	+	2589	0	0	0	0	0	0	0	0
transcript:AT1G09863.2	1	29906737	29909325	+	2589	0	0	0	0	0	0	0	0
transcript:AT1G09863.4	1	29906737	29909325	+	2589	0	0	0	0	0	0	0	0
transcript:AT1G09863.5	1	29907250	29909441	+	2192	0	0	0	0	1	1	0	0
transcript:AT1G79529.1	1	29915662	29916410	+	749	211	240	245	256	402	472	260	305
transcript:AT1G09887.1	1	29922829	29923128	+	300	5	11	3	8	6	10	12	11
transcript:AT1G09897.1	1	29975928	29976318	-	391	24	44	29	53	38	36	38	37
transcript:AT1G09907.1	1	29992705	29993059	+	355	19	21	13	13	5	4	24	29
transcript:AT1G09913.1	1	29998363	29998796	+	434	47	31	39	40	46	45	34	71
transcript:AT1G09917.1	1	30021177	30021681	-	505	18	19	17	28	24	21	21	16
transcript:AT1G09927.1	1	30041286	30041963	+	678	4357	4993	5597	6009	3120	3906	4893	4926
transcript:AT1G09937.1	1	30080955	30081258	-	304	0	3	0	3	6	5	4	3
transcript:AT1G09953.1	1	30145386	30145878	-	493	0	0	0	0	0	0	0	0
transcript:AT1G09957.1	1	30145494	30145695	+	202	0	0	0	0	0	0	0	0
transcript:AT1G80325.1	1	30194605	30198033	-	3429	0	2	0	0	0	0	0	0
transcript:AT1G80325.2	1	30194696	30198071	-	3376	5	7	0	1	0	0	0	0
transcript:AT1G09963.1	1	30228005	30228447	+	443	254	265	292	323	313	344	250	359
transcript:AT1G09967.1	1	30239645	30239894	-	250	0	1	0	0	0	0	0	0
transcript:AT1G09973.1	1	30239750	30239969	+	220	0	1	0	0	0	0	0	0
transcript:AT1G09977.1	1	30275759	30276154	-	396	0	0	1	0	0	0	0	0
transcript:AT1G09983.1	1	30297614	30297846	+	233	0	0	0	0	0	0	0	0
transcript:AT1G09987.1	1	30386733	30387446	+	714	22	56	52	39	46	25	26	55
transcript:AT1G09993.1	1	30397172	30397804	-	633	66	53	62	83	88	109	66	60
transcript:AT1G09997.1	1	30418505	30418884	-	380	0	0	0	0	1	4	0	0
transcript:AT2G03885.1	2	72282	72622	-	341	0	0	0	0	0	0	0	0
transcript:AT2G03895.1	2	84873	85086	+	214	375	459	343	410	245	287	407	371
transcript:AT2G03905.1	2	122882	123086	-	205	0	0	0	0	0	0	0	0
transcript:AT2G03925.1	2	148875	149493	+	619	414	437	496	489	436	524	415	379
transcript:AT2G03945.1	2	171157	171433	-	277	0	0	0	0	6	4	0	0
transcript:AT2G03975.1	2	175202	176330	+	1129	316	343	399	388	539	510	348	393
transcript:AT2G03985.1	2	178960	179203	-	244	0	0	0	0	0	0	0	0
transcript:AT2G03995.1	2	193294	193673	+	380	30	40	52	34	58	73	23	51
transcript:AT2G04005.1	2	238681	239055	-	375	0	2	0	0	0	0	0	0
transcript:AT2G04015.1	2	258998	259325	+	328	0	0	0	0	0	0	0	0
transcript:AT2G04065.1	2	281598	281921	+	324	2	6	3	6	2	1	5	7
transcript:AT2G04075.1	2	289115	289465	-	351	0	0	0	0	0	0	0	0
transcript:AT2G04085.1	2	289115	289752	+	638	0	0	0	0	0	0	0	0
transcript:AT2G04095.1	2	340771	341005	+	235	0	0	0	0	0	0	0	0
transcript:AT2G04125.1	2	388080	388313	-	234	27	40	18	22	18	3	40	45
transcript:AT2G04145.1	2	390175	390454	+	280	177	155	142	208	136	165	129	170
transcript:AT2G04155.1	2	476692	477011	+	320	0	0	0	0	0	0	0	0
transcript:AT2G04175.1	2	484075	484602	+	528	0	0	0	0	0	0	0	0
transcript:AT2G04185.1	2	522501	522705	-	205	0	0	0	0	0	0	0	0
transcript:AT2G04195.1	2	541041	541242	-	202	2	0	0	0	0	0	0	0
transcript:AT2G04205.1	2	565382	566437	-	1056	0	0	4	8	2	0	1	1
transcript:AT2G04215.1	2	565600	565935	+	336	0	0	0	0	0	0	0	0
transcript:AT2G04225.1	2	678502	678715	-	214	0	0	0	0	0	0	0	0
transcript:AT2G04255.1	2	719587	719969	-	383	0	0	0	0	0	0	0	0
transcript:AT2G04265.1	2	730085	731023	+	939	0	0	0	0	0	0	0	0
transcript:AT2G04285.1	2	763851	764640	-	790	2	4	4	6	0	0	0	0
transcript:AT2G04295.1	2	771551	772360	+	810	17	33	23	26	22	20	28	32
transcript:AT2G04315.1	2	780945	781362	+	418	0	0	0	0	0	0	0	0
transcript:AT2G04325.1	2	792541	792806	-	266	0	0	0	0	0	0	0	0
transcript:AT2G04335.1	2	810371	810988	+	618	0	0	0	0	0	0	0	0
transcript:AT2G04345.1	2	818836	819273	-	438	0	0	0	0	0	2	0	0
transcript:AT2G04355.1	2	818928	819240	+	313	0	0	0	0	0	0	0	0
transcript:AT2G04365.1	2	823453	824086	+	634	0	0	0	0	0	0	0	0
transcript:AT2G04405.1	2	849921	850780	+	860	1	7	4	3	0	15	5	5
transcript:AT2G04435.1	2	852856	853345	+	490	17	18	11	11	26	36	14	5
transcript:AT2G04465.1	2	853953	854265	+	313	0	1	0	0	0	0	0	2
transcript:AT2G04485.1	2	951537	951783	-	247	0	0	0	0	0	0	0	0
transcript:AT2G04505.1	2	977654	977901	+	248	0	0	0	0	0	0	0	0
transcript:AT2G04525.1	2	1043766	1044608	+	843	4	3	0	2	0	0	0	6
transcript:AT2G04535.1	2	1102120	1102649	+	530	39	48	47	45	39	37	38	31
transcript:AT2G04545.1	2	1120903	1121337	-	435	4	4	0	4	2	5	6	8
transcript:AT2G04555.1	2	1122594	1122824	+	231	14	18	16	17	17	26	14	17
transcript:AT2G04565.1	2	1133545	1133840	+	296	0	0	0	0	0	0	0	0
transcript:AT2G04575.1	2	1133581	1133840	-	260	0	0	0	0	0	0	0	0
transcript:AT2G04595.1	2	1191263	1191545	-	283	0	0	0	0	0	0	0	0
transcript:AT2G04605.1	2	1218633	1219011	-	379	0	0	0	0	0	0	0	0
transcript:AT2G04615.1	2	1237097	1238033	+	937	0	0	0	0	0	0	0	0
transcript:AT2G04635.1	2	1237239	1237523	-	285	0	0	0	0	0	0	0	0
transcript:AT2G04645.1	2	1249423	1249974	+	552	0	0	0	0	0	0	0	0
transcript:AT2G04655.1	2	1251862	1252530	-	669	0	0	0	0	0	0	2	1
transcript:AT2G04665.1	2	1287911	1288333	-	423	0	0	0	0	0	0	0	0
transcript:AT2G04685.1	2	1288310	1288514	+	205	0	0	0	0	0	0	0	0
transcript:AT2G04695.1	2	1311716	1312048	+	333	0	0	0	0	0	0	0	0
transcript:AT2G04715.1	2	1374989	1375543	-	555	0	2	0	0	0	2	0	0
transcript:AT2G04725.1	2	1403806	1404215	+	410	0	0	0	0	6	0	0	0
transcript:AT2G04725.2	2	1406578	1406935	+	358	0	1	3	2	4	10	0	0
transcript:AT2G04735.1	2	1421541	1421868	+	328	0	0	0	0	0	0	0	0
transcript:AT2G04745.1	2	1438425	1438778	-	354	0	0	0	0	0	0	0	0
transcript:AT2G04755.1	2	1480219	1482007	+	1789	1120	1160	1425	1356	1210	1107	1233	1467
transcript:AT2G04765.1	2	1483839	1484090	-	252	0	0	0	0	0	0	0	0
transcript:AT2G04775.1	2	1601458	1601790	+	333	0	0	0	0	1	0	1	0
transcript:AT2G04785.1	2	1601495	1601751	-	257	0	0	0	0	0	0	0	0
transcript:AT2G04805.1	2	1604665	1604938	+	274	12	14	6	18	120	75	5	12
transcript:AT2G04815.1	2	1696038	1696390	-	353	0	0	0	0	0	0	0	0
transcript:AT2G04852.3	2	1705148	1706465	-	1318	0	0	0	0	0	0	0	0
transcript:AT2G04852.1	2	1705148	1706465	-	1318	0	0	0	0	0	0	0	0
transcript:AT2G04852.2	2	1705148	1706465	-	1318	0	0	0	0	0	0	0	0
transcript:AT2G04835.1	2	1767352	1767726	+	375	0	0	0	0	0	0	0	0
transcript:AT2G04825.1	2	1767352	1767856	-	505	0	0	0	0	0	0	0	0
transcript:AT2G04855.1	2	1837169	1837770	-	602	0	0	0	0	0	0	0	0
transcript:AT2G04875.1	2	1840615	1840974	-	360	0	0	0	0	0	0	0	0
transcript:AT2G04885.1	2	1927015	1927479	+	465	0	0	0	0	0	0	2	0
transcript:AT2G04895.1	2	1944676	1945269	-	594	0	0	0	0	0	0	0	0
transcript:AT2G04905.1	2	2012687	2012906	+	220	0	0	0	0	0	0	0	0
transcript:AT2G04915.1	2	2060775	2061097	+	323	0	0	0	0	0	0	0	0
transcript:AT2G04945.1	2	2120221	2120508	-	288	0	0	0	0	1	0	0	0
transcript:AT2G04975.1	2	2188657	2189130	-	474	0	0	0	0	0	0	0	0
transcript:AT2G04985.1	2	2189985	2190398	+	414	0	0	0	0	0	0	0	0
transcript:AT2G04995.1	2	2190022	2190473	-	452	0	0	0	0	0	0	0	0
transcript:AT2G05005.1	2	2212505	2212810	-	306	0	0	0	0	0	0	0	0
transcript:AT2G05812.1	2	2214334	2215243	+	910	4	3	11	10	7	10	3	4
transcript:AT2G05812.2	2	2214890	2217397	+	2508	308	359	436	444	383	375	413	511
transcript:AT2G05812.3	2	2217074	2217448	+	375	0	0	0	0	0	0	0	0
transcript:AT2G05914.1	2	2263124	2264543	-	1420	0	0	0	0	0	0	0	0
transcript:AT2G05914.2	2	2263124	2264543	-	1420	0	0	0	0	0	0	0	0
transcript:AT2G05015.1	2	2753377	2754065	-	689	0	0	0	0	0	2	0	0
transcript:AT2G05035.1	2	2857958	2858222	-	265	0	0	0	0	0	4	0	0
transcript:AT2G05045.1	2	2858309	2858550	+	242	0	1	0	1	15	7	0	0
transcript:AT2G05065.1	2	2891627	2891867	-	241	0	0	0	0	0	0	0	0
transcript:AT2G05075.1	2	2930784	2931313	-	530	44	53	40	55	52	25	50	55
transcript:AT2G05085.1	2	2960216	2960456	+	241	0	0	0	0	0	0	0	0
transcript:AT2G05095.1	2	2978987	2979349	-	363	0	0	0	0	1	0	2	2
transcript:AT2G05125.1	2	2979531	2979743	-	213	0	0	0	0	0	0	0	0
transcript:AT2G07213.1	2	2996582	2998054	+	1473	8	1	0	0	0	2	0	1
transcript:AT2G05145.1	2	3247993	3248209	-	217	0	0	2	0	0	0	2	0
transcript:AT2G05155.1	2	3264778	3265393	+	616	0	4	0	8	4	2	0	0
transcript:AT2G05215.1	2	3334410	3335689	+	1280	0	0	0	0	0	0	0	0
transcript:AT2G05205.1	2	3334410	3335689	-	1280	0	0	0	0	0	0	0	0
transcript:AT2G05245.1	2	3340632	3341062	+	431	0	0	0	0	0	0	0	0
transcript:AT2G05255.1	2	3348153	3348485	-	333	2	0	1	2	5	4	2	3
transcript:AT2G05365.1	2	3490313	3491455	+	1143	3	2	6	6	15	2	4	12
transcript:AT2G05395.1	2	3509690	3510093	+	404	0	0	0	0	0	0	0	0
transcript:AT2G05405.1	2	3515087	3515304	-	218	5	8	10	8	2	4	5	6
transcript:AT2G05425.1	2	3528392	3528624	-	233	0	0	0	0	0	0	0	0
transcript:AT2G05445.1	2	3532412	3532663	+	252	0	0	0	2	0	0	0	0
transcript:AT2G09795.1	2	3669906	3672228	-	2323	0	0	0	0	0	0	0	0
transcript:AT2G09795.3	2	3669906	3672766	-	2861	0	0	0	0	0	0	0	0
transcript:AT2G09795.2	2	3669906	3672766	-	2861	0	0	0	0	0	0	0	0
transcript:AT2G05465.1	2	3936729	3937423	-	695	0	0	0	0	0	0	0	0
transcript:AT2G05485.1	2	3936764	3937233	+	470	0	0	0	0	0	0	0	0
transcript:AT2G05495.1	2	3937934	3938148	-	215	0	0	0	0	0	0	1	0
transcript:AT2G05505.1	2	4012804	4013314	+	511	0	0	0	0	0	1	0	0
transcript:AT2G05515.1	2	4019467	4019852	+	386	0	0	2	0	0	0	0	0
transcript:AT2G05535.1	2	4068840	4069175	+	336	0	0	0	0	0	0	0	0
transcript:AT2G05545.1	2	4069972	4070386	-	415	0	0	0	0	0	0	0	0
transcript:AT2G05555.1	2	4222547	4223030	-	484	0	0	0	0	0	1	0	0
transcript:AT2G05575.1	2	4228721	4229076	-	356	0	0	0	0	0	0	0	0
transcript:AT2G05585.1	2	4229701	4230207	-	507	0	0	0	0	0	0	0	0
transcript:AT2G10921.1	2	4301932	4302745	+	814	0	0	0	0	0	0	0	0
transcript:AT2G10921.4	2	4301932	4303080	+	1149	0	0	0	0	0	0	0	0
transcript:AT2G10921.2	2	4301932	4303080	+	1149	0	0	0	0	0	0	0	0
transcript:AT2G10921.3	2	4301932	4303080	+	1149	0	0	0	0	0	0	0	0
transcript:AT2G11852.1	2	4789211	4789907	-	697	0	0	0	0	0	0	0	0
transcript:AT2G05625.1	2	4792134	4792635	+	502	0	0	0	0	0	0	0	0
transcript:AT2G05665.1	2	4871215	4871819	+	605	16	12	10	11	6	10	8	2
transcript:AT2G05675.1	2	4871291	4871678	-	388	0	0	0	0	0	0	0	0
transcript:AT2G05695.1	2	5009533	5009872	-	340	0	0	0	0	0	0	0	0
transcript:AT2G05705.1	2	5021920	5022199	-	280	0	0	2	0	2	0	2	0
transcript:AT2G05725.1	2	5030903	5031230	-	328	0	0	0	0	0	0	0	0
transcript:AT2G05785.1	2	5040157	5040392	+	236	0	0	1	0	0	1	0	0
transcript:AT2G05825.1	2	5081722	5082662	+	941	2	4	2	5	0	1	6	4
transcript:AT2G05835.1	2	5082130	5082518	-	389	0	0	0	0	0	0	0	0
transcript:AT2G05855.1	2	5392778	5393092	-	315	0	0	0	0	0	0	0	0
transcript:AT2G05865.1	2	5411728	5412069	+	342	0	0	0	0	0	0	0	0
transcript:AT2G05875.1	2	5508351	5508797	+	447	4	12	9	6	6	2	5	6
transcript:AT2G05885.1	2	5559537	5559931	+	395	0	0	0	0	0	0	0	0
transcript:AT2G05895.1	2	5587757	5588175	+	419	16	16	30	27	18	16	19	25
transcript:AT2G05905.1	2	5614393	5614623	+	231	0	0	0	0	0	0	0	0
transcript:AT2G05925.1	2	5661128	5661510	+	383	0	0	0	0	0	0	0	0
transcript:AT2G05945.1	2	5664690	5664920	-	231	0	0	0	0	0	0	0	0
transcript:AT2G05965.1	2	5664795	5665027	+	233	0	0	0	0	0	0	1	0
transcript:AT2G05975.1	2	5666198	5666404	-	207	0	0	0	0	0	0	0	0
transcript:AT2G06035.1	2	5666198	5666610	+	413	0	0	0	0	0	0	0	0
transcript:AT2G13665.1	2	5692090	5693030	+	941	0	0	0	0	0	0	0	0
transcript:AT2G13665.2	2	5692126	5692813	+	688	0	0	0	0	0	0	0	0
transcript:AT2G13665.3	2	5692148	5693006	+	859	0	0	0	0	0	0	0	0
transcript:AT2G06065.1	2	5735771	5736150	-	380	0	0	0	0	2	0	0	0
transcript:AT2G06075.1	2	5852122	5852431	-	310	0	0	0	0	0	0	0	0
transcript:AT2G14115.1	2	5953196	5954039	+	844	41	36	29	38	26	42	44	36
transcript:AT2G06085.1	2	6035018	6035250	-	233	0	0	1	3	0	0	0	0
transcript:AT2G06135.1	2	6131881	6132269	+	389	0	0	0	0	0	0	0	0
transcript:AT2G06115.1	2	6131881	6132336	-	456	0	0	0	0	0	0	0	0
transcript:AT2G06145.1	2	6168702	6168974	+	273	0	0	0	0	0	0	0	0
transcript:AT2G06175.1	2	6196683	6197035	+	353	0	0	0	0	0	0	0	0
transcript:AT2G06185.1	2	6212448	6212697	+	250	0	0	0	0	8	1	0	3
transcript:AT2G06215.1	2	6279607	6279875	-	269	14	19	11	16	31	22	9	15
transcript:AT2G06225.1	2	6354122	6354670	+	549	0	0	0	0	0	1	2	0
transcript:AT2G06275.1	2	6371573	6371772	-	200	0	0	0	0	0	0	0	0
transcript:AT2G06305.1	2	6440019	6440288	+	270	0	0	0	0	0	0	0	0
transcript:AT2G06315.1	2	6502163	6502436	-	274	0	0	0	0	0	0	0	0
transcript:AT2G06345.1	2	6503314	6503553	-	240	0	0	1	0	1	2	1	5
transcript:AT2G06355.1	2	6508616	6508815	-	200	13	12	6	27	41	16	4	14
transcript:AT2G06365.1	2	6547257	6547566	-	310	0	0	0	0	2	0	0	0
transcript:AT2G06375.1	2	6590561	6590859	+	299	0	0	0	0	0	0	0	0
transcript:AT2G06385.1	2	6610964	6611285	-	322	0	0	0	0	2	0	2	0
transcript:AT2G06395.1	2	6647428	6647825	+	398	0	0	0	0	0	0	0	0
transcript:AT2G06405.1	2	6665070	6665385	-	316	0	2	0	0	0	0	0	0
transcript:AT2G06415.1	2	6678036	6678319	-	284	0	0	0	0	0	0	0	0
transcript:AT2G06435.1	2	6692957	6693673	-	717	0	0	4	4	0	0	0	2
transcript:AT2G06445.1	2	6741313	6741555	+	243	0	0	0	0	0	0	0	0
transcript:AT2G06465.1	2	6832216	6833704	+	1489	460	504	478	491	647	664	417	411
transcript:AT2G06475.1	2	6876056	6876681	-	626	0	0	0	0	0	1	0	0
transcript:AT2G06485.1	2	6876163	6876750	+	588	0	0	0	0	0	0	0	0
transcript:AT2G06495.1	2	6904534	6904844	+	311	0	0	0	0	0	0	0	0
transcript:AT2G06505.1	2	6915240	6915564	-	325	0	0	0	0	0	0	0	0
transcript:AT2G06515.1	2	6926488	6926724	-	237	0	0	0	0	0	0	0	0
transcript:AT2G06525.1	2	6934523	6934793	+	271	2	11	2	2	0	7	4	5
transcript:AT2G06535.1	2	6971296	6971642	+	347	0	0	0	0	0	0	0	0
transcript:AT2G06575.1	2	6978472	6978794	-	323	0	0	0	4	0	0	0	0
transcript:AT2G06585.1	2	7026145	7026430	-	286	0	0	0	0	0	0	0	0
transcript:AT2G16245.1	2	7039677	7040592	+	916	94	110	138	115	69	88	103	129
transcript:AT2G06595.1	2	7049770	7050110	+	341	0	0	0	0	0	0	0	0
transcript:AT2G06605.1	2	7054057	7054338	-	282	2	0	0	0	2	0	2	0
transcript:AT2G06615.1	2	7074714	7074917	-	204	10	23	8	23	24	18	21	11
transcript:AT2G06625.1	2	7122903	7123118	+	216	1	4	2	5	18	14	2	1
transcript:AT2G06635.1	2	7125664	7125873	+	210	0	0	0	0	0	0	0	0
transcript:AT2G06655.1	2	7158999	7159325	+	327	1	0	0	0	0	2	0	2
transcript:AT2G06685.1	2	7170179	7170393	-	215	0	0	0	0	0	0	0	0
transcript:AT2G06695.1	2	7190112	7190342	-	231	0	0	0	0	0	0	0	0
transcript:AT2G06705.1	2	7197065	7197324	+	260	0	0	0	0	0	0	0	0
transcript:AT2G06725.1	2	7253012	7253360	+	349	0	0	0	0	0	0	0	0
transcript:AT2G06745.1	2	7253076	7253360	-	285	0	0	0	0	0	0	0	0
transcript:AT2G06755.1	2	7254197	7254562	+	366	0	0	0	0	0	0	0	0
transcript:AT2G06765.1	2	7269766	7270242	-	477	0	0	2	5	4	4	5	1
transcript:AT2G06785.1	2	7330259	7330747	-	489	0	0	0	0	0	0	0	0
transcript:AT2G06795.1	2	7333371	7333810	-	440	0	1	2	0	0	0	0	1
transcript:AT2G06805.1	2	7382230	7382465	-	236	0	1	0	0	0	1	0	0
transcript:AT2G06815.1	2	7440669	7441021	+	353	0	0	0	0	0	0	0	0
transcript:AT2G06835.1	2	7520348	7520866	-	519	2	2	5	6	3	9	4	10
transcript:AT2G06905.1	2	7524781	7525106	+	326	8	14	8	10	5	0	4	1
transcript:AT2G06935.1	2	7524965	7525374	-	410	3	3	8	7	4	4	11	0
transcript:AT2G06945.1	2	7603443	7603649	+	207	0	0	0	0	0	0	0	0
transcript:AT2G06955.1	2	7604452	7604678	+	227	0	0	0	0	1	0	0	0
transcript:AT2G06975.1	2	7623106	7623365	-	260	0	0	0	0	0	0	1	0
transcript:AT2G06995.1	2	7633214	7634069	+	856	0	0	3	16	4	10	10	2
transcript:AT2G07005.1	2	7641300	7641509	+	210	0	0	0	0	0	2	0	0
transcript:AT2G07015.1	2	7821596	7822100	-	505	253	296	363	355	325	399	258	316
transcript:AT2G07025.1	2	7831102	7831406	-	305	0	0	0	0	0	0	2	0
transcript:AT2G07035.1	2	7856798	7857157	+	360	0	0	0	0	0	0	0	0
