# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-a" "DataBase/Arabidopsis_thaliana.TAIR10.54.gff3" "-t" "ncRNA_gene" "-g" "ID" "-o" "AtAgo1_RNA-seq_featureCounts_ncRNA_gene.txt" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam" 
Geneid	Chr	Start	End	Strand	Length	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam
gene:AT1G07423	1	17588366	17588726	-	361	0	0	0	0	1	0	0	1
gene:AT1G07433	1	17589274	17589477	-	204	0	0	0	0	0	0	0	0
gene:AT1G07437	1	17589274	17589513	+	240	0	0	0	0	0	0	0	0
gene:AT1G07447	1	17604718	17605176	+	459	0	0	0	0	0	0	0	0
gene:AT1G07453	1	17670444	17670827	-	384	0	0	0	0	0	0	0	0
gene:AT1G07457	1	17695289	17696075	+	787	0	0	1	0	2	0	0	0
gene:AT1G07463	1	17695420	17695849	-	430	0	0	0	0	0	0	0	0
gene:AT1G48080	1	17731841	17731913	+	73	0	0	0	0	0	0	0	0
gene:AT1G07467	1	17762830	17763370	+	541	0	0	0	0	0	0	0	0
gene:AT1G07477	1	17769036	17769837	-	802	21	25	31	30	28	34	13	21
gene:AT1G48267	1	17825685	17825857	+	173	6	2	0	2	0	0	0	0
gene:AT1G07483	1	17837968	17838579	-	612	0	0	0	1	2	0	0	0
gene:AT1G48315	1	17854060	17855960	+	1901	342	324	276	382	767	722	277	162
gene:AT1G07487	1	17910854	17910956	+	103	0	0	0	0	0	0	0	0
gene:AT1G07493	1	17961498	17961772	-	275	0	0	0	0	0	0	0	0
gene:AT1G07497	1	17964762	17964989	-	228	0	0	0	0	0	0	0	0
gene:AT1G48698	1	18010497	18012888	+	2392	6	9	8	6	2	2	7	14
gene:AT1G48742	1	18026811	18027031	-	221	0	0	0	0	0	0	1	0
gene:AT1G07503	1	18031954	18032156	-	203	0	0	0	0	0	0	0	0
gene:AT1G07507	1	18079156	18079354	+	199	0	0	0	0	0	0	0	0
gene:AT1G07513	1	18112453	18112821	-	369	17	33	22	42	31	33	18	26
gene:AT1G07517	1	18115790	18117008	+	1219	12	19	24	26	20	12	18	31
gene:AT1G07523	1	18127990	18128287	-	298	0	0	0	0	0	0	0	0
gene:AT1G07527	1	18131460	18131678	-	219	0	0	0	0	0	1	0	0
gene:AT1G49020	1	18135598	18135669	-	72	0	0	0	0	0	0	0	0
gene:AT1G07533	1	18190470	18190733	+	264	0	0	0	0	0	2	0	0
gene:AT1G07537	1	18222202	18222354	-	153	0	0	1	0	0	0	0	0
gene:AT1G49280	1	18230479	18230552	-	74	0	0	0	0	0	0	0	0
gene:AT1G07543	1	18265144	18265339	-	196	0	4	8	3	2	5	5	1
gene:AT1G07547	1	18268864	18269454	+	591	20	31	28	17	35	41	16	32
gene:AT1G07553	1	18272729	18273115	-	387	0	0	0	0	0	0	0	0
gene:AT1G07557	1	18272804	18273077	+	274	0	0	0	0	0	0	0	0
gene:AT1G49460	1	18308903	18308987	+	85	0	0	0	0	0	0	0	0
gene:AT1G07563	1	18333188	18333581	-	394	23	24	12	15	7	12	25	16
gene:AT1G07567	1	18333956	18334247	+	292	71	59	68	73	53	56	55	53
gene:AT1G07573	1	18363686	18363933	-	248	0	0	0	0	0	0	0	0
gene:AT1G49690	1	18387802	18387874	+	73	0	0	0	0	0	0	0	0
gene:AT1G07583	1	18398887	18399127	-	241	0	0	0	0	0	0	0	0
gene:AT1G07587	1	18400187	18400806	-	620	23	29	31	37	39	34	14	26
gene:AT1G07593	1	18428009	18428096	-	88	0	0	0	0	0	1	0	0
gene:AT1G07597	1	18434871	18435182	-	312	0	0	0	0	0	0	0	0
gene:AT1G49832	1	18447615	18448335	+	721	12	20	15	12	23	16	16	21
gene:AT1G49938	1	18486742	18488523	-	1782	3	5	7	2	0	6	2	8
gene:AT1G49952	1	18492026	18493257	-	1232	6	2	9	2	6	2	2	10
gene:AT1G07603	1	18517832	18518431	-	600	175	215	236	217	189	236	250	252
gene:AT1G07607	1	18520004	18520624	+	621	397	407	339	348	379	437	366	375
gene:AT1G50055	1	18549204	18550042	-	839	94	71	96	84	89	125	79	96
gene:AT1G07613	1	18549959	18550036	+	78	0	0	0	0	0	0	0	0
gene:AT1G50070	1	18552999	18553078	+	80	0	0	0	0	0	0	0	0
gene:AT1G50100	1	18557900	18557979	+	80	0	0	0	0	0	0	0	0
gene:AT1G07617	1	18634833	18635371	+	539	0	0	0	0	0	0	0	0
gene:AT1G07623	1	18640823	18641311	-	489	0	0	0	0	0	0	0	0
gene:AT1G07627	1	18641824	18642377	-	554	0	0	0	0	0	0	0	0
gene:AT1G07633	1	18686855	18686966	-	112	0	0	0	0	0	0	0	1
gene:AT1G07637	1	18686899	18687146	-	248	13	14	8	25	19	14	14	19
gene:AT1G07647	1	18725436	18725628	-	193	29	22	20	11	14	14	20	38
gene:AT1G07653	1	18727554	18727851	+	298	20	39	22	34	39	35	32	22
gene:AT1G07657	1	18755730	18756041	+	312	0	0	0	0	0	0	0	0
gene:AT1G50659	1	18770937	18771930	-	994	191	212	219	270	283	183	173	233
gene:AT1G07663	1	18772426	18772857	-	432	32	33	40	40	37	44	22	59
gene:AT1G07667	1	18781828	18782687	-	860	36	62	64	63	73	79	40	56
gene:AT1G07673	1	18794134	18794585	-	452	0	0	0	0	0	0	0	0
gene:AT1G07683	1	18813670	18814351	+	682	0	1	0	0	0	0	2	2
gene:AT1G07693	1	18866518	18866798	-	281	170	166	243	226	115	155	178	217
gene:AT1G07697	1	18867704	18868089	+	386	5	12	6	12	7	6	5	9
gene:AT1G07703	1	18879513	18879860	+	348	15	25	12	16	37	26	11	10
gene:AT1G07707	1	18884313	18884809	-	497	2	0	0	2	0	0	2	0
gene:AT1G07717	1	18956276	18956542	-	267	0	0	0	0	0	0	0	1
gene:AT1G07723	1	18956707	18956925	+	219	0	0	0	0	0	0	0	0
gene:AT1G07727	1	19026915	19027000	-	86	0	0	0	0	0	0	0	0
gene:AT1G07733	1	19051674	19051922	-	249	35	40	55	40	90	78	61	43
gene:AT1G07737	1	19052139	19052358	+	220	1627	1802	1819	2278	934	1248	1896	1989
gene:AT1G07743	1	19052719	19053731	-	1013	68	66	50	72	11	46	47	43
gene:AT1G07753	1	19117681	19118570	+	890	104	134	118	119	102	109	140	153
gene:AT1G07757	1	19129915	19130104	+	190	10	9	8	6	7	6	4	6
gene:AT1G51645	1	19149454	19152288	+	2835	85	109	118	104	122	84	90	136
gene:AT1G07763	1	19171732	19171968	-	237	0	0	0	0	0	0	0	0
gene:AT1G07767	1	19232479	19232748	+	270	0	0	0	0	0	0	0	0
gene:AT1G07773	1	19303125	19303441	-	317	0	0	0	0	0	0	0	0
gene:AT1G07777	1	19354522	19354861	+	340	0	0	0	0	0	0	0	0
gene:AT1G07783	1	19373687	19374402	-	716	0	2	0	0	0	0	0	0
gene:AT1G52170	1	19424555	19424628	+	74	0	0	0	0	0	0	0	0
gene:AT1G07787	1	19428079	19428380	-	302	0	0	0	0	0	0	0	0
gene:AT1G52185	1	19430078	19430277	-	200	0	0	0	0	0	2	0	0
gene:AT1G07793	1	19430505	19431010	+	506	0	0	0	0	0	0	0	0
gene:AT1G07803	1	19490000	19490348	+	349	72	88	126	112	72	72	73	96
gene:AT1G52347	1	19496461	19497720	+	1260	111	92	103	139	144	159	106	111
gene:AT1G52350	1	19498419	19498492	-	74	0	0	0	0	0	0	0	0
gene:AT1G07807	1	19563480	19563813	+	334	65	89	104	142	59	79	102	95
gene:AT1G07813	1	19569158	19569546	-	389	6	2	7	4	8	3	10	0
gene:AT1G07823	1	19587618	19588924	-	1307	11	9	12	20	32	12	15	7
gene:AT1G07827	1	19596399	19596476	+	78	0	0	0	0	0	1	0	0
gene:AT1G07833	1	19600227	19600467	-	241	0	0	0	0	0	0	0	1
gene:AT1G52615	1	19600531	19602345	-	1815	0	2	0	0	0	0	0	3
gene:AT1G07837	1	19612687	19612959	-	273	0	0	0	1	0	0	0	0
gene:AT1G52860	1	19685134	19685219	-	86	0	0	0	0	0	2	0	0
gene:AT1G07843	1	19699159	19699526	-	368	0	0	0	0	0	0	0	0
gene:AT1G07847	1	19708995	19709193	-	199	17	29	36	35	21	24	23	29
gene:AT1G07853	1	19787023	19787316	+	294	23	9	21	16	3	2	13	5
gene:AT1G07857	1	19796560	19796764	-	205	0	0	0	0	0	0	0	0
gene:AT1G07863	1	19796662	19796897	+	236	0	0	0	0	0	0	0	0
gene:AT1G07867	1	19806917	19807113	-	197	51	43	67	52	137	212	51	66
gene:AT1G07873	1	19820005	19820432	+	428	0	0	0	0	0	0	0	0
gene:AT1G53220	1	19847973	19848046	+	74	0	0	0	0	0	0	0	0
gene:AT1G53233	1	19850201	19852127	+	1927	1176	1549	1739	1760	1324	1628	1141	1962
gene:AT1G07877	1	19925023	19925616	-	594	77	90	79	72	62	49	94	79
gene:AT1G53410	1	19925839	19925910	-	72	14	8	15	13	11	15	11	18
gene:AT1G07883	1	19960486	19960538	-	53	4	2	4	9	5	4	3	9
gene:AT1G07887	1	19963067	19964105	+	1039	1	4	776	785	2	4	2	46
gene:AT1G07893	1	19967683	19969121	+	1439	448	554	688	682	899	771	408	663
gene:AT1G07897	1	19981416	19981565	+	150	37	32	43	36	82	55	26	23
gene:AT1G07903	1	19981637	19981752	+	116	14	21	29	24	32	37	18	11
gene:AT1G07907	1	19982614	19982926	-	313	0	0	0	0	0	0	0	0
gene:AT1G07913	1	20007960	20008159	+	200	0	0	0	0	1	0	2	2
gene:AT1G07917	1	20010405	20011084	-	680	0	0	6	0	4	6	0	0
gene:AT1G07923	1	20018634	20019086	-	453	0	0	0	0	0	0	0	0
gene:AT1G07927	1	20018743	20018942	+	200	0	0	0	0	0	0	0	0
gene:AT1G53683	1	20039463	20039616	-	154	0	0	0	0	0	0	0	0
gene:AT1G53687	1	20041518	20041734	+	217	0	0	2	0	0	0	0	0
gene:AT1G07933	1	20052416	20053149	-	734	8	2	6	4	6	4	8	7
gene:AT1G53801	1	20083211	20084173	-	963	571	629	755	719	487	461	524	583
gene:AT1G07937	1	20093470	20093717	+	248	2	10	14	3	6	14	2	15
gene:AT1G07943	1	20217732	20218221	+	490	10	28	11	11	36	57	16	31
gene:AT1G07947	1	20226800	20227155	-	356	0	0	0	0	0	0	0	0
gene:AT1G07957	1	20260311	20260398	+	88	1	0	0	0	3	2	1	0
gene:AT1G07963	1	20275815	20275999	+	185	26	21	29	31	59	61	34	42
gene:AT1G54355	1	20288533	20290355	-	1823	731	912	888	946	725	798	695	852
gene:AT1G07967	1	20295409	20295717	+	309	9	9	8	14	9	6	7	14
gene:AT1G07973	1	20321400	20321957	+	558	0	0	0	0	0	0	0	0
gene:AT1G07977	1	20412149	20412497	+	349	0	0	1	0	1	0	0	0
gene:AT1G54670	1	20412928	20413000	-	73	0	0	0	0	0	0	0	0
gene:AT1G07983	1	20415048	20415287	+	240	161	204	233	245	201	261	158	189
gene:AT1G07987	1	20420189	20420554	+	366	25	54	54	70	57	53	37	38
gene:AT1G07993	1	20440202	20440727	-	526	279	325	377	462	326	441	255	288
gene:AT1G07997	1	20443101	20443349	+	249	0	0	0	3	0	0	2	0
gene:AT1G08003	1	20452085	20452306	-	222	100	82	98	115	105	87	72	104
gene:AT1G08007	1	20484709	20485135	+	427	0	0	0	0	2	0	0	0
gene:AT1G08013	1	20493114	20493595	-	482	0	0	0	0	0	0	0	0
gene:AT1G08017	1	20495302	20495680	-	379	0	0	0	0	0	0	0	0
gene:AT1G08023	1	20495410	20495793	+	384	0	0	0	0	0	0	0	0
gene:AT1G08027	1	20496761	20497288	+	528	0	0	0	0	0	0	0	0
gene:AT1G08033	1	20582297	20582564	-	268	2	1	1	0	0	0	0	2
gene:AT1G08037	1	20588319	20589100	-	782	190	197	238	226	252	306	265	191
gene:AT1G08043	1	20617324	20618241	-	918	139	170	181	223	708	637	143	178
gene:AT1G08047	1	20619552	20619881	+	330	10	11	5	21	17	17	4	7
gene:AT1G08053	1	20622538	20622719	-	182	0	0	0	0	0	0	0	0
gene:AT1G55525	1	20728329	20728745	-	417	2	0	0	0	41	81	3	2
gene:AT1G08057	1	20745122	20745419	-	298	0	0	0	0	0	0	0	0
gene:AT1G55591	1	20772218	20772302	+	85	0	0	0	0	0	0	0	0
gene:AT1G55625	1	20791311	20791392	+	82	0	0	0	0	0	0	0	0
gene:AT1G08063	1	20798579	20798938	+	360	0	0	3	0	2	6	0	0
gene:AT1G08073	1	20884658	20885139	+	482	163	227	206	222	235	232	200	231
gene:AT1G08077	1	20926165	20926446	+	282	0	0	0	0	0	0	0	0
gene:AT1G08087	1	20948161	20948969	+	809	6	7	6	18	33	25	5	11
gene:AT1G56165	1	21022759	21024402	-	1644	22	23	15	3	17	6	9	12
gene:AT1G08093	1	21051658	21051893	-	236	0	0	0	0	0	0	0	0
gene:AT1G08097	1	21051658	21051960	+	303	0	0	0	0	0	0	0	0
gene:AT1G08103	1	21052299	21053178	-	880	4	1	0	0	1	2	1	0
gene:AT1G08107	1	21052348	21052422	-	75	0	0	0	0	0	0	0	0
gene:AT1G08113	1	21052483	21052567	-	85	0	0	0	0	0	0	0	0
gene:AT1G08117	1	21052627	21052715	-	89	0	0	0	0	0	0	0	0
gene:AT1G08123	1	21052867	21052953	-	87	0	0	0	0	0	0	0	0
gene:AT1G56242	1	21056401	21057815	+	1415	22	33	14	45	57	37	34	11
gene:AT1G08127	1	21060492	21060729	+	238	0	0	0	0	0	0	0	0
gene:AT1G56612	1	21213625	21215407	-	1783	201	213	264	247	247	231	215	234
gene:AT1G08133	1	21262039	21262657	+	619	0	0	0	0	0	0	0	0
gene:AT1G08137	1	21262310	21262657	-	348	0	0	0	0	0	0	0	0
gene:AT1G08143	1	21267220	21267467	+	248	0	0	0	0	0	0	0	0
gene:AT1G08147	1	21268098	21268414	-	317	2	0	0	0	0	0	0	0
gene:AT1G56730	1	21268787	21268868	+	82	0	0	0	0	0	0	0	0
gene:AT1G56740	1	21269122	21269206	+	85	0	0	0	0	0	0	0	0
gene:AT1G56750	1	21269552	21269636	+	85	0	0	0	0	0	0	0	0
gene:AT1G56760	1	21270296	21270377	+	82	0	0	0	0	0	0	0	0
gene:AT1G56770	1	21270631	21270715	+	85	0	0	0	0	0	0	0	0
gene:AT1G56780	1	21271061	21271145	+	85	0	0	0	0	0	0	0	0
gene:AT1G56790	1	21271805	21271886	+	82	0	0	0	0	0	0	0	0
gene:AT1G56800	1	21272140	21272224	+	85	0	0	0	0	0	0	0	0
gene:AT1G56810	1	21272570	21272654	+	85	0	0	0	0	0	0	0	0
gene:AT1G56820	1	21273314	21273395	+	82	0	0	0	0	0	0	0	0
gene:AT1G56830	1	21273649	21273733	+	85	1	0	0	0	0	0	0	0
gene:AT1G56840	1	21274079	21274163	+	85	0	0	0	0	0	0	0	0
gene:AT1G56850	1	21274823	21274904	+	82	0	0	0	0	0	0	0	0
gene:AT1G56860	1	21275158	21275242	+	85	0	0	0	0	0	0	0	0
gene:AT1G56870	1	21275609	21275693	+	85	0	0	0	0	0	0	0	0
gene:AT1G56880	1	21276352	21276433	+	82	0	0	0	0	0	0	0	0
gene:AT1G56890	1	21276687	21276771	+	85	0	0	0	0	0	0	0	0
gene:AT1G56900	1	21277117	21277201	+	85	0	0	0	0	0	0	0	0
gene:AT1G56910	1	21277861	21277942	+	82	0	0	0	0	0	0	0	0
gene:AT1G56920	1	21278196	21278280	+	85	0	0	0	0	0	0	0	0
gene:AT1G56930	1	21278647	21278731	+	85	0	0	0	0	0	0	0	0
gene:AT1G56940	1	21279390	21279471	+	82	0	0	0	0	0	0	0	0
gene:AT1G56950	1	21279720	21279804	+	85	0	0	0	0	0	0	0	0
gene:AT1G56960	1	21280178	21280262	+	85	0	0	0	0	0	0	0	0
gene:AT1G56970	1	21280922	21281003	+	82	0	0	0	0	0	0	0	0
gene:AT1G56980	1	21281252	21281336	+	85	0	0	0	0	0	0	0	0
gene:AT1G56990	1	21281710	21281794	+	85	0	0	0	0	0	0	0	0
gene:AT1G57000	1	21282454	21282535	+	82	0	0	0	0	0	0	0	0
gene:AT1G57010	1	21282784	21282868	+	85	0	0	0	0	0	0	0	0
gene:AT1G57020	1	21283242	21283326	+	85	0	0	0	0	0	0	0	0
gene:AT1G57030	1	21283986	21284067	+	82	0	0	0	0	0	0	0	0
gene:AT1G57040	1	21284316	21284400	+	85	0	0	0	0	0	0	0	0
gene:AT1G57050	1	21284774	21284858	+	85	0	0	0	0	0	0	0	0
gene:AT1G57060	1	21285519	21285600	+	82	0	0	0	0	0	0	0	0
gene:AT1G57070	1	21285849	21285933	+	85	0	0	0	0	0	0	0	0
gene:AT1G57080	1	21286306	21286390	+	85	0	0	0	0	0	0	0	0
gene:AT1G57090	1	21287050	21287131	+	82	0	0	0	0	0	0	0	0
gene:AT1G57100	1	21287380	21287464	+	85	0	0	0	0	0	0	0	0
gene:AT1G57110	1	21287837	21287921	+	85	0	0	0	0	0	0	0	0
gene:AT1G57120	1	21288581	21288662	+	82	0	0	0	0	0	0	0	0
gene:AT1G57130	1	21288910	21288994	+	85	0	0	0	0	0	0	0	0
gene:AT1G57140	1	21289368	21289452	+	85	0	0	0	0	0	0	0	0
gene:AT1G57150	1	21290112	21290193	+	82	0	0	0	0	0	0	0	0
gene:AT1G57160	1	21290445	21290529	+	85	0	0	0	0	0	0	0	0
gene:AT1G57170	1	21290903	21290987	+	85	0	0	0	0	0	0	0	0
gene:AT1G57180	1	21291461	21291542	+	82	0	0	0	0	0	0	0	0
gene:AT1G57190	1	21291791	21291875	+	85	0	0	0	0	0	0	0	0
gene:AT1G57200	1	21292248	21292332	+	85	0	0	0	0	0	0	0	0
gene:AT1G57210	1	21292992	21293073	+	82	0	0	0	0	0	0	0	0
gene:AT1G57220	1	21293325	21293409	+	85	0	0	0	0	0	0	0	0
gene:AT1G57230	1	21293783	21293867	+	85	0	0	0	0	0	0	0	0
gene:AT1G57240	1	21294341	21294422	+	82	0	0	0	0	0	0	0	0
gene:AT1G57250	1	21294671	21294755	+	85	0	0	0	0	0	0	0	0
gene:AT1G57260	1	21295128	21295212	+	85	0	0	0	0	0	0	0	0
gene:AT1G57270	1	21295872	21295953	+	82	0	0	0	0	0	0	0	0
gene:AT1G57280	1	21296205	21296289	+	85	0	0	0	0	0	0	0	0
gene:AT1G57290	1	21296663	21296747	+	85	0	0	0	0	0	0	0	0
gene:AT1G57300	1	21297221	21297302	+	82	0	0	0	0	0	0	0	0
gene:AT1G57310	1	21297551	21297635	+	85	0	0	0	0	0	0	0	0
gene:AT1G57320	1	21298009	21298093	+	85	0	0	0	0	0	0	0	0
gene:AT1G57330	1	21298753	21298834	+	82	0	0	0	0	0	0	0	0
gene:AT1G57340	1	21299086	21299170	+	85	0	0	0	0	0	0	0	0
gene:AT1G57350	1	21299544	21299628	+	85	0	0	0	0	0	0	2	0
gene:AT1G57360	1	21300102	21300183	+	82	0	0	0	0	0	0	0	0
gene:AT1G57370	1	21300432	21300516	+	85	0	0	0	0	0	0	0	0
gene:AT1G57380	1	21300890	21300974	+	85	0	0	0	0	0	0	0	0
gene:AT1G57390	1	21301634	21301715	+	82	0	0	0	0	0	0	0	0
gene:AT1G57400	1	21301967	21302051	+	85	0	0	0	0	0	0	0	0
gene:AT1G57410	1	21302425	21302509	+	85	0	0	0	0	0	0	0	0
gene:AT1G57420	1	21302983	21303064	+	82	0	0	0	0	0	0	0	0
gene:AT1G57430	1	21303317	21303401	+	85	0	0	0	0	0	0	0	0
gene:AT1G57440	1	21303777	21303861	+	85	0	0	0	0	0	0	0	0
gene:AT1G57450	1	21304520	21304603	+	84	0	0	0	0	0	0	0	0
gene:AT1G57460	1	21304856	21304935	+	80	0	0	0	0	0	0	0	0
gene:AT1G57470	1	21305311	21305395	+	85	0	0	0	0	0	0	0	0
gene:AT1G57480	1	21306055	21306136	+	82	0	0	0	0	0	0	0	0
gene:AT1G57490	1	21306389	21306473	+	85	0	0	0	0	0	0	0	0
gene:AT1G57500	1	21306849	21306933	+	85	0	0	0	0	0	0	0	0
gene:AT1G57510	1	21307592	21307675	+	84	0	0	0	0	0	0	0	0
gene:AT1G57520	1	21307928	21308012	+	85	0	0	0	0	0	0	0	0
gene:AT1G57530	1	21308387	21308471	+	85	0	0	0	0	0	0	0	0
gene:AT1G08153	1	21319146	21319482	+	337	0	0	0	2	0	0	0	0
gene:AT1G08157	1	21360151	21360251	+	101	0	0	0	0	0	0	0	0
gene:AT1G08163	1	21360151	21360251	-	101	0	0	0	0	0	0	0	0
gene:AT1G08173	1	21376426	21376913	-	488	3	7	0	6	2	3	0	0
gene:AT1G08177	1	21407277	21407477	-	201	0	0	0	0	0	0	0	0
gene:AT1G08183	1	21421707	21422012	-	306	0	0	1	0	1	0	0	0
gene:AT1G57835	1	21422460	21423346	+	887	0	0	0	0	0	0	0	0
gene:AT1G08193	1	21475232	21475619	-	388	0	0	0	0	0	0	0	0
gene:AT1G08207	1	21581194	21581676	+	483	0	0	0	0	0	0	0	1
gene:AT1G08213	1	21616454	21616960	+	507	0	1	2	1	3	2	5	4
gene:AT1G08217	1	21616594	21617073	-	480	0	0	0	0	0	0	0	0
gene:AT1G08223	1	21619121	21619579	-	459	0	0	0	0	0	0	0	0
gene:AT1G08227	1	21619121	21619648	+	528	0	0	0	0	0	0	0	0
gene:AT1G08237	1	21645642	21646022	+	381	0	0	0	0	0	0	1	0
gene:AT1G08247	1	21710980	21711281	+	302	0	0	0	0	0	0	0	0
gene:AT1G58590	1	21742944	21743891	-	948	79	67	103	113	165	232	57	114
gene:AT1G58808	1	21784645	21786869	+	2225	0	0	0	0	0	0	0	0
gene:AT1G08253	1	21859041	21859313	-	273	0	0	0	0	0	0	0	0
gene:AT1G59570	1	21883843	21883924	-	82	0	0	0	0	0	0	0	0
gene:AT1G08257	1	21901450	21901697	-	248	0	0	0	0	0	0	1	0
gene:AT1G08263	1	22007825	22008111	+	287	0	0	0	0	0	0	0	0
gene:AT1G08267	1	22026927	22027168	-	242	10	20	22	9	7	11	17	15
gene:AT1G08273	1	22029795	22030289	+	495	24	11	20	15	6	13	11	20
gene:AT1G59880	1	22040612	22040683	-	72	0	0	0	0	0	0	0	0
gene:AT1G08277	1	22075614	22075885	-	272	0	0	0	0	0	0	0	0
gene:AT1G08283	1	22076533	22077068	-	536	19	21	26	23	12	14	14	19
gene:AT1G08287	1	22084264	22084683	-	420	0	6	9	4	4	4	0	9
gene:AT1G08293	1	22087975	22088246	-	272	6	4	4	4	3	13	2	2
gene:AT1G60025	1	22107346	22107456	+	111	0	0	0	0	0	0	0	0
gene:AT1G08297	1	22128871	22129201	+	331	0	0	0	0	0	0	0	0
gene:AT1G60072	1	22149718	22149843	+	126	0	0	0	0	0	0	0	0
gene:AT1G60073	1	22149936	22150033	+	98	0	0	0	0	0	0	0	0
gene:AT1G08303	1	22150128	22150266	+	139	0	0	0	0	0	0	0	0
gene:AT1G08307	1	22173808	22174054	+	247	0	0	2	0	0	0	0	1
gene:AT1G08313	1	22244179	22244406	+	228	0	0	0	0	0	0	0	0
gene:AT1G08317	1	22263727	22264033	-	307	180	245	235	257	501	467	221	221
gene:AT1G08323	1	22278282	22278557	-	276	6	2	11	4	4	4	6	3
gene:AT1G60505	1	22294362	22297374	-	3013	202	206	202	230	186	179	162	229
gene:AT1G60525	1	22299435	22301441	-	2007	116	159	160	132	122	142	155	215
gene:AT1G60545	1	22302306	22305242	+	2937	118	166	150	145	204	190	125	188
gene:AT1G08327	1	22313324	22313411	-	88	0	0	0	0	0	0	1	0
gene:AT1G60580	1	22313414	22313484	-	71	0	0	0	0	0	1	1	0
gene:AT1G08333	1	22346819	22347046	-	228	3	2	4	5	3	5	7	6
gene:AT1G08337	1	22372462	22372578	+	117	0	0	0	0	0	0	0	0
gene:AT1G08343	1	22372670	22372790	+	121	0	0	0	0	0	0	0	0
gene:AT1G08347	1	22394549	22394634	-	86	0	0	0	0	0	0	0	0
gene:AT1G60820	1	22394637	22394707	-	71	0	0	0	0	0	2	0	0
gene:AT1G60840	1	22397592	22397662	-	71	0	0	0	0	0	0	0	0
gene:AT1G60910	1	22428167	22428237	+	71	0	0	0	0	0	0	0	0
gene:AT1G08353	1	22428241	22428327	+	87	0	0	0	0	0	0	0	0
gene:AT1G61020	1	22477773	22477846	-	74	0	0	2	0	0	0	0	0
gene:AT1G08357	1	22522489	22522725	-	237	0	0	0	0	0	0	0	0
gene:AT1G61224	1	22577067	22577265	+	199	0	2	1	0	1	1	0	0
gene:AT1G61226	1	22577375	22577733	+	359	0	2	4	0	0	0	0	0
gene:AT1G08363	1	22581099	22581302	-	204	0	0	0	0	0	0	0	0
gene:AT1G61275	1	22603121	22603295	+	175	19	5	8	6	14	13	16	7
gene:AT1G08367	1	22606786	22606960	+	175	0	0	0	0	0	0	0	0
gene:AT1G08377	1	22612258	22612474	+	217	0	0	0	0	0	0	0	0
gene:AT1G08383	1	22620085	22620307	+	223	0	0	0	2	0	1	0	0
gene:AT1G08387	1	22662953	22664539	+	1587	42	43	42	61	89	47	51	34
gene:AT1G08393	1	22728734	22729039	-	306	8	4	3	7	1	1	4	6
gene:AT1G08397	1	22740621	22740823	-	203	0	0	0	0	0	0	0	0
gene:AT1G08403	1	22741575	22741816	+	242	0	0	1	0	0	0	0	0
gene:AT1G08413	1	22741682	22741922	-	241	2	0	0	1	0	0	0	1
gene:AT1G08417	1	22743172	22743472	-	301	0	0	0	0	0	0	0	0
gene:AT1G08427	1	22771937	22772131	-	195	27	22	29	24	30	32	39	39
gene:AT1G61732	1	22795618	22795735	+	118	0	0	0	0	0	0	0	0
gene:AT1G08433	1	22833811	22834062	-	252	0	0	1	0	0	0	0	0
gene:AT1G08437	1	22834539	22834809	-	271	0	0	0	0	0	0	0	0
gene:AT1G61880	1	22866758	22866829	-	72	0	0	0	0	0	0	0	0
gene:AT1G08443	1	22867316	22867541	+	226	0	0	3	0	0	4	0	2
gene:AT1G61910	1	22887090	22887169	+	80	0	0	0	0	0	0	0	0
gene:AT1G08447	1	22914366	22915032	+	667	0	0	0	0	0	0	0	0
gene:AT1G08453	1	22918356	22918592	-	237	0	0	0	0	0	0	0	0
