# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-a" "DataBase/Arabidopsis_thaliana.TAIR10.54.gff3" "-t" "ncRNA" "-g" "ID" "-o" "AtAgo1_RNA-seq_featureCounts_ncRNA.txt" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam" 
Geneid	Chr	Start	End	Strand	Length	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam
transcript:AT4G03811.1	4	1756584	1757097	+	514	0	0	0	3	0	2	0	0
transcript:AT4G03935.1	4	1868783	1869715	-	933	0	0	0	0	0	0	0	0
transcript:AT4G03935.3	4	1868790	1869201	-	412	0	0	0	0	0	0	0	0
transcript:AT4G03935.2	4	1868876	1869705	-	830	0	0	0	0	0	0	0	0
transcript:AT4G04223.1	4	2036511	2037800	+	1290	0	0	3	0	0	5	2	0
transcript:AT4G04223.2	4	2036605	2037816	+	1212	0	0	0	0	0	0	1	0
transcript:AT4G04315.1	4	2095259	2096518	+	1260	0	0	0	0	0	0	0	0
transcript:AT4G06701.5	4	3939266	3940749	-	1484	0	0	0	0	0	0	0	0
transcript:AT4G06701.3	4	3939377	3940797	-	1421	0	0	0	0	0	0	0	0
transcript:AT4G06701.2	4	3939444	3940741	-	1298	0	0	0	0	0	0	0	0
transcript:AT4G06701.4	4	3939600	3940720	-	1121	0	0	0	0	0	0	0	0
transcript:AT4G06701.1	4	3939606	3940720	-	1115	0	0	0	0	0	0	0	0
transcript:AT4G08035.1	4	4866554	4868343	+	1790	3	2	4	3	8	6	0	4
transcript:AT4G08035.2	4	4866644	4868341	+	1698	0	0	0	0	0	0	0	0
transcript:AT4G05365.1	4	5156471	5156884	-	414	0	0	2	0	0	0	0	0
transcript:AT4G05690.1	4	5778891	5779084	+	194	192	224	262	325	166	194	200	218
transcript:AT4G10507.1	4	6494707	6495211	+	505	0	2	0	2	2	0	0	0
transcript:AT4G05905.1	4	7023836	7024034	+	199	0	0	0	0	2	0	0	0
transcript:AT4G05940.1	4	7216400	7216598	-	199	12	13	0	0	0	0	1	0
transcript:AT4G12917.1	4	7563157	7563847	-	691	181	236	223	255	133	153	212	191
transcript:AT4G13495.2	4	7842967	7846774	+	3808	68	79	119	158	52	62	62	127
transcript:AT4G13495.1	4	7843217	7846774	+	3558	0	0	0	0	0	0	0	0
transcript:AT4G14548.1	4	8347010	8347764	+	755	9	39	6	10	23	27	13	19
transcript:AT4G15242.1	4	8705787	8706997	-	1211	0	0	0	0	0	0	0	0
transcript:AT4G16355.1	4	9244066	9244654	+	589	1	2	3	4	0	0	3	4
transcript:AT4G16748.1	4	9417058	9420649	-	3592	0	0	0	0	0	0	0	0
transcript:AT4G16892.1	4	9506322	9508337	-	2016	7	42	35	26	10	9	28	24
transcript:AT4G06785.1	4	10171152	10171273	+	122	21	36	11	28	37	48	20	18
transcript:AT4G23205.1	4	12144243	12144958	-	716	5	4	2	6	3	4	1	9
transcript:AT4G26255.1	4	13293941	13296465	+	2525	13	19	43	35	47	59	13	34
transcript:AT4G07975.1	4	13951108	13951301	+	194	93	133	110	116	91	76	90	105
transcript:AT4G07975.2	4	13956692	13956888	+	197	299	445	383	400	273	270	300	386
transcript:AT4G08055.1	4	14354615	14354807	+	193	102	74	90	72	142	93	79	72
transcript:AT4G30872.1	4	15032978	15033256	-	279	0	0	0	0	0	0	0	0
transcript:AT4G30975.3	4	15074425	15077942	+	3518	0	0	1	1	0	0	0	0
transcript:AT4G30975.1	4	15075042	15077572	+	2531	0	0	0	0	0	0	0	0
transcript:AT4G30975.2	4	15075375	15078076	+	2702	0	0	0	0	0	0	0	0
transcript:AT4G31408.1	4	15241687	15242987	-	1301	0	0	0	0	0	0	0	0
transcript:AT4G31408.3	4	15241687	15242987	-	1301	0	0	0	0	0	0	0	0
transcript:AT4G31408.2	4	15241890	15242957	-	1068	0	0	0	0	0	0	0	0
transcript:AT4G09195.1	4	16880340	16880538	+	199	0	0	0	0	0	0	0	0
transcript:AT4G36648.1	4	17280528	17282730	-	2203	1453	1970	1686	1603	3444	2703	1780	2630
transcript:AT4G09365.1	4	17308153	17308349	-	197	8	7	5	17	10	11	9	11
transcript:AT4G09405.1	4	17393758	17393956	-	199	0	3	5	5	0	3	4	0
transcript:AT4G09535.1	4	17695416	17695609	-	194	15	17	13	11	24	21	12	19
transcript:AT4G39404.1	4	18329734	18330012	-	279	0	1	4	0	2	8	2	0
transcript:AT4G40065.1	4	18574503	18575585	-	1083	123	167	164	140	125	215	244	340
transcript:AT5G00885.1	5	660151	660443	-	293	0	0	0	0	0	0	0	0
transcript:AT5G03285.1	5	793514	793717	+	204	63	68	46	53	72	78	53	25
transcript:AT5G00925.1	5	850260	850444	+	185	37	38	28	52	63	46	30	38
transcript:AT5G06165.1	5	1867197	1868244	-	1048	10	12	22	18	31	38	30	8
transcript:AT5G01265.1	5	1959836	1960147	+	312	14	25	23	34	18	20	23	23
transcript:AT5G07322.1	5	2313119	2313563	-	445	106	124	122	84	65	56	115	77
transcript:AT5G10278.2	5	3226321	3232535	+	6215	2	0	0	0	0	0	0	0
transcript:AT5G10278.1	5	3226838	3232723	+	5886	7	4	9	9	8	3	6	9
transcript:AT5G02115.1	5	4471502	4471690	-	189	41	43	47	52	63	76	67	51
transcript:AT5G02135.1	5	4520185	4520428	-	244	0	0	0	0	0	0	0	0
transcript:AT5G02445.1	5	5149165	5149358	-	194	2	3	2	2	4	2	1	4
transcript:AT5G02535.1	5	5374812	5374999	-	188	1	6	0	3	6	3	0	2
transcript:AT5G02825.1	5	5952458	5952916	-	459	0	2	0	0	0	0	0	0
transcript:AT5G02975.1	5	6397787	6397985	-	199	0	0	0	0	0	0	0	0
transcript:AT5G03315.1	5	7241654	7241840	+	187	10	21	8	9	3	6	21	8
transcript:AT5G22788.1	5	7602913	7603499	-	587	13	10	30	7	5	12	6	9
transcript:AT5G23155.2	5	7792732	7794581	+	1850	0	0	0	0	0	0	0	0
transcript:AT5G23155.1	5	7792732	7794952	+	2221	2	0	0	0	0	0	0	0
transcript:AT5G23410.1	5	7885591	7886785	-	1195	127	152	127	105	180	159	130	146
transcript:AT5G24205.1	5	8210822	8213086	-	2265	19	2	2	20	114	93	11	11
transcript:AT5G24206.1	5	8213626	8214689	-	1064	1	3	2	0	32	26	7	1
transcript:AT5G24735.1	5	8468331	8469262	-	932	697	831	590	687	500	524	760	732
transcript:AT5G03965.1	5	8795299	8795485	+	187	202	238	114	154	264	267	279	204
transcript:AT5G04175.1	5	9053575	9053767	-	193	28	49	29	54	227	161	16	36
transcript:AT5G28262.1	5	10238550	10239773	+	1224	7	18	20	5	14	25	17	33
transcript:AT5G28824.1	5	10842660	10845756	-	3097	0	0	0	0	0	2	0	0
transcript:AT5G33399.1	5	12680935	12682120	-	1186	0	2	2	0	0	4	4	5
transcript:AT5G33439.1	5	12738898	12739212	-	315	0	0	0	0	0	0	0	0
transcript:AT5G34871.1	5	13085037	13086565	+	1529	1	4	1	3	8	2	5	7
transcript:AT5G05295.1	5	13908356	13908554	-	199	0	2	7	5	2	0	2	7
transcript:AT5G37485.1	5	14886193	14886979	-	787	6	6	16	0	0	1	9	22
transcript:AT5G38005.1	5	15155067	15156088	+	1022	11	43	36	39	13	12	29	25
transcript:AT5G05785.1	5	15515303	15515799	+	497	0	1	0	0	3	0	0	0
transcript:AT5G05865.1	5	15574935	15575123	+	189	0	0	1	1	52	32	0	1
transcript:AT5G40275.1	5	16098190	16100051	-	1862	0	0	0	0	0	2	0	0
transcript:AT5G40316.1	5	16119296	16120018	-	723	0	0	0	0	0	2	0	4
transcript:AT5G06095.1	5	16394060	16394258	-	199	0	0	0	0	0	0	0	0
transcript:AT5G43403.1	5	17430539	17431765	-	1227	81	76	73	114	139	126	95	112
transcript:AT5G43725.1	5	17559541	17560062	+	522	0	0	0	0	0	0	0	0
transcript:AT5G43725.2	5	17559545	17564223	+	4679	105	142	145	167	120	141	166	168
transcript:AT5G44569.1	5	17963286	17963990	+	705	21	12	20	24	49	43	22	50
transcript:AT5G45475.1	5	18425837	18427016	+	1180	309	350	285	336	422	447	318	315
transcript:AT5G06955.1	5	19140798	19140996	-	199	0	0	0	2	6	1	0	0
transcript:AT5G48412.1	5	19623516	19624232	-	717	756	845	788	840	671	537	765	827
transcript:AT5G49615.1	5	20134200	20134786	+	587	2	0	2	2	0	0	0	0
transcript:AT5G50190.1	5	20433507	20434543	-	1037	0	0	4	0	0	2	0	0
transcript:AT5G08125.1	5	21973835	21974129	+	295	0	0	0	0	0	0	0	0
transcript:AT5G08575.1	5	22880926	22881124	-	199	0	0	0	0	0	0	0	0
transcript:AT5G08615.1	5	22933439	22933634	-	196	38	39	47	45	74	87	22	47
transcript:AT5G57735.1	5	23394005	23394500	+	496	0	0	2	2	4	0	1	2
transcript:AT5G08875.1	5	23698830	23699026	-	197	15	21	21	31	27	27	13	19
transcript:AT5G09865.1	5	26855611	26855797	+	187	19	15	3	3	19	12	13	0
