# Program:featureCounts v2.0.3; Command:"featureCounts" "-p" "-a" "DataBase/Arabidopsis_thaliana.TAIR10.54.gff3" "-t" "miRNA" "-g" "ID" "-o" "AtAgo1_RNA-seq_featureCounts_miRNA.txt" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam" "AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam" 
Geneid	Chr	Start	End	Strand	Length	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_3_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/AGO1_4_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/Col_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_1_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/ago1_2_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_1_9_39bp._sorted_rmblack.bam	AtAgo1_RNA-seq/220809_RNAseq/Files/bam/deltaN_4_1_39bp._sorted_rmblack.bam
transcript:at5g41905	5	16775520	16775662	-	143	3	2	1	1	0	0	1	0
transcript:at5g43603	5	17516301	17516405	+	105	0	1	0	0	0	0	0	0
transcript:at5g06605	5	17985850	17985995	+	146	2	3	0	1	4	0	0	0
transcript:at5g45307	5	18358788	18358911	-	124	0	0	0	0	0	0	0	0
transcript:at5g46845	5	19009094	19009182	-	89	2	5	6	6	1	0	8	0
transcript:at5g07055	5	19499055	19499533	-	479	0	0	0	0	0	0	0	0
transcript:at5g07065	5	19566960	19567084	+	125	0	0	1	0	1	0	0	0
transcript:at5g07075	5	19567208	19567386	+	179	0	0	1	0	0	0	0	0
transcript:at5g07655	5	20554881	20555053	-	173	0	0	0	1	0	0	0	0
transcript:at5g50717	5	20632514	20632637	+	124	0	0	0	0	0	0	0	0
transcript:at5g07875	5	21161506	21161652	+	147	0	0	0	0	0	0	0	0
transcript:at5g52797	5	21395545	21395629	-	85	0	0	0	0	0	0	0	0
transcript:at5g07965	5	21641177	21641308	-	132	21	17	30	13	24	29	15	28
transcript:at5g08255	5	22251822	22251921	-	100	1	1	1	1	2	0	1	1
transcript:at5g55835	5	22597012	22597117	-	106	0	0	0	0	0	0	0	0
transcript:at5g08800	5	23431703	23431777	-	75	0	0	0	0	2	0	0	0
transcript:at5g58465	5	23636947	23637066	+	120	0	0	0	0	0	0	0	0
transcript:at5g59505	5	23988472	23988596	+	125	0	0	0	0	0	0	0	0
transcript:at5g08925	5	24002239	24002313	-	75	0	0	0	0	0	0	0	0
transcript:at5g60408	5	24293093	24293298	+	206	0	0	0	0	1	0	0	0
transcript:at5g62162	5	24962485	24962598	+	114	0	0	0	0	5	7	0	0
transcript:at5g62848	5	25230568	25230667	-	100	0	0	0	0	0	0	0	0
transcript:at5g63715	5	25504798	25504919	+	122	0	0	0	0	0	0	0	0
transcript:at5g66045	5	26411580	26411672	-	93	0	4	1	2	0	0	1	0
