ago1.1	ago1.2	deltaN.1	deltaN.2	baseMean	log2FC	lfcSE	stat	p.value	q.value	q.value_BH	ranking
transcript:AT3G25795.1	4	2	6	7	4.79787791452339	1.34576700266318	1.64290357583179	0.819139371573783	0.412706901056302	0.803121199405847	1	101
transcript:AT3G26612.1	110	137	105	99	110.850702687556	-0.0471948797068764	0.381303201199469	-0.123772576674979	0.901495345463871	0.963473150464512	1	221
transcript:AT3G05185.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT3G05215.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT3G27884.2	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT3G27884.3	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT3G27884.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT3G41761.1	62	90	120	75	87.7270311781358	0.608066854830883	0.464393703041309	1.30937790682488	0.190406371443612	0.500915223336272	1	68
transcript:AT3G44765.1	5	0	2	4	2.66433640564669	0.487485170850487	2.3443506611302	0.20794038150226	0.835275518365229	1	1	202
transcript:AT3G44798.1	147	166	201	223	183.864650854299	0.659908494921905	0.301761877762108	2.18685176476181	0.0287533471389471	0.140498623094649	0.309754274308086	34
transcript:AT3G45638.1	0	0	4	7	2.86705295573505	5.1015644948541	2.59223040386031	1.96802124041787	0.0490655938433509	1	0.462443221973582	40
transcript:AT3G45638.2	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT3G46614.1	4	2	2	0	1.93082495878835	-1.25804293356776	2.70369934514713	-0.465304300874216	0.64171355527145	1	1	143
transcript:AT3G07485.1	1	1	1	0	0.743694007425033	-0.697673386118349	4.10287113972323	-0.170045161634156	0.864974619959711	1	1	209
transcript:AT3G07635.1	0	2	2	2	1.53282134264564	1.20171318402825	2.97225418785437	0.404310367847695	0.685984502357392	1	1	163
transcript:AT3G48115.2	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT3G48115.1	62	81	46	66	62.0442213103988	-0.146013596961339	0.488445470131327	-0.298935307808424	0.764989406439476	0.963473150464512	1	186
transcript:AT3G08085.1	0	2	1	1	0.999384455612074	0.199191224264837	3.58993426310117	0.0554860366977208	0.955751253913903	1	1	229
transcript:AT3G08170.1	52	38	38	20	36.2531336070577	-0.368786836880788	0.658401832170553	-0.560124256740004	0.575394686171197	0.886418840858331	1	135
transcript:AT3G08170.2	532	410	261	338	371.522011623691	-0.433329394161995	0.239500182045587	-1.80930715985641	0.0704032972848587	0.267532529682463	0.577000936443298	46
transcript:AT3G52742.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT3G52748.1	19	30	16	5	17.0480681940921	-0.951031077153016	0.964797457272842	-0.985731326284027	0.324264972862151	0.739324138125705	1	86
transcript:AT3G53365.1	11	18	11	19	14.4557181531718	0.243090359153347	0.967695775819274	0.251205353198468	0.801655345988281	0.963473150464512	1	192
transcript:AT3G54366.1	353	374	514	481	431.519016380932	0.685224110915004	0.231830687783847	2.95570926120828	0.00311950998652881	0.021337448307857	0.0470422105968544	25
transcript:AT3G08410.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT3G55485.1	5	10	0	8	5.39381128967365	-0.792101180290779	1.75061037209024	-0.452471431061503	0.650929397893885	0.947865266349304	1	150
transcript:AT3G08705.1	34	36	43	42	38.6188352879403	0.509645640098712	0.597262265794402	0.853302927853389	0.393491336855232	0.803121199405847	1	97
transcript:AT3G08785.1	1023	1365	1779	2059	1562.25327245472	0.901298324078459	0.190422919170729	4.73313993926527	2.21072958145211e-06	3.7803475842831e-05	8.33445052207444e-05	10
transcript:AT3G57157.1	232	158	16	30	100.205625509217	-2.87374287392035	0.448694720872353	-6.40467279921015	1.50692197315054e-10	5.15367314817485e-09	1.13621916775551e-08	5
transcript:AT3G08895.1	132	154	115	146	134.067532301206	0.0823595189036644	0.343722753068675	0.239610320144297	0.810632363496839	0.963473150464512	1	195
transcript:AT3G08975.1	41	47	30	42	38.9765534537398	-0.0796394971361308	0.595120674995916	-0.133820753474373	0.893544315902764	0.963473150464512	1	215
transcript:AT3G59765.3	0	7	0	3	2.36412189762556	-1.12791921201237	2.74925683610772	-0.410263310869576	0.681612802775812	1	1	160
transcript:AT3G59765.2	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT3G59765.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT3G60176.1	1	0	3	0	1.08872372546906	1.92949373783083	3.84648092775878	0.501625712974765	0.615930828734736	1	1	140
transcript:AT3G60238.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT3G60972.1	7	6	4	7	5.81692496525455	-0.0372555618927237	1.468932543667	-0.0253623367889448	0.979765952325683	0.993777251389223	1	234
transcript:AT3G61118.1	18	2	1	1	4.99031695105659	-3.06938826867672	1.91502761219413	-1.60279060684665	0.10898089133509	0.365406518005891	0.775203698742057	53
transcript:AT3G61198.1	142	107	20	35	70.7474827172432	-1.97001335818913	0.484841003330563	-4.06321524923911	4.84013579435781e-05	0.000486860718138344	0.00107337129086641	17
transcript:AT4G03605.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G03675.1	23	24	19	26	22.5372424829386	0.149699967145037	0.767435603131217	0.195065184015761	0.84534191811232	0.963473150464512	1	203
transcript:AT4G03685.1	0	5	0	8	3.12035000838168	0.763509878318663	2.45825269112362	0.310590477974694	0.7561119669009	1	1	184
transcript:AT4G00975.1	34	28	15	17	22.5521175842872	-0.728697414183556	0.77272412892602	-0.943024019705901	0.345668617082899	0.748219411660453	1	90
transcript:AT4G00975.2	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G00975.3	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G01533.1	8	2	14	8	8.24120094759999	1.41266221438891	1.33105829272262	1.06130754912271	0.288550156105466	0.675918858822392	1	83
transcript:AT4G03955.1	12	9	25	25	18.0933078980721	1.48485933430011	0.8729775642387	1.70091351155744	0.0889592290568766	0.316917253515123	0.684441415396786	49
transcript:AT4G02005.6	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G02005.5	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G02005.3	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G02005.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G02005.4	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G02005.2	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G04325.1	13	13	16	17	14.6904246597631	0.569947904308997	0.942717080133974	0.60458001273086	0.545458090398282	0.858668669787456	1	128
transcript:AT4G03038.1	2	0	0	0	0.443436943938279	-2.18441929995851	4.89471728012237	-0.446280995396714	0.655394282405858	1	1	154
transcript:AT4G03811.1	0	2	0	0	0.465947568578507	-2.24936007108631	4.88992907635596	-0.45999850631015	0.645517292642634	1	1	147
transcript:AT4G03935.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G03935.3	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G03935.2	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G04223.1	0	5	2	0	1.74287242377955	-1.03089917944132	3.11497933822201	-0.330948962258526	0.740683037320821	1	1	179
transcript:AT4G04223.2	0	0	1	0	0.28900175116664	1.75613072305	4.98329859029134	0.352403270891967	0.724535849312667	1	1	174.5
transcript:AT4G04315.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G06701.5	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G06701.3	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G06701.2	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G06701.4	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G06701.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G08035.1	8	6	0	4	4.14933102495635	-1.66609101127583	1.9326793277948	-0.862062830245538	0.388652944033431	1	1	94.5
transcript:AT4G08035.2	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G05365.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G05690.1	166	194	200	218	193.08939035131	0.437873645651843	0.298101399119644	1.46887484240254	0.141866739391283	0.404320207265157	0.848948583341488	63
transcript:AT4G10507.1	2	0	0	0	0.443436943938279	-2.18441929995851	4.89471728012237	-0.446280995396714	0.655394282405858	1	1	154
transcript:AT4G05905.1	2	0	0	0	0.443436943938279	-2.18441929995851	4.89471728012237	-0.446280995396714	0.655394282405858	1	1	154
transcript:AT4G05940.1	0	0	1	0	0.28900175116664	1.75613072305	4.98329859029134	0.352403270891967	0.724535849312667	1	1	174.5
transcript:AT4G12917.1	133	153	212	191	173.089027966062	0.727766077474549	0.320631668840688	2.2697885087457	0.0232204181275501	0.124084109369096	0.273565551065199	32
transcript:AT4G13495.2	52	62	62	127	74.9351059957604	0.918586925850426	0.473289078340183	1.94085806727655	0.0522754954353589	0.223477742986159	0.480679555588544	41
transcript:AT4G13495.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G14548.1	23	27	13	19	19.791107377738	-0.436189624537225	0.822398978344527	-0.530386875498394	0.595843723799565	0.901675015661288	1	138
transcript:AT4G15242.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G16355.1	0	0	3	4	1.84474579696763	4.46412706124493	3.03510127234484	1.47083298403287	0.141336289910376	1	0.848948583341488	62
transcript:AT4G16748.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G16892.1	10	9	28	24	18.2724410717668	1.6916105229202	0.876949585337564	1.92897123301455	0.0537344335799978	0.22411190590682	0.482330510944266	42
transcript:AT4G06785.1	37	48	20	18	29.5661925776798	-0.932238415795813	0.691513511793284	-1.34811308802667	0.177622012508159	0.474583814670237	0.999455204710088	67
transcript:AT4G23205.1	3	4	1	9	4.08596852703342	0.65361167152599	1.82856267994363	0.357445593030554	0.720758249782457	1	1	172
transcript:AT4G26255.1	47	59	13	34	36.2340388402574	-0.992380055779063	0.660069839150044	-1.50344705502213	0.132723800197158	0.391306376443346	0.833947877905478	60
transcript:AT4G07975.1	91	76	90	105	89.5582354261999	0.447504985344831	0.404513933368717	1.10627829706159	0.268606082488159	0.646924508527819	1	80
transcript:AT4G07975.2	273	270	300	386	304.484552400299	0.553298758563978	0.246134605166147	2.24795192122818	0.0245792558498261	0.12736523485819	0.280799377435893	33
transcript:AT4G08055.1	142	93	79	72	93.5810530831017	-0.397715529468418	0.41856640325946	-0.950185027683369	0.342018244962586	0.748219411660453	1	89
transcript:AT4G30872.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G30975.3	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G30975.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G30975.2	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G31408.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G31408.3	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G31408.2	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G09195.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT4G36648.1	3444	2703	1780	2630	2550.61408080221	-0.267447039317229	0.17543214078264	-1.5245042221117	0.12738280296516	0.382148408895481	0.813954520641786	59
transcript:AT4G09365.1	10	11	9	11	10.0696986019091	0.146969099656776	1.12734414481399	0.130367554870324	0.896275634948689	0.963473150464512	1	216
transcript:AT4G09405.1	0	3	4	0	1.85492835753432	0.718002030685361	3.0175745156177	0.237940116132769	0.811927540693138	1	1	197
transcript:AT4G09535.1	24	21	12	19	18.325981392805	-0.329331525431093	0.851940672709021	-0.386566266855035	0.699077335220067	0.954214656452791	1	164
transcript:AT4G39404.1	2	8	2	0	2.88523072058559	-2.0334034058588	2.34600179689072	-0.866752706052389	0.386077520183334	1	1	93
transcript:AT4G40065.1	125	215	244	340	231.428546097747	0.983351514641569	0.323691290776329	3.03793009778897	0.00238209204174975	0.016972405797467	0.0374186958224857	24
transcript:AT5G00885.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT5G03285.1	72	78	53	25	55.5636563648449	-0.679761551198079	0.564209472818136	-1.20480350640477	0.228279166055846	0.582622946202233	1	74
transcript:AT5G00925.1	63	46	30	38	42.6436455093039	-0.458778667405555	0.573772892947849	-0.799582331344561	0.423952827755609	0.803121199405847	1	103
transcript:AT5G06165.1	31	38	30	8	26.3518100559696	-0.576864967336201	0.81806217201954	-0.705160300851098	0.480710483674257	0.857368241331446	1	111
transcript:AT5G01265.1	18	20	23	23	20.9194565830016	0.503196390635838	0.797721864282095	0.630791774885957	0.528176682114568	0.858668669787456	1	125
transcript:AT5G07322.1	65	56	115	77	79.5149394441092	0.919101971330149	0.461207164061763	1.9928180716791	0.0462813721421186	0.207723479908085	0.457963461551742	37
transcript:AT5G10278.2	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT5G10278.1	8	3	6	9	6.40659585842306	0.669090383960884	1.43069284009346	0.467668786206532	0.640021466039697	0.943479919765415	1	142
transcript:AT5G02115.1	63	76	67	51	63.5035805974172	0.00384454796902534	0.492945250125082	0.00779913787190323	0.993777251389223	0.993777251389223	1	238
transcript:AT5G02135.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT5G02445.1	4	2	1	4	2.61956375108941	-0.0847196275835869	2.17334046346747	-0.0389812958474165	0.968905301029819	1	1	231
transcript:AT5G02535.1	6	3	0	2	2.51810245641645	-2.01578959424408	2.43569774990187	-0.827602519370596	0.407895641010008	1	1	100
transcript:AT5G02825.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT5G02975.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT5G03315.1	3	6	21	8	10.0875159830778	1.95683643370404	1.23590698743322	1.58332014755259	0.113348513042783	0.372742225582999	0.791340544761653	54
transcript:AT5G22788.1	5	12	6	9	7.83820450111892	0.0155001267919029	1.30164665643607	0.0119080909671312	0.990498942615042	0.993777251389223	1	236
transcript:AT5G23155.2	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT5G23155.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT5G23410.1	180	159	130	146	150.209914144671	-0.0715837305021241	0.322767191159462	-0.221781310067412	0.82448412956252	0.963473150464512	1	199
transcript:AT5G24205.1	114	93	11	11	52.8102735007518	-3.00474038535474	0.581455025082082	-5.16762304174871	2.37089882544613e-07	4.50470776834765e-06	9.93143174659101e-06	9
transcript:AT5G24206.1	32	26	7	1	15.4197568885665	-2.57087170484664	1.08430280408906	-2.37099055277872	0.0177404845325344	0.0978588017762383	0.215747182863403	31
transcript:AT5G24735.1	500	524	760	732	631.505349293375	0.774230136965386	0.207007999323205	3.74009767495297	0.000183948760025399	0.00165553884022859	0.00364993065945135	19
transcript:AT5G03965.1	264	267	279	204	251.233933297429	0.10952942290808	0.299152127817627	0.366132855905518	0.714265941672264	0.954214656452791	1	171
transcript:AT5G04175.1	227	161	16	36	101.26256531744	-2.69754604118044	0.449547616113031	-6.0005791255318	1.96615010515566e-09	5.60352779969364e-08	1.23539764940614e-07	6
transcript:AT5G28262.1	14	25	17	33	21.9077924682408	0.545311655307524	0.812518732812804	0.671137332944616	0.502133046017711	0.857368241331446	1	114
transcript:AT5G28824.1	0	2	0	0	0.465947568578507	-2.24936007108631	4.88992907635596	-0.45999850631015	0.645517292642634	1	1	147
transcript:AT5G33399.1	0	4	4	5	3.31007782115821	1.35956392730461	2.13173341468858	0.637773897025123	0.523620873773744	1	1	124
transcript:AT5G33439.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT5G34871.1	8	2	5	7	5.39575005123331	0.492772910771538	1.56771623789872	0.314325321674299	0.753273968192805	0.963473150464512	1	183
transcript:AT5G05295.1	2	0	2	7	2.73248639734005	2.36226056064465	2.38428337366457	0.990763340774352	0.321801153762525	1	1	85
transcript:AT5G37485.1	0	1	9	22	8.2115625338614	5.1317634167991	1.90476931017055	2.69416531933708	0.00705651547714311	0.044691264688573	0.0985298642549242	27
transcript:AT5G38005.1	13	12	29	25	20.1699547275756	1.34939590687418	0.827132547512179	1.6314143494085	0.102802919112159	0.351585983363582	0.74532116356315	52
transcript:AT5G05785.1	3	0	0	0	0.665155415907419	-2.76833141451469	4.85839098737848	-0.569804163910745	0.568810531064044	1	1	130.5
transcript:AT5G05865.1	52	32	0	1	19.2289567755183	-6.16834779040432	1.6388772773876	-3.76376430103222	0.000167374649150521	0.00159005916692995	0.00350556904054146	18
transcript:AT5G40275.1	0	2	0	0	0.465947568578507	-2.24936007108631	4.88992907635596	-0.45999850631015	0.645517292642634	1	1	147
transcript:AT5G40316.1	0	2	0	4	1.44368811204622	1.08816177028895	3.34191365126723	0.325610378914586	0.744719158566663	1	1	181
transcript:AT5G06095.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT5G43403.1	139	126	95	112	115.005466002083	-0.13424709151651	0.360717348313236	-0.372166994862508	0.709768518192518	0.954214656452791	1	167
transcript:AT5G43725.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT5G43725.2	120	141	166	168	148.494913740387	0.582095100323972	0.3332742485758	1.74659489237909	0.0807076338193898	0.293638412406716	0.63389120728979	48
transcript:AT5G44569.1	49	43	22	50	39.4618731699382	-0.162879812105726	0.617030820884853	-0.263973543286134	0.79180030527525	0.963473150464512	1	190
transcript:AT5G45475.1	422	447	318	315	366.604101417347	-0.228233878411655	0.237764381189833	-0.959916187906341	0.337097398308802	0.748219411660453	1	87
transcript:AT5G06955.1	6	1	0	0	1.56328461610409	-4.00056821804865	3.28560899124594	-1.2176032597633	0.223374775088643	1	1	73
transcript:AT5G48412.1	671	537	765	827	697.11421385905	0.627281875403216	0.198544782021749	3.15939743676821	0.00158095734760677	0.0123270397911513	0.0271771579021288	21
transcript:AT5G49615.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT5G50190.1	0	2	0	0	0.465947568578507	-2.24936007108631	4.88992907635596	-0.45999850631015	0.645517292642634	1	1	147
transcript:AT5G08125.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT5G08575.1	0	0	0	0	0	NA	NA	NA	1	1	1	308
transcript:AT5G08615.1	74	87	22	47	54.5223760702931	-1.03192422001526	0.539975711839004	-1.91105673346088	0.0559972904975924	0.227988968454483	0.490952988781217	43
transcript:AT5G57735.1	4	0	1	2	1.66474591077705	-0.188676972605365	2.88520040383446	-0.0653947546779112	0.947859700302939	1	1	228
transcript:AT5G08875.1	27	27	13	19	20.6779812656146	-0.544638038672718	0.804110968807919	-0.677317011954376	0.498204839482282	0.857368241331446	1	113
transcript:AT5G09865.1	19	12	13	0	10.765359144051	-0.91854060023115	1.37041909495296	-0.670262552246969	0.502690434608937	0.857368241331446	1	115
