Geneid	WT_AGO1-1	WT_AGO1-2	ago1-1	ago1-2
gene:AT2G01960	2	0	4	2
gene:AT2G01970	1129	1400	1926	1936
gene:AT2G01980	327	422	656	579
gene:AT2G01990	140	184	223	163
gene:AT2G02000	6	4	7	7
gene:AT2G02010	24	65	522	384
gene:AT2G02020	58	75	66	56
gene:AT2G02023	0	0	0	0
gene:AT2G02026	0	0	0	0
gene:AT2G02030	0	0	0	0
gene:AT2G02040	805	953	1196	1073
gene:AT2G02050	593	682	1016	990
gene:AT2G02060	130	165	241	183
gene:AT2G02061	27	16	12	20
gene:AT2G02070	1298	1593	947	1072
gene:AT2G02080	465	544	344	281
gene:AT2G02090	583	776	851	604
gene:AT2G02100	2354	2252	4316	3990
gene:AT2G02103	0	0	0	0
gene:AT2G02120	307	328	783	741
gene:AT2G02130	1147	1250	1988	1947
gene:AT2G02140	0	0	0	0
gene:AT2G02147	0	0	0	0
gene:AT2G02148	98	167	172	195
gene:AT2G02150	68	80	58	73
gene:AT2G02160	2330	2718	2820	2630
gene:AT2G02170	306	377	443	414
gene:AT2G02180	593	574	666	650
gene:AT2G02220	531	658	1554	1276
gene:AT2G02230	252	206	471	341
gene:AT2G02240	3	6	14	26
gene:AT2G02250	10	8	0	0
gene:AT2G02280	0	0	2	2
gene:AT2G02290	0	0	0	0
gene:AT2G02300	2	0	2	0
gene:AT2G02310	0	4	2	2
gene:AT2G02320	0	0	6	2
gene:AT2G02340	10	0	14	12
gene:AT2G02350	14	33	62	43
gene:AT2G02360	246	281	470	340
gene:AT2G02370	154	258	301	224
gene:AT2G02380	7	2	3	2
gene:AT2G02390	855	935	2156	1913
gene:AT2G02400	185	195	361	285
gene:AT2G02410	249	320	220	212
gene:AT2G02440	0	2	0	0
gene:AT2G02450	218	247	160	142
gene:AT2G02455	0	0	0	0
gene:AT2G02470	367	378	290	340
gene:AT2G02480	292	338	374	363
gene:AT2G02490	0	0	0	0
gene:AT2G02493	0	0	0	0
gene:AT2G02497	1	1	2	0
gene:AT2G02498	0	0	0	0
gene:AT2G02500	287	325	195	250
gene:AT2G02510	364	429	715	861
gene:AT2G02515	0	0	0	0
gene:AT2G02520	0	0	1	0
gene:AT2G02525	0	0	0	0
gene:AT2G02540	58	25	50	22
gene:AT2G02550	0	0	0	0
gene:AT2G02560	962	1235	1742	1472
gene:AT2G02570	832	869	1073	982
gene:AT2G02580	2	1	4	0
gene:AT2G02590	75	99	110	87
gene:AT2G02610	20	25	18	10
gene:AT2G02620	2	4	2	4
gene:AT2G02630	25	44	30	32
gene:AT2G02635	0	0	0	0
gene:AT2G02640	12	15	6	8
gene:AT2G02650	0	2	1	1
gene:AT2G02660	0	0	0	0
gene:AT2G02680	70	92	85	93
gene:AT2G02690	8	10	5	6
gene:AT2G02695	0	0	0	1
gene:AT2G02700	50	33	6	2
gene:AT2G02710	2384	2664	1285	805
gene:AT2G02720	6	6	0	4
gene:AT2G02730	164	210	213	180
gene:AT2G02740	219	213	177	204
gene:AT2G02750	42	77	53	38
gene:AT2G02760	1643	1904	1818	1822
gene:AT2G02765	88	138	142	139
gene:AT2G02770	0	0	0	0
gene:AT2G02780	210	269	196	199
gene:AT2G02790	304	430	482	432
gene:AT2G02800	703	838	910	970
gene:AT2G02795	0	0	0	0
gene:AT2G02810	119	157	498	444
gene:AT2G02820	164	194	223	235
gene:AT2G02835	0	4	0	0
gene:AT2G02840	0	0	14	3
gene:AT2G02850	32	47	305	281
gene:AT2G02860	326	423	496	480
gene:AT2G02870	800	890	1317	1075
gene:AT2G02880	154	175	154	214
gene:AT2G02890	0	2	0	0
gene:AT2G02910	116	157	238	226
gene:AT2G02930	255	316	8570	6552
gene:AT2G02950	520	547	183	203
gene:AT2G02955	164	229	146	102
gene:AT2G02960	391	421	459	431
gene:AT2G02970	485	600	716	639
gene:AT2G02980	106	152	82	80
gene:AT2G02990	6	9	3146	2288
gene:AT2G03000	0	0	0	0
gene:AT2G03010	57	36	40	42
gene:AT2G03020	4	1	9	0
gene:AT2G03030	0	0	0	0
gene:AT2G03040	0	0	0	0
gene:AT2G03050	78	107	120	77
gene:AT2G03060	130	121	113	108
gene:AT2G03070	262	355	332	347
gene:AT2G03090	399	524	437	581
gene:AT2G03110	9	2	22	18
gene:AT2G03120	658	773	1472	1373
gene:AT2G03130	2	0	2	4
gene:AT2G03140	807	1125	1068	962
gene:AT2G03150	803	1211	1431	1321
gene:AT2G03160	0	0	0	0
gene:AT2G03170	0	0	0	0
gene:AT2G03180	0	0	0	0
gene:AT2G03190	0	0	0	0
gene:AT2G03200	112	148	66	53
gene:AT2G03210	4	0	2	0
gene:AT2G03220	315	319	574	589
gene:AT2G03240	630	865	754	636
gene:AT2G03230	0	0	0	0
gene:AT2G03250	0	0	0	1
gene:AT2G03260	29	31	57	42
gene:AT2G03270	210	313	243	192
gene:AT2G03280	51	84	182	148
gene:AT2G03290	0	0	6	4
gene:AT2G03300	0	0	0	0
gene:AT2G03310	616	679	291	380
gene:AT2G03320	0	0	0	0
gene:AT2G03330	183	257	182	202
gene:AT2G03340	905	1004	839	829
gene:AT2G03350	352	381	491	510
gene:AT2G03360	9	8	35	6
gene:AT2G03370	11	3	0	6
gene:AT2G03380	45	78	77	66
gene:AT2G03390	1267	1611	1151	1099
gene:AT2G03420	0	0	0	0
gene:AT2G03410	0	0	0	0
gene:AT2G03430	108	159	198	193
gene:AT2G03440	2090	2157	1785	1685
gene:AT2G03450	145	132	305	259
gene:AT2G03460	6	8	0	0
gene:AT2G03470	918	919	805	663
gene:AT2G03480	246	283	313	270
gene:AT2G03500	109	173	88	69
gene:AT2G03505	8	34	151	116
gene:AT2G03510	446	542	1585	1240
gene:AT2G03520	2	4	2	0
gene:AT2G03530	259	339	193	106
gene:AT2G03550	1045	1221	519	835
gene:AT2G03560	0	1	0	0
gene:AT2G03565	0	0	0	0
gene:AT2G03567	0	0	0	0
gene:AT2G03570	0	0	0	0
gene:AT2G03580	0	0	0	0
gene:AT2G03590	33	38	31	27
gene:AT2G03600	0	0	0	0
gene:AT2G03610	1	8	0	0
gene:AT2G03620	237	234	316	235
gene:AT2G03630	0	0	1	0
gene:AT2G03640	1280	1466	1064	978
gene:AT2G03667	129	147	243	156
gene:AT2G03670	76	112	88	102
gene:AT2G03680	602	736	1337	1300
gene:AT2G03690	223	231	336	304
gene:AT2G03710	224	266	122	88
gene:AT2G03720	14	41	2	2
gene:AT2G03730	474	639	290	298
gene:AT2G03740	0	0	0	0
gene:AT2G03750	603	707	618	653
gene:AT2G03760	2149	1865	1140	1072
gene:AT2G03770	7	4	6	2
gene:AT2G03780	218	198	206	229
gene:AT2G03800	218	213	362	321
gene:AT2G03810	236	270	322	315
gene:AT2G03820	1471	1792	1720	1724
gene:AT2G03821	0	2	3	0
gene:AT2G03823	0	0	0	0
gene:AT2G03822	0	0	2	0
gene:AT2G03830	4	6	20	17
gene:AT2G03840	0	0	0	0
gene:AT2G03850	2	4	5	8
gene:AT2G03870	213	236	296	278
gene:AT2G03880	38	26	20	16
gene:AT2G03890	2282	2405	2189	1840
gene:AT2G03913	0	0	0	0
gene:AT2G03930	0	0	0	0
gene:AT2G03932	0	0	0	0
gene:AT2G03931	0	0	0	0
gene:AT2G03933	0	0	0	0
gene:AT2G03936	0	0	0	0
gene:AT2G03937	0	0	0	0
gene:AT2G03955	0	0	0	0
gene:AT2G03965	0	0	1	0
gene:AT2G03980	226	326	466	504
gene:AT2G04020	0	0	0	2
gene:AT2G04025	31	12	39	42
gene:AT2G04030	5231	6509	5547	5996
gene:AT2G04032	16	30	0	2
gene:AT2G04034	0	0	0	0
gene:AT2G04031	0	0	0	0
gene:AT2G04037	0	0	0	0
gene:AT2G04041	0	0	0	0
gene:AT2G04045	0	0	0	0
gene:AT2G04046	0	0	0	0
gene:AT2G04038	3	2	0	0
gene:AT2G04137	0	1	1	0
gene:AT2G04039	376	452	361	333
gene:AT2G04040	248	397	622	421
gene:AT2G04050	915	712	129	102
gene:AT2G04060	3	0	4	8
gene:AT2G04062	0	0	0	3
gene:AT2G04063	0	0	0	0
gene:AT2G04066	4	15	58	46
gene:AT2G04070	26	18	35	29
gene:AT2G04080	107	91	305	301
gene:AT2G04090	46	68	54	38
gene:AT2G04100	74	61	125	111
gene:AT2G04115	0	0	0	0
gene:AT2G04160	1168	1304	6694	5011
gene:AT2G04170	202	271	119	146
gene:AT2G04190	12	11	6	10
gene:AT2G04220	0	0	0	0
gene:AT2G04230	295	389	396	360
gene:AT2G04235	106	188	165	137
gene:AT2G04240	363	406	335	337
gene:AT2G04270	648	677	434	460
gene:AT2G04280	922	965	986	924
gene:AT2G04300	0	0	0	2
gene:AT2G04305	284	306	407	429
gene:AT2G04340	242	264	251	339
gene:AT2G04350	902	960	1473	1410
gene:AT2G04360	564	594	561	719
gene:AT2G04378	133	160	89	81
gene:AT2G04380	0	0	0	0
gene:AT2G04390	1253	1492	1681	1828
gene:AT2G04395	3	6	3	5
gene:AT2G04400	523	636	3448	3315
gene:AT2G04410	900	941	1247	1382
gene:AT2G04420	0	8	3	4
gene:AT2G04425	0	0	0	0
gene:AT2G04430	58	69	104	120
gene:AT2G04440	0	0	0	1
gene:AT2G04450	9	20	63	47
gene:AT2G04480	4	12	14	12
gene:AT2G04495	2	2	403	305
gene:AT2G04500	4	9	14	22
gene:AT2G04515	0	2	90	86
gene:AT2G04520	1111	1196	1662	1735
gene:AT2G04530	255	338	247	275
gene:AT2G04540	147	203	266	244
gene:AT2G04550	305	374	381	332
gene:AT2G04560	29	52	36	54
gene:AT2G04570	284	297	129	150
gene:AT2G04620	142	172	251	246
gene:AT2G04621	0	0	0	0
gene:AT2G04622	0	0	0	0
gene:AT2G04630	342	443	524	506
gene:AT2G04650	79	132	291	225
gene:AT2G04660	163	156	255	244
gene:AT2G04675	0	0	0	0
gene:AT2G04680	23	22	30	16
gene:AT2G04690	438	439	368	351
gene:AT2G04700	1891	2315	1752	1898
gene:AT2G04740	248	297	335	285
gene:AT2G04750	0	0	0	0
gene:AT2G04780	619	721	413	544
gene:AT2G04790	221	286	140	174
gene:AT2G04795	78	76	138	96
gene:AT2G04800	72	76	144	166
gene:AT2G04810	0	0	0	0
gene:AT2G04830	0	0	0	0
gene:AT2G04840	7	6	0	0
gene:AT2G04842	2166	2524	1391	1521
gene:AT2G04845	65	58	61	116
gene:AT2G04850	161	160	132	147
gene:AT2G04860	46	75	67	69
gene:AT2G04865	481	500	471	450
gene:AT2G04870	0	0	0	0
gene:AT2G04880	613	748	1017	818
gene:AT2G04890	239	219	367	298
gene:AT2G04900	259	366	518	545
gene:AT2G04910	0	0	0	0
gene:AT2G04920	0	0	0	0
gene:AT2G04925	0	0	0	0
gene:AT2G04930	0	0	0	0
gene:AT2G04940	306	350	367	402
gene:AT2G05050	0	3	0	0
gene:AT2G05060	0	0	0	0
gene:AT2G05070	896	867	789	1043
gene:AT2G05100	1392	1318	768	1063
gene:AT2G05105	0	0	0	0
gene:AT2G05117	0	0	0	0
gene:AT2G05120	366	405	433	351
gene:AT2G05140	11	3	6	5
gene:AT2G05160	254	309	84	133
gene:AT2G05170	1019	1182	1491	1273
gene:AT2G05180	28	41	12	13
gene:AT2G05185	57	74	55	74
gene:AT2G05210	233	247	288	263
gene:AT2G05220	1671	1921	2198	2542
gene:AT2G05230	478	509	661	599
gene:AT2G05250	505	500	609	535
gene:AT2G05260	123	198	180	185
gene:AT2G05270	0	2	0	0
gene:AT2G05294	0	0	0	0
gene:AT2G05310	1358	1549	828	986
gene:AT2G05320	259	286	639	677
gene:AT2G05330	6	4	11	2
gene:AT2G05335	0	0	0	0
gene:AT2G05350	5	3	0	2
gene:AT2G05360	0	0	0	0
gene:AT2G05370	2	0	0	0
gene:AT2G05380	14056	15646	31573	25513
gene:AT2G05400	4	0	6	4
gene:AT2G05410	0	0	0	0
gene:AT2G05420	2	0	0	1
gene:AT2G05430	0	0	0	0
gene:AT2G05440	4491	5173	46648	33194
gene:AT2G05510	830	804	26104	18467
gene:AT2G05520	10004	11921	80912	76212
gene:AT2G05530	2	0	10	0
gene:AT2G05540	2946	2992	849	862
gene:AT2G05580	2	0	0	16
gene:AT2G05590	198	256	179	188
gene:AT2G05600	0	0	0	0
gene:AT2G05620	1310	1456	942	941
gene:AT2G05630	290	292	332	381
gene:AT2G05632	49	72	20	43
gene:AT2G05635	0	0	1	2
gene:AT2G05642	0	0	0	0
gene:AT2G05645	0	0	0	0
gene:AT2G05655	2	0	17	4
gene:AT2G05710	4777	5649	10749	9457
gene:AT2G05720	0	2	0	0
gene:AT2G05752	0	0	0	0
gene:AT2G05755	81	118	113	121
gene:AT2G05753	0	0	0	0
gene:AT2G05760	90	92	91	80
gene:AT2G05786	0	0	0	0
gene:AT2G05790	1302	1559	1102	1185
gene:AT2G05810	330	381	421	407
gene:AT2G05830	629	837	954	975
gene:AT2G05840	794	1043	1604	1564
gene:AT2G05850	0	0	0	2
gene:AT2G05900	0	0	2	0
gene:AT2G05910	30	24	96	64
gene:AT2G05915	0	0	1	0
gene:AT2G05920	2495	2781	3691	3460
gene:AT2G05940	369	441	1136	935
gene:AT2G05970	0	0	0	0
gene:AT2G05990	1379	1528	1403	1665
gene:AT2G06000	290	313	389	404
gene:AT2G06005	32	53	82	66
gene:AT2G06010	273	319	215	214
gene:AT2G06020	0	0	0	0
gene:AT2G06025	576	740	508	616
gene:AT2G06040	205	252	230	191
gene:AT2G06050	1380	2489	1661	1518
gene:AT2G06090	0	0	0	0
gene:AT2G06095	0	0	0	0
gene:AT2G06105	0	0	0	2
gene:AT2G06166	0	0	0	0
gene:AT2G06200	17	6	2	13
gene:AT2G06210	743	824	789	699
gene:AT2G06255	24	49	75	67
gene:AT2G06265	0	0	0	0
gene:AT2G06420	0	0	0	0
gene:AT2G06425	0	0	0	0
gene:AT2G06500	0	0	0	0
gene:AT2G06510	269	300	351	365
gene:AT2G06520	12199	14027	8859	12445
gene:AT2G06530	934	1111	1302	1167
gene:AT2G06541	0	0	0	0
gene:AT2G06555	0	0	0	0
gene:AT2G06565	0	0	0	0
gene:AT2G06570	0	0	0	0
gene:AT2G06645	0	0	0	0
gene:AT2G06667	0	0	0	0
gene:AT2G06675	0	0	0	0
gene:AT2G06845	0	0	0	2
gene:AT2G06850	4257	5145	1616	2217
gene:AT2G06904	0	0	0	0
gene:AT2G06906	0	0	0	0
gene:AT2G06908	0	0	0	0
gene:AT2G06925	341	456	358	508
gene:AT2G06960	0	0	0	0
gene:AT2G06983	0	0	0	0
gene:AT2G06990	803	892	1024	934
gene:AT2G07000	0	0	0	0
gene:AT2G07020	0	0	0	0
gene:AT2G07040	0	0	0	1
gene:AT2G07050	1154	1501	1671	1629
gene:AT2G07110	0	0	0	0
gene:AT2G07120	0	0	0	0
gene:AT2G07140	18	14	4	12
gene:AT2G07170	133	149	166	181
gene:AT2G07180	662	959	1106	1090
gene:AT2G07190	0	0	0	0
gene:AT2G07200	0	0	0	0
gene:AT2G07215	8	0	0	1
gene:AT2G07240	0	0	0	1
gene:AT2G07280	0	0	0	0
gene:AT2G07290	0	0	0	0
gene:AT2G07310	0	0	0	0
gene:AT2G07340	196	190	245	242
gene:AT2G07360	1462	1723	2265	1948
gene:AT2G07440	0	1	0	0
gene:AT2G07505	0	0	0	0
gene:AT2G07560	3	0	0	1
gene:AT2G07565	3	4	0	0
gene:AT2G07640	15	15	29	46
gene:AT2G07771	7	10	13	10
gene:AT2G07773	10	8	24	38
gene:AT2G07655	15	9	18	24
gene:AT2G07776	0	4	18	16
gene:AT2G07749	4	8	14	12
gene:AT2G07777	43	40	74	53
gene:AT2G07671	70	58	75	50
gene:AT2G07779	12	15	21	14
gene:AT2G07672	4	4	13	8
gene:AT2G07613	0	1	3	0
gene:AT2G07684	2	2	6	2
gene:AT2G07617	1	1	5	5
gene:AT2G07621	2	4	3	4
gene:AT2G07673	2	2	5	2
gene:AT2G07674	11	31	34	29
gene:AT2G07751	33	23	57	61
gene:AT2G07675	92	83	211	175
gene:AT2G07676	2	2	4	8
gene:AT2G07768	2	6	4	3
gene:AT2G07623	10	7	67	30
gene:AT2G07678	9	8	30	27
gene:AT2G07669	0	7	6	2
gene:AT2G07625	0	0	19	2
gene:AT2G07681	18	11	38	38
gene:AT2G07626	2	0	2	0
gene:AT2G07627	6	6	6	7
gene:AT2G07772	1	3	5	1
gene:AT2G07628	0	0	0	0
gene:AT2G07774	52	36	52	42
gene:AT2G07687	6	6	27	16
gene:AT2G07629	24	23	36	29
gene:AT2G07631	0	3	0	2
gene:AT2G07632	0	1	2	0
gene:AT2G07633	1	2	12	10
gene:AT2G07689	2	6	10	12
gene:AT2G07634	2	2	3	6
gene:AT2G07691	1	1	1	3
gene:AT2G07636	0	0	0	0
gene:AT2G07692	3	4	0	4
gene:AT2G07637	0	9	6	12
gene:AT2G07695	4	16	34	21
gene:AT2G07785	5	6	16	13
gene:AT2G07599	10	11	42	27
gene:AT2G07696	12	7	22	18
gene:AT2G07798	25	15	37	27
gene:AT2G07698	194	145	274	166
gene:AT2G07667	17	8	40	18
gene:AT2G07701	0	0	1	2
gene:AT2G07702	0	0	2	0
gene:AT2G07638	26	15	36	15
gene:AT2G07705	2	1	2	5
gene:AT2G07706	34	26	52	41
gene:AT2G07707	39	21	30	18
gene:AT2G07708	25	27	79	78
gene:AT2G07641	11	34	61	38
gene:AT2G07642	1	2	9	4
gene:AT2G07643	0	8	6	15
gene:AT2G07644	5	0	4	10
gene:AT2G07713	0	0	0	2
gene:AT2G07714	0	0	0	2
gene:AT2G07646	2	0	0	3
gene:AT2G07715	37	47	116	86
gene:AT2G07718	82	80	179	143
gene:AT2G07648	2	0	2	1
gene:AT2G07719	14	14	34	18
gene:AT2G07721	4	4	5	2
gene:AT2G07722	2	4	24	3
gene:AT2G07652	4	4	14	8
gene:AT2G07815	38	22	68	42
gene:AT2G07724	4	2	9	2
gene:AT2G07725	37	24	65	60
gene:AT2G07727	28	10	78	44
gene:AT2G07728	6	4	26	3
gene:AT2G07654	0	1	2	1
gene:AT2G07820	0	0	1	0
gene:AT2G07656	0	0	8	6
gene:AT2G07732	24	7	16	18
gene:AT2G07734	8	10	45	20
gene:AT2G07825	0	0	2	2
gene:AT2G07827	10	9	11	19
gene:AT2G07830	0	0	0	0
gene:AT2G07787	4	4	9	2
gene:AT2G07658	1	1	5	2
gene:AT2G07659	8	4	12	9
gene:AT2G07775	4	5	6	10
gene:AT2G07661	0	1	5	0
gene:AT2G07806	18	18	18	26
gene:AT2G07738	2	0	4	9
gene:AT2G07795	1	3	6	8
gene:AT2G07739	54	57	101	110
gene:AT2G07662	100	102	258	263
gene:AT2G07665	6	10	7	12
gene:AT2G07835	3	6	4	10
gene:AT2G07741	9	4	26	29
gene:AT2G07680	168	284	259	263
gene:AT2G07690	168	225	424	387
gene:AT2G07750	6	5	6	3
gene:AT2G07760	0	0	0	0
gene:AT2G07800	0	0	0	0
gene:AT2G07810	0	0	0	0
gene:AT2G07981	5	8	5	9
gene:AT2G08986	15	32	36	50
gene:AT2G09388	0	0	1	2
gene:AT2G09838	0	0	0	0
gene:AT2G09840	0	0	0	0
gene:AT2G09970	0	2	6	4
gene:AT2G09990	1495	1459	1385	1516
gene:AT2G10020	0	0	0	0
gene:AT2G10025	0	0	0	0
gene:AT2G10260	0	0	0	0
gene:AT2G10440	0	2	4	2
gene:AT2G10450	0	0	0	0
gene:AT2G10455	0	0	0	0
gene:AT2G10535	0	0	0	0
gene:AT2G10545	0	0	2	1
gene:AT2G10550	0	0	0	0
gene:AT2G10553	14	3	20	28
gene:AT2G10556	0	0	0	0
gene:AT2G10557	0	1	0	0
gene:AT2G10560	0	2	3	1
gene:AT2G10602	0	0	0	0
gene:AT2G10608	0	0	2	2
gene:AT2G10615	0	0	0	0
gene:AT2G10625	0	0	0	0
gene:AT2G10920	4	0	0	0
gene:AT2G10930	10	5	4	2
gene:AT2G10931	84	59	143	104
gene:AT2G10940	13519	15436	1957	3336
gene:AT2G10950	339	342	394	434
gene:AT2G10955	0	0	0	0
gene:AT2G10965	0	0	0	0
gene:AT2G10970	0	0	0	0
gene:AT2G10975	0	0	4	0
gene:AT2G11000	370	457	443	454
gene:AT2G11005	2	0	0	0
gene:AT2G11010	0	0	2	0
gene:AT2G11015	0	0	0	0
gene:AT2G11025	0	0	0	0
gene:AT2G11035	65	59	159	103
gene:AT2G11045	0	0	0	0
gene:AT2G11200	0	0	0	0
gene:AT2G11205	0	2	1	0
gene:AT2G11215	40	50	40	31
gene:AT2G11225	2253	2908	3355	2755
gene:AT2G11270	0	1	0	1
gene:AT2G11271	0	0	0	0
gene:AT2G11405	0	0	0	0
gene:AT2G11462	0	0	0	0
gene:AT2G11520	532	703	1019	868
gene:AT2G11522	0	0	0	0
gene:AT2G11570	0	0	0	0
gene:AT2G11620	2	8	11	14
gene:AT2G11623	0	0	0	0
gene:AT2G11626	0	0	0	0
gene:AT2G11773	0	0	0	0
gene:AT2G11778	0	0	0	0
gene:AT2G11810	79	153	1305	765
gene:AT2G11815	0	4	2	0
gene:AT2G11851	0	4	0	0
gene:AT2G11890	810	1015	966	1033
gene:AT2G11891	9	11	13	9
gene:AT2G11910	1569	1617	1536	1435
gene:AT2G12170	23	38	16	18
gene:AT2G12190	156	133	214	264
gene:AT2G12200	4	6	3	3
gene:AT2G12205	0	0	0	0
gene:AT2G12280	52	38	76	85
gene:AT2G12290	3	7	5	2
gene:AT2G12400	346	515	448	427
gene:AT2G12405	0	2	0	1
gene:AT2G12461	13	27	11	21
gene:AT2G12462	92	93	98	103
gene:AT2G12465	0	0	2	0
gene:AT2G12475	0	0	0	0
gene:AT2G12480	0	2	2	0
gene:AT2G12550	154	174	277	276
gene:AT2G12646	57	63	80	101
gene:AT2G12875	0	0	0	0
gene:AT2G12880	0	0	0	0
gene:AT2G12900	0	0	0	0
gene:AT2G12905	0	0	0	0
gene:AT2G12935	0	0	0	0
gene:AT2G12940	0	0	0	0
gene:AT2G12945	0	0	0	0
gene:AT2G13100	369	439	662	609
gene:AT2G13105	0	0	0	0
gene:AT2G13125	0	0	0	0
gene:AT2G13126	0	0	0	0
gene:AT2G13150	0	0	0	3
gene:AT2G13275	4	12	6	2
gene:AT2G13290	239	325	687	716
gene:AT2G13295	0	0	0	0
gene:AT2G13350	0	0	0	0
gene:AT2G13360	31210	31734	15691	17109
gene:AT2G13370	1189	1537	1556	1248
gene:AT2G13422	1	2	0	1
gene:AT2G13430	0	0	4	0
gene:AT2G13440	581	683	569	547
gene:AT2G13450	0	3	1	3
gene:AT2G13463	0	0	0	0
gene:AT2G13500	0	0	0	0
gene:AT2G13510	0	0	0	0
gene:AT2G13540	742	880	882	789
gene:AT2G13542	0	0	0	0
gene:AT2G13547	0	0	6	4
gene:AT2G13550	38	48	49	25
gene:AT2G13555	0	0	0	0
gene:AT2G13560	1888	2106	3749	3518
gene:AT2G13570	4	10	10	6
gene:AT2G13600	57	65	92	86
gene:AT2G13610	423	502	359	433
gene:AT2G13620	0	0	0	0
gene:AT2G13630	0	0	0	0
gene:AT2G13640	8	2	2	0
gene:AT2G13650	204	207	427	407
gene:AT2G13660	106	144	148	141
gene:AT2G13680	11	12	5	2
gene:AT2G13690	259	261	236	252
gene:AT2G13720	0	0	0	0
gene:AT2G13760	0	0	1	0
gene:AT2G13770	0	0	0	0
gene:AT2G13790	570	799	1410	1101
gene:AT2G13800	249	324	551	509
gene:AT2G13810	4	5	29	32
gene:AT2G13820	149	131	349	309
gene:AT2G13840	152	184	190	221
gene:AT2G13845	0	0	0	2
gene:AT2G13895	0	0	0	0
gene:AT2G13900	0	0	18	2
gene:AT2G13905	0	0	0	0
gene:AT2G13950	0	0	0	0
gene:AT2G13960	17	14	12	8
gene:AT2G13965	74	75	66	76
gene:AT2G13980	0	0	1	1
gene:AT2G13985	0	2	0	0
gene:AT2G14000	0	0	0	0
gene:AT2G14045	236	341	346	296
gene:AT2G14050	70	89	91	94
gene:AT2G14060	2	12	0	0
gene:AT2G14070	0	6	0	8
gene:AT2G14080	838	1006	1025	873
gene:AT2G14095	19	18	26	23
gene:AT2G14100	83	106	41	38
gene:AT2G14110	93	79	210	181
gene:AT2G14120	840	1045	1381	1208
gene:AT2G14160	18	8	0	0
gene:AT2G14170	1112	1286	1077	1104
gene:AT2G14210	11	9	22	17
gene:AT2G14247	46	134	0	8
gene:AT2G14255	386	455	652	629
gene:AT2G14260	631	718	584	645
gene:AT2G14265	0	0	0	2
gene:AT2G14270	0	1	1	0
gene:AT2G14282	0	0	0	0
gene:AT2G14285	139	166	147	129
gene:AT2G14288	0	0	0	0
gene:AT2G14289	0	0	0	0
gene:AT2G14290	0	2	2	1
gene:AT2G14365	0	0	0	0
gene:AT2G14378	0	0	0	0
gene:AT2G14390	0	0	0	1
gene:AT2G14395	0	0	0	0
gene:AT2G14440	4	0	0	0
gene:AT2G14460	177	171	258	255
gene:AT2G14500	0	0	0	0
gene:AT2G14510	19	7	30	32
gene:AT2G14520	85	101	157	174
gene:AT2G14530	210	244	255	228
gene:AT2G14540	0	0	0	0
gene:AT2G14560	24	11	12170	9758
gene:AT2G14580	42	29	0	0
gene:AT2G14610	2	4	45336	18757
gene:AT2G14620	18	18	259	128
gene:AT2G14635	0	0	0	0
gene:AT2G14660	146	99	84	86
gene:AT2G14670	0	1	2	0
gene:AT2G14680	232	315	653	563
gene:AT2G14690	0	0	2	0
gene:AT2G14692	0	0	0	0
gene:AT2G14695	0	0	0	3
gene:AT2G14700	0	0	0	0
gene:AT2G14710	0	0	0	0
gene:AT2G14720	1099	1336	1855	1610
gene:AT2G14740	588	749	586	591
gene:AT2G14750	1041	1402	1555	1793
gene:AT2G14755	2	6	0	0
gene:AT2G14760	0	3	0	0
gene:AT2G14765	0	0	0	0
gene:AT2G14775	26	45	34	39
gene:AT2G14800	38	13	22	17
gene:AT2G14810	0	0	0	0
gene:AT2G14820	51	67	16	26
gene:AT2G14825	48	45	65	67
gene:AT2G14830	6	0	0	0
gene:AT2G14835	499	583	689	623
gene:AT2G14846	0	0	0	0
gene:AT2G14850	164	189	163	133
gene:AT2G14860	76	80	61	76
gene:AT2G14870	0	0	0	0
gene:AT2G14880	838	933	516	675
gene:AT2G14890	1323	1592	1605	1914
gene:AT2G14900	78	76	565	567
gene:AT2G14910	2288	2679	1499	1656
gene:AT2G14920	6	10	0	0
gene:AT2G14935	0	0	0	0
gene:AT2G14945	0	0	0	0
gene:AT2G14960	30	14	16	13
gene:AT2G15000	134	134	139	177
gene:AT2G15010	0	0	10	0
gene:AT2G15020	8	16	0	4
gene:AT2G15025	0	0	0	0
gene:AT2G15029	0	0	0	0
gene:AT2G15042	73	102	328	204
gene:AT2G15050	270	450	347	396
gene:AT2G15080	271	451	1002	857
gene:AT2G15090	1970	2369	351	391
gene:AT2G15110	0	0	0	0
gene:AT2G15130	2	4	2	4
gene:AT2G15170	0	0	0	0
gene:AT2G15180	0	0	0	0
gene:AT2G15185	0	0	0	0
gene:AT2G15220	62	69	233	184
gene:AT2G15230	244	273	408	341
gene:AT2G15240	325	432	502	504
gene:AT2G15260	0	0	0	2
gene:AT2G15270	177	261	221	160
gene:AT2G15280	201	244	257	244
gene:AT2G15290	927	1156	1126	1301
gene:AT2G15300	128	163	84	122
gene:AT2G15310	52	40	104	118
gene:AT2G15318	2	4	0	0
gene:AT2G15320	271	317	596	573
gene:AT2G15325	0	0	0	0
gene:AT2G15327	0	0	0	0
gene:AT2G15340	0	0	12	4
gene:AT2G15345	0	0	0	0
gene:AT2G15350	10	2	0	0
gene:AT2G15360	0	0	2	4
gene:AT2G15370	30	64	7	15
gene:AT2G15390	171	252	1948	1359
gene:AT2G15400	43	50	61	61
gene:AT2G15420	0	0	4	0
