Geneid	ago1-1	ago1-2	deltaN-1	deltaN-2
gene:AT1G45234	2	1	1	2
gene:AT1G45238	1	1	1	0
gene:AT1G45240	4	0	0	2
gene:AT1G07313	1	4	7	3
gene:AT1G45242	0	0	0	0
gene:AT1G45244	0	0	0	0
gene:AT1G45246	0	0	0	0
gene:AT1G46554	144	126	127	133
gene:AT1G07317	0	0	0	0
gene:AT1G07323	145	141	205	210
gene:AT1G07327	0	0	0	0
gene:AT1G07333	0	0	0	0
gene:AT1G07337	0	0	0	0
gene:AT1G07343	0	0	0	0
gene:AT1G07347	0	0	0	0
gene:AT1G07353	0	0	0	0
gene:AT1G07357	0	0	0	0
gene:AT1G07367	0	0	0	0
gene:AT1G07373	4	3	2	2
gene:AT1G07383	0	0	0	0
gene:AT1G07393	0	0	0	0
gene:AT1G07397	0	0	0	2
gene:AT1G07407	2	5	5	4
gene:AT1G07413	0	1	0	0
gene:AT1G07417	0	0	0	0
gene:AT1G07423	1	0	0	1
gene:AT1G07433	0	0	0	0
gene:AT1G07437	0	0	0	0
gene:AT1G07447	0	0	0	0
gene:AT1G07453	0	0	0	0
gene:AT1G07457	2	0	0	0
gene:AT1G07463	0	0	0	0
gene:AT1G48080	0	0	0	0
gene:AT1G07467	0	0	0	0
gene:AT1G07477	28	34	13	21
gene:AT1G48267	0	0	0	0
gene:AT1G07483	2	0	0	0
gene:AT1G48315	767	722	277	162
gene:AT1G07487	0	0	0	0
gene:AT1G07493	0	0	0	0
gene:AT1G07497	0	0	0	0
gene:AT1G48698	2	2	7	14
gene:AT1G48742	0	0	1	0
gene:AT1G07503	0	0	0	0
gene:AT1G07507	0	0	0	0
gene:AT1G07513	31	33	18	26
gene:AT1G07517	20	12	18	31
gene:AT1G07523	0	0	0	0
gene:AT1G07527	0	1	0	0
gene:AT1G49020	0	0	0	0
gene:AT1G07533	0	2	0	0
gene:AT1G07537	0	0	0	0
gene:AT1G49280	0	0	0	0
gene:AT1G07543	2	5	5	1
gene:AT1G07547	35	41	16	32
gene:AT1G07553	0	0	0	0
gene:AT1G07557	0	0	0	0
gene:AT1G49460	0	0	0	0
gene:AT1G07563	7	12	25	16
gene:AT1G07567	53	56	55	53
gene:AT1G07573	0	0	0	0
gene:AT1G49690	0	0	0	0
gene:AT1G07583	0	0	0	0
gene:AT1G07587	39	34	14	26
gene:AT1G07593	0	1	0	0
gene:AT1G07597	0	0	0	0
gene:AT1G49832	23	16	16	21
gene:AT1G49938	0	6	2	8
gene:AT1G49952	6	2	2	10
gene:AT1G07603	189	236	250	252
gene:AT1G07607	379	437	366	375
gene:AT1G50055	89	125	79	96
gene:AT1G07613	0	0	0	0
gene:AT1G50070	0	0	0	0
gene:AT1G50100	0	0	0	0
gene:AT1G07617	0	0	0	0
gene:AT1G07623	0	0	0	0
gene:AT1G07627	0	0	0	0
gene:AT1G07633	0	0	0	1
gene:AT1G07637	19	14	14	19
gene:AT1G07647	14	14	20	38
gene:AT1G07653	39	35	32	22
gene:AT1G07657	0	0	0	0
gene:AT1G50659	283	183	173	233
gene:AT1G07663	37	44	22	59
gene:AT1G07667	73	79	40	56
gene:AT1G07673	0	0	0	0
gene:AT1G07683	0	0	2	2
gene:AT1G07693	115	155	178	217
gene:AT1G07697	7	6	5	9
gene:AT1G07703	37	26	11	10
gene:AT1G07707	0	0	2	0
gene:AT1G07717	0	0	0	1
gene:AT1G07723	0	0	0	0
gene:AT1G07727	0	0	0	0
gene:AT1G07733	90	78	61	43
gene:AT1G07737	934	1248	1896	1989
gene:AT1G07743	11	46	47	43
gene:AT1G07753	102	109	140	153
gene:AT1G07757	7	6	4	6
gene:AT1G51645	122	84	90	136
gene:AT1G07763	0	0	0	0
gene:AT1G07767	0	0	0	0
gene:AT1G07773	0	0	0	0
gene:AT1G07777	0	0	0	0
gene:AT1G07783	0	0	0	0
gene:AT1G52170	0	0	0	0
gene:AT1G07787	0	0	0	0
gene:AT1G52185	0	2	0	0
gene:AT1G07793	0	0	0	0
gene:AT1G07803	72	72	73	96
gene:AT1G52347	144	159	106	111
gene:AT1G52350	0	0	0	0
gene:AT1G07807	59	79	102	95
gene:AT1G07813	8	3	10	0
gene:AT1G07823	32	12	15	7
gene:AT1G07827	0	1	0	0
gene:AT1G07833	0	0	0	1
gene:AT1G52615	0	0	0	3
gene:AT1G07837	0	0	0	0
gene:AT1G52860	0	2	0	0
gene:AT1G07843	0	0	0	0
gene:AT1G07847	21	24	23	29
gene:AT1G07853	3	2	13	5
gene:AT1G07857	0	0	0	0
gene:AT1G07863	0	0	0	0
gene:AT1G07867	137	212	51	66
gene:AT1G07873	0	0	0	0
gene:AT1G53220	0	0	0	0
gene:AT1G53233	1324	1628	1141	1962
gene:AT1G07877	62	49	94	79
gene:AT1G53410	11	15	11	18
gene:AT1G07883	5	4	3	9
gene:AT1G07887	2	4	2	46
gene:AT1G07893	899	771	408	663
gene:AT1G07897	82	55	26	23
gene:AT1G07903	32	37	18	11
gene:AT1G07907	0	0	0	0
gene:AT1G07913	1	0	2	2
gene:AT1G07917	4	6	0	0
gene:AT1G07923	0	0	0	0
gene:AT1G07927	0	0	0	0
gene:AT1G53683	0	0	0	0
gene:AT1G53687	0	0	0	0
gene:AT1G07933	6	4	8	7
gene:AT1G53801	487	461	524	583
gene:AT1G07937	6	14	2	15
gene:AT1G07943	36	57	16	31
gene:AT1G07947	0	0	0	0
gene:AT1G07957	3	2	1	0
gene:AT1G07963	59	61	34	42
gene:AT1G54355	725	798	695	852
gene:AT1G07967	9	6	7	14
gene:AT1G07973	0	0	0	0
gene:AT1G07977	1	0	0	0
gene:AT1G54670	0	0	0	0
gene:AT1G07983	201	261	158	189
gene:AT1G07987	57	53	37	38
gene:AT1G07993	326	441	255	288
gene:AT1G07997	0	0	2	0
gene:AT1G08003	105	87	72	104
gene:AT1G08007	2	0	0	0
gene:AT1G08013	0	0	0	0
gene:AT1G08017	0	0	0	0
gene:AT1G08023	0	0	0	0
gene:AT1G08027	0	0	0	0
gene:AT1G08033	0	0	0	2
gene:AT1G08037	252	306	265	191
gene:AT1G08043	708	637	143	178
gene:AT1G08047	17	17	4	7
gene:AT1G08053	0	0	0	0
gene:AT1G55525	41	81	3	2
gene:AT1G08057	0	0	0	0
gene:AT1G55591	0	0	0	0
gene:AT1G55625	0	0	0	0
gene:AT1G08063	2	6	0	0
gene:AT1G08073	235	232	200	231
gene:AT1G08077	0	0	0	0
gene:AT1G08087	33	25	5	11
gene:AT1G56165	17	6	9	12
gene:AT1G08093	0	0	0	0
gene:AT1G08097	0	0	0	0
gene:AT1G08103	1	2	1	0
gene:AT1G08107	0	0	0	0
gene:AT1G08113	0	0	0	0
gene:AT1G08117	0	0	0	0
gene:AT1G08123	0	0	0	0
gene:AT1G56242	57	37	34	11
gene:AT1G08127	0	0	0	0
gene:AT1G56612	247	231	215	234
gene:AT1G08133	0	0	0	0
gene:AT1G08137	0	0	0	0
gene:AT1G08143	0	0	0	0
gene:AT1G08147	0	0	0	0
gene:AT1G56730	0	0	0	0
gene:AT1G56740	0	0	0	0
gene:AT1G56750	0	0	0	0
gene:AT1G56760	0	0	0	0
gene:AT1G56770	0	0	0	0
gene:AT1G56780	0	0	0	0
gene:AT1G56790	0	0	0	0
gene:AT1G56800	0	0	0	0
gene:AT1G56810	0	0	0	0
gene:AT1G56820	0	0	0	0
gene:AT1G56830	0	0	0	0
gene:AT1G56840	0	0	0	0
gene:AT1G56850	0	0	0	0
gene:AT1G56860	0	0	0	0
gene:AT1G56870	0	0	0	0
gene:AT1G56880	0	0	0	0
gene:AT1G56890	0	0	0	0
gene:AT1G56900	0	0	0	0
gene:AT1G56910	0	0	0	0
gene:AT1G56920	0	0	0	0
gene:AT1G56930	0	0	0	0
gene:AT1G56940	0	0	0	0
gene:AT1G56950	0	0	0	0
gene:AT1G56960	0	0	0	0
gene:AT1G56970	0	0	0	0
gene:AT1G56980	0	0	0	0
gene:AT1G56990	0	0	0	0
gene:AT1G57000	0	0	0	0
gene:AT1G57010	0	0	0	0
gene:AT1G57020	0	0	0	0
gene:AT1G57030	0	0	0	0
gene:AT1G57040	0	0	0	0
gene:AT1G57050	0	0	0	0
gene:AT1G57060	0	0	0	0
gene:AT1G57070	0	0	0	0
gene:AT1G57080	0	0	0	0
gene:AT1G57090	0	0	0	0
gene:AT1G57100	0	0	0	0
gene:AT1G57110	0	0	0	0
gene:AT1G57120	0	0	0	0
gene:AT1G57130	0	0	0	0
gene:AT1G57140	0	0	0	0
gene:AT1G57150	0	0	0	0
gene:AT1G57160	0	0	0	0
gene:AT1G57170	0	0	0	0
gene:AT1G57180	0	0	0	0
gene:AT1G57190	0	0	0	0
gene:AT1G57200	0	0	0	0
gene:AT1G57210	0	0	0	0
gene:AT1G57220	0	0	0	0
gene:AT1G57230	0	0	0	0
gene:AT1G57240	0	0	0	0
gene:AT1G57250	0	0	0	0
gene:AT1G57260	0	0	0	0
gene:AT1G57270	0	0	0	0
gene:AT1G57280	0	0	0	0
gene:AT1G57290	0	0	0	0
gene:AT1G57300	0	0	0	0
gene:AT1G57310	0	0	0	0
gene:AT1G57320	0	0	0	0
gene:AT1G57330	0	0	0	0
gene:AT1G57340	0	0	0	0
gene:AT1G57350	0	0	2	0
gene:AT1G57360	0	0	0	0
gene:AT1G57370	0	0	0	0
gene:AT1G57380	0	0	0	0
gene:AT1G57390	0	0	0	0
gene:AT1G57400	0	0	0	0
gene:AT1G57410	0	0	0	0
gene:AT1G57420	0	0	0	0
gene:AT1G57430	0	0	0	0
gene:AT1G57440	0	0	0	0
gene:AT1G57450	0	0	0	0
gene:AT1G57460	0	0	0	0
gene:AT1G57470	0	0	0	0
gene:AT1G57480	0	0	0	0
gene:AT1G57490	0	0	0	0
gene:AT1G57500	0	0	0	0
gene:AT1G57510	0	0	0	0
gene:AT1G57520	0	0	0	0
gene:AT1G57530	0	0	0	0
gene:AT1G08153	0	0	0	0
gene:AT1G08157	0	0	0	0
gene:AT1G08163	0	0	0	0
gene:AT1G08173	2	3	0	0
gene:AT1G08177	0	0	0	0
gene:AT1G08183	1	0	0	0
gene:AT1G57835	0	0	0	0
gene:AT1G08193	0	0	0	0
gene:AT1G08207	0	0	0	1
gene:AT1G08213	3	2	5	4
gene:AT1G08217	0	0	0	0
gene:AT1G08223	0	0	0	0
gene:AT1G08227	0	0	0	0
gene:AT1G08237	0	0	1	0
gene:AT1G08247	0	0	0	0
gene:AT1G58590	165	232	57	114
gene:AT1G58808	0	0	0	0
gene:AT1G08253	0	0	0	0
gene:AT1G59570	0	0	0	0
gene:AT1G08257	0	0	1	0
gene:AT1G08263	0	0	0	0
gene:AT1G08267	7	11	17	15
gene:AT1G08273	6	13	11	20
gene:AT1G59880	0	0	0	0
gene:AT1G08277	0	0	0	0
gene:AT1G08283	12	14	14	19
gene:AT1G08287	4	4	0	9
gene:AT1G08293	3	13	2	2
gene:AT1G60025	0	0	0	0
gene:AT1G08297	0	0	0	0
gene:AT1G60072	0	0	0	0
gene:AT1G60073	0	0	0	0
gene:AT1G08303	0	0	0	0
gene:AT1G08307	0	0	0	1
gene:AT1G08313	0	0	0	0
gene:AT1G08317	501	467	221	221
gene:AT1G08323	4	4	6	3
gene:AT1G60505	186	179	162	229
gene:AT1G60525	122	142	155	215
gene:AT1G60545	204	190	125	188
gene:AT1G08327	0	0	1	0
gene:AT1G60580	0	1	1	0
gene:AT1G08333	3	5	7	6
gene:AT1G08337	0	0	0	0
gene:AT1G08343	0	0	0	0
gene:AT1G08347	0	0	0	0
gene:AT1G60820	0	2	0	0
gene:AT1G60840	0	0	0	0
gene:AT1G60910	0	0	0	0
gene:AT1G08353	0	0	0	0
gene:AT1G61020	0	0	0	0
gene:AT1G08357	0	0	0	0
gene:AT1G61224	1	1	0	0
gene:AT1G61226	0	0	0	0
gene:AT1G08363	0	0	0	0
gene:AT1G61275	14	13	16	7
gene:AT1G08367	0	0	0	0
gene:AT1G08377	0	0	0	0
gene:AT1G08383	0	1	0	0
gene:AT1G08387	89	47	51	34
gene:AT1G08393	1	1	4	6
gene:AT1G08397	0	0	0	0
gene:AT1G08403	0	0	0	0
gene:AT1G08413	0	0	0	1
gene:AT1G08417	0	0	0	0
gene:AT1G08427	30	32	39	39
gene:AT1G61732	0	0	0	0
gene:AT1G08433	0	0	0	0
gene:AT1G08437	0	0	0	0
gene:AT1G61880	0	0	0	0
gene:AT1G08443	0	4	0	2
gene:AT1G61910	0	0	0	0
gene:AT1G08447	0	0	0	0
gene:AT1G08453	0	0	0	0
gene:AT1G62035	0	0	7	1
gene:AT1G08457	0	0	0	0
gene:AT1G08463	0	0	0	0
gene:AT1G08473	0	0	0	0
gene:AT1G08477	2216	2146	1399	1356
gene:AT1G08483	0	0	0	0
gene:AT1G08487	0	2	0	0
gene:AT1G08493	0	0	0	0
gene:AT1G08497	0	0	0	0
gene:AT1G08503	0	0	0	0
gene:AT1G08507	28	51	30	19
gene:AT1G08513	73	89	82	48
gene:AT1G62355	7	6	2	7
gene:AT1G08517	0	0	0	0
gene:AT1G08523	0	0	0	0
gene:AT1G08533	10	17	0	4
gene:AT1G08537	49	46	34	22
gene:AT1G08543	225	223	166	169
gene:AT1G08547	56	108	40	54
gene:AT1G08553	0	0	1	0
gene:AT1G08557	6	4	3	5
gene:AT1G08563	0	3	1	3
gene:AT1G08567	11	10	4	8
gene:AT1G08573	1	0	0	1
gene:AT1G08577	9	7	0	2
gene:AT1G08583	0	1	2	0
gene:AT1G63005	0	0	0	0
gene:AT1G08587	0	0	0	0
gene:AT1G08597	175	143	91	115
gene:AT1G08603	0	0	0	0
gene:AT1G08607	0	2	1	3
gene:AT1G08613	0	0	0	0
gene:AT1G63510	0	0	1	0
gene:AT1G08623	0	0	0	0
gene:AT1G08627	0	0	0	0
gene:AT1G08633	176	148	164	207
gene:AT1G63790	0	0	0	0
gene:AT1G08637	0	0	0	0
gene:AT1G08643	17	38	7	7
gene:AT1G08647	52	90	52	81
gene:AT1G64120	0	0	0	0
gene:AT1G08653	0	0	0	0
gene:AT1G08657	761	742	499	577
gene:AT1G08663	1	2	2	3
gene:AT1G08667	71	39	49	85
gene:AT1G08673	0	0	0	0
gene:AT1G64420	0	0	0	0
gene:AT1G08683	0	0	0	0
gene:AT1G08677	0	0	0	0
gene:AT1G08697	1	2	11	14
gene:AT1G08703	1	1	2	0
gene:AT1G08707	18	27	23	25
gene:AT1G64563	82	66	44	49
gene:AT1G08713	0	0	0	0
gene:AT1G64572	142	122	55	83
gene:AT1G64618	2	0	0	0
gene:AT1G08717	0	0	0	0
gene:AT1G08723	32	37	46	49
gene:AT1G08727	182	184	161	187
gene:AT1G08733	20	13	13	13
gene:AT1G08737	2	1	2	2
gene:AT1G08743	0	0	0	0
gene:AT1G08747	562	618	947	1051
gene:AT1G08753	64	61	77	116
gene:AT1G08757	4	4	0	0
gene:AT1G08763	3	0	0	0
gene:AT1G08767	0	0	0	0
gene:AT1G08773	0	0	0	0
gene:AT1G08777	1	0	0	0
gene:AT1G65830	0	0	0	0
gene:AT1G08783	0	0	0	0
gene:AT1G08787	0	0	0	0
gene:AT1G08793	1	3	1	1
gene:AT1G08797	391	327	329	377
gene:AT1G08803	236	106	157	125
gene:AT1G08807	0	0	0	0
gene:AT1G08813	0	0	0	1
gene:AT1G66173	16	9	9	29
gene:AT1G08817	0	0	0	0
gene:AT1G08823	0	0	0	0
gene:AT1G08827	0	0	0	0
gene:AT1G08833	0	4	0	0
gene:AT1G08843	0	0	0	0
gene:AT1G66725	61	57	17	13
gene:AT1G08847	48	55	16	21
gene:AT1G66783	1	1	0	1
gene:AT1G66795	0	1	0	0
gene:AT1G08853	2	0	0	2
gene:AT1G08857	944	530	120	153
gene:AT1G08863	0	0	0	0
gene:AT1G08867	0	0	0	0
gene:AT1G08877	0	1	1	1
gene:AT1G08883	0	0	0	1
gene:AT1G08887	0	0	0	0
gene:AT1G08893	0	0	0	0
gene:AT1G08897	0	0	0	0
gene:AT1G67105	62	79	88	60
gene:AT1G08903	9	13	8	24
gene:AT1G67195	116	120	138	109
gene:AT1G08907	0	0	0	0
gene:AT1G08913	0	0	0	0
gene:AT1G67238	0	0	0	0
gene:AT1G08923	0	0	0	0
gene:AT1G67328	230	250	266	302
gene:AT1G08927	2	0	0	0
gene:AT1G08933	0	0	0	0
gene:AT1G67365	88	132	71	61
gene:AT1G08937	3	2	0	5
gene:AT1G67481	0	0	0	0
gene:AT1G08947	25	30	0	0
gene:AT1G08953	2	0	0	3
gene:AT1G67792	165	182	157	243
gene:AT1G08963	17	18	13	11
gene:AT1G08967	0	0	0	0
gene:AT1G08973	120	119	27	49
gene:AT1G08977	0	0	1	0
gene:AT1G08983	0	0	0	0
gene:AT1G08987	0	0	0	0
gene:AT1G08993	0	1	0	0
gene:AT1G68568	389	357	140	98
gene:AT1G08997	0	0	0	0
gene:AT1G09003	3	2	13	0
gene:AT1G09007	0	6	0	0
gene:AT1G68770	29	26	12	18
gene:AT1G09013	0	0	0	2
gene:AT1G68860	0	0	0	0
gene:AT1G68872	110	124	69	103
gene:AT1G09017	0	0	0	1
gene:AT1G09023	181	176	226	266
gene:AT1G09027	33	68	59	89
gene:AT1G68950	0	0	0	0
gene:AT1G68970	0	0	0	0
gene:AT1G69000	0	1	0	0
gene:AT1G09033	0	0	0	0
gene:AT1G09037	0	0	0	0
gene:AT1G69130	0	0	0	0
gene:AT1G09043	0	0	0	0
gene:AT1G09047	0	0	0	0
gene:AT1G69252	377	487	770	946
gene:AT1G09053	264	273	307	304
gene:AT1G69300	0	0	1	0
gene:AT1G09057	0	0	0	0
gene:AT1G09063	0	0	0	0
gene:AT1G09067	23	11	4	11
gene:AT1G69572	159	176	119	146
gene:AT1G69587	96	93	81	119
gene:AT1G09073	0	0	0	0
gene:AT1G09077	0	1	0	0
gene:AT1G09083	14	13	9	13
gene:AT1G09087	11	6	5	4
gene:AT1G09097	0	0	0	0
gene:AT1G09103	0	0	1	0
gene:AT1G69792	0	0	0	0
gene:AT1G09107	0	0	0	0
gene:AT1G09113	0	0	0	0
gene:AT1G69795	0	0	0	0
gene:AT1G69797	0	0	0	0
gene:AT1G09117	0	0	0	0
gene:AT1G09123	0	0	0	0
gene:AT1G09127	3	3	0	2
gene:AT1G70050	0	1	0	0
gene:AT1G09133	0	0	0	0
gene:AT1G09137	0	0	0	0
gene:AT1G70185	5	11	3	6
gene:AT1G09143	38	38	38	54
gene:AT1G09147	0	0	0	0
gene:AT1G09153	0	1	0	0
gene:AT1G09163	0	0	1	0
gene:AT1G09167	8	8	11	7
gene:AT1G09173	0	0	0	0
gene:AT1G09177	0	0	0	0
gene:AT1G09183	0	0	0	0
gene:AT1G09187	0	0	0	0
gene:AT1G70518	121	94	75	101
gene:AT1G70581	37	11	10	4
gene:AT1G70645	1	1	0	1
gene:AT1G09193	833	1088	1664	1982
gene:AT1G09197	0	0	0	0
gene:AT1G09207	0	0	0	0
gene:AT1G09213	0	0	0	0
gene:AT1G71002	0	0	0	0
gene:AT1G09217	0	0	0	0
gene:AT1G09223	14	15	24	23
gene:AT1G09227	0	0	0	0
gene:AT1G09233	5	8	8	5
gene:AT1G09237	0	0	0	0
gene:AT1G09243	2	0	0	0
gene:AT1G09247	50	72	54	55
gene:AT1G09253	150	191	164	168
gene:AT1G09257	10	51	14	22
gene:AT1G71528	127	113	110	140
gene:AT1G71700	0	2	1	0
gene:AT1G09263	0	0	0	0
gene:AT1G71828	4	2	2	4
gene:AT1G09267	0	3	4	2
gene:AT1G09273	0	1	0	0
gene:AT1G09277	0	0	0	0
gene:AT1G09283	0	0	0	0
gene:AT1G09287	89	95	63	30
gene:AT1G09293	0	0	8	2
gene:AT1G09297	233	230	49	42
gene:AT1G09303	0	0	0	0
gene:AT1G09307	0	0	0	0
gene:AT1G09313	0	0	0	0
gene:AT1G09317	2	6	5	7
gene:AT1G09323	29	34	21	30
gene:AT1G09327	33	20	18	44
gene:AT1G09333	62	48	123	151
gene:AT1G09337	0	0	0	0
gene:AT1G72780	0	0	0	0
gene:AT1G72852	48	87	65	72
gene:AT1G72855	100	118	121	134
gene:AT1G09343	0	0	0	0
gene:AT1G09353	19	8	4	10
gene:AT1G09357	0	0	0	0
gene:AT1G09363	465	441	499	556
gene:AT1G09367	4	0	0	5
gene:AT1G09373	0	0	0	0
gene:AT1G09377	2	0	0	0
gene:AT1G09383	49	37	56	42
gene:AT1G09387	0	0	0	0
gene:AT1G09393	0	0	0	0
gene:AT1G09397	0	0	0	0
gene:AT1G73687	0	0	0	0
gene:AT1G09407	0	0	0	0
gene:AT1G09417	0	0	0	0
gene:AT1G73900	0	0	0	0
gene:AT1G09423	5	3	8	3
gene:AT1G74205	14	14	3	1
gene:AT1G09427	5	4	4	1
gene:AT1G09433	75	65	16	11
gene:AT1G09437	7	3	0	0
gene:AT1G09443	54	86	139	140
gene:AT1G09447	27	26	14	22
gene:AT1G09453	20	44	27	28
gene:AT1G09457	0	0	1	1
gene:AT1G09463	0	3	0	1
gene:AT1G74453	42	33	43	38
gene:AT1G74456	33	34	39	42
gene:AT1G09467	30	22	35	38
gene:AT1G09473	44	39	19	30
gene:AT1G09477	0	0	0	0
gene:AT1G74545	14	30	22	34
gene:AT1G09487	117	83	83	74
gene:AT1G74570	0	3	0	0
gene:AT1G74610	0	0	0	0
gene:AT1G09493	2	4	0	2
gene:AT1G09497	0	0	0	0
gene:AT1G09503	0	0	0	0
gene:AT1G09507	0	0	0	0
gene:AT1G09513	363	406	380	319
gene:AT1G09517	19	23	15	24
gene:AT1G75070	0	0	0	0
gene:AT1G09523	97	82	113	139
gene:AT1G09527	5	5	7	4
gene:AT1G09533	12	3	14	8
gene:AT1G75163	16	3	9	3
gene:AT1G75166	13	15	21	24
gene:AT1G09537	31	23	10	10
gene:AT1G09543	260	209	394	401
gene:AT1G75295	126	131	104	157
gene:AT1G09547	0	0	0	0
gene:AT1G09553	40	24	27	37
gene:AT1G09557	4	4	0	0
gene:AT1G09563	0	0	0	0
gene:AT1G09567	0	0	0	0
gene:AT1G75570	0	0	0	0
gene:AT1G75650	0	0	0	0
gene:AT1G09573	1	3	0	0
gene:AT1G75740	0	0	0	0
gene:AT1G09577	0	0	0	0
gene:AT1G09583	0	0	0	0
gene:AT1G09587	0	0	0	0
gene:AT1G75891	23	10	18	5
gene:AT1G09593	0	0	0	0
gene:AT1G09597	0	0	0	0
gene:AT1G09603	1	0	1	1
gene:AT1G75970	0	0	0	0
gene:AT1G76000	0	0	0	0
gene:AT1G76062	28	22	15	18
gene:AT1G09607	2	0	0	4
gene:AT1G76135	0	0	2	0
gene:AT1G09613	0	0	0	1
gene:AT1G76330	0	0	0	0
gene:AT1G09617	19	15	57	44
gene:AT1G09623	174	163	69	56
gene:AT1G09627	825	643	337	336
gene:AT1G09633	0	0	0	0
gene:AT1G09637	20	11	18	15
gene:AT1G09647	3	13	16	13
gene:AT1G09653	0	1	2	0
gene:AT1G09657	0	0	0	0
gene:AT1G09663	9	15	5	5
gene:AT1G09667	0	0	0	0
gene:AT1G09673	30	12	12	11
gene:AT1G09677	132	90	97	99
gene:AT1G76878	990	993	701	895
gene:AT1G76892	15	24	31	30
gene:AT1G09683	0	0	0	0
gene:AT1G09687	20	39	51	28
gene:AT1G09693	0	1	0	0
gene:AT1G09697	0	0	0	0
gene:AT1G77040	0	0	1	0
gene:AT1G09703	0	0	1	0
gene:AT1G09713	74	92	88	92
gene:AT1G77138	10	17	14	21
gene:AT1G77190	0	0	0	0
gene:AT1G77235	0	0	1	0
gene:AT1G09717	0	0	0	0
gene:AT1G09723	2	0	0	0
gene:AT1G09733	0	0	0	0
gene:AT1G77560	0	0	0	0
gene:AT1G09737	0	0	0	0
gene:AT1G09743	1	0	0	0
gene:AT1G09747	1	0	0	0
gene:AT1G09753	8	7	2	5
gene:AT1G09757	12	4	14	5
gene:AT1G09763	0	0	0	0
gene:AT1G09767	0	0	0	0
gene:AT1G77992	60	41	135	131
gene:AT1G09773	9	4	6	13
gene:AT1G09777	48	45	45	42
gene:AT1G09783	242	172	119	198
gene:AT1G09787	6	4	2	4
gene:AT1G78206	3	3	2	2
gene:AT1G09793	0	0	0	0
gene:AT1G09797	0	0	0	0
gene:AT1G78250	0	0	0	0
gene:AT1G78265	308	290	667	706
gene:AT1G09803	0	0	0	0
gene:AT1G09807	0	0	0	0
gene:AT1G09813	0	5	0	0
gene:AT1G78478	6	1	6	4
gene:AT1G09817	0	0	0	0
gene:AT1G09823	121	97	64	90
gene:AT1G09827	3	4	6	5
gene:AT1G78865	61	42	38	50
gene:AT1G09833	0	0	0	0
gene:AT1G09837	23	29	30	59
gene:AT1G09843	91	67	69	83
gene:AT1G79075	237	288	170	175
gene:AT1G09847	0	0	0	0
gene:AT1G09853	0	0	0	0
gene:AT1G09857	0	0	0	0
gene:AT1G79240	0	0	0	0
gene:AT1G79290	0	0	0	0
gene:AT1G79300	0	0	0	0
gene:AT1G09863	728	863	837	996
gene:AT1G09867	9	13	12	10
gene:AT1G09873	2	4	3	0
gene:AT1G09877	8	5	7	4
gene:AT1G09883	8	8	8	9
gene:AT1G79529	402	472	260	305
gene:AT1G09887	6	10	12	11
gene:AT1G09893	53	61	55	35
gene:AT1G09897	38	36	38	37
gene:AT1G09903	50	44	60	62
gene:AT1G09907	5	4	24	29
gene:AT1G09913	46	45	34	71
gene:AT1G09917	24	21	21	16
gene:AT1G09923	1	2	4	2
gene:AT1G09927	3120	3906	4893	4926
gene:AT1G09937	6	5	4	3
gene:AT1G79980	0	0	0	0
gene:AT1G09947	0	0	0	0
gene:AT1G09953	0	0	0	0
gene:AT1G09957	0	0	0	0
gene:AT1G80250	0	0	0	0
gene:AT1G80325	924	918	766	739
gene:AT1G09963	313	344	250	359
gene:AT1G80430	0	0	3	1
gene:AT1G09967	0	0	0	0
gene:AT1G09973	0	0	0	0
gene:AT1G09977	0	0	0	0
gene:AT1G09983	0	0	0	0
gene:AT1G09987	46	25	26	55
gene:AT1G09993	88	109	66	60
gene:AT1G09997	1	4	0	0
gene:AT2G03855	25	21	25	27
gene:AT2G01010	104526	109761	87679	85615
gene:AT2G01020	1366	1387	1349	1445
gene:AT2G03885	0	0	0	0
gene:AT2G03895	245	287	407	371
gene:AT2G01160	0	0	0	0
gene:AT2G03905	0	0	0	0
gene:AT2G03925	436	524	415	379
gene:AT2G03945	6	4	0	0
gene:AT2G03975	539	510	348	393
gene:AT2G03985	0	0	0	0
gene:AT2G01422	0	0	4	0
gene:AT2G03995	58	73	23	51
gene:AT2G04005	0	0	0	0
gene:AT2G04015	0	0	0	0
gene:AT2G04065	2	1	5	7
gene:AT2G04075	0	0	0	0
gene:AT2G04085	0	0	0	0
gene:AT2G04095	0	0	0	0
gene:AT2G04125	18	3	40	45
gene:AT2G04145	136	165	129	170
gene:AT2G04155	0	0	0	0
gene:AT2G04175	0	0	0	0
gene:AT2G04185	0	0	0	0
gene:AT2G04195	0	0	0	0
gene:AT2G04205	2	0	1	1
gene:AT2G04215	0	0	0	0
gene:AT2G04225	0	0	0	0
gene:AT2G02600	0	0	0	0
gene:AT2G04255	0	0	0	0
gene:AT2G04265	0	0	0	0
gene:AT2G04285	0	0	0	0
gene:AT2G02741	6	0	2	0
gene:AT2G04295	22	16	28	31
gene:AT2G04315	0	0	0	0
gene:AT2G04325	0	0	0	0
gene:AT2G04335	0	0	0	0
gene:AT2G04345	0	2	0	0
gene:AT2G04355	0	0	0	0
gene:AT2G04365	0	0	0	0
gene:AT2G02900	0	0	0	0
gene:AT2G04375	21	40	22	16
gene:AT2G04405	0	4	1	0
gene:AT2G04435	0	0	1	0
gene:AT2G04455	0	0	0	0
gene:AT2G04465	0	0	0	2
gene:AT2G04485	0	0	0	0
