Geneid	ago1-1	ago1-2	deltaN-1	deltaN-2
gene:AT1G53420	3	2	0	3
gene:AT1G53430	1080	1020	1357	2033
gene:AT1G53440	974	722	801	1001
gene:AT1G53450	212	195	286	302
gene:AT1G53460	220	234	191	241
gene:AT1G53470	221	205	153	249
gene:AT1G53480	0	1	0	4
gene:AT1G53490	30	55	25	29
gene:AT1G53500	1546	1424	673	963
gene:AT1G53510	893	905	702	1009
gene:AT1G53520	129	159	272	283
gene:AT1G53530	103	93	88	134
gene:AT1G53540	0	2	20	0
gene:AT1G53541	41	35	14	15
gene:AT1G53542	39	37	22	15
gene:AT1G53550	0	0	0	0
gene:AT1G53560	512	526	459	384
gene:AT1G53570	1379	1377	1179	1495
gene:AT1G53580	1134	950	1119	1023
gene:AT1G53590	832	632	411	610
gene:AT1G53600	30	34	80	58
gene:AT1G53610	41	35	2	0
gene:AT1G53620	47	44	0	0
gene:AT1G53625	348	230	4	8
gene:AT1G53633	4	12	18	8
gene:AT1G53635	0	0	3	4
gene:AT1G53640	3	4	5	10
gene:AT1G53645	596	569	374	417
gene:AT1G53650	259	227	130	146
gene:AT1G53655	1	0	1	0
gene:AT1G53660	18	8	4	16
gene:AT1G53670	827	925	953	759
gene:AT1G53680	19	12	8	26
gene:AT1G53690	0	0	0	1
gene:AT1G53700	16	12	27	16
gene:AT1G53705	0	0	0	0
gene:AT1G53708	6	4	7	7
gene:AT1G53710	353	332	209	276
gene:AT1G53720	469	468	286	374
gene:AT1G53730	560	462	650	1148
gene:AT1G53750	3810	3750	2347	2859
gene:AT1G53760	337	332	258	337
gene:AT1G53770	306	282	287	330
gene:AT1G53780	1701	1522	1790	1714
gene:AT1G53790	224	161	67	94
gene:AT1G53800	959	915	1064	1295
gene:AT1G53815	0	0	0	0
gene:AT1G53820	0	2	0	0
gene:AT1G53830	185	229	83	243
gene:AT1G53840	1511	1566	1570	1640
gene:AT1G53850	649	673	451	549
gene:AT1G53860	50	39	29	36
gene:AT1G53870	18	22	138	85
gene:AT1G53875	0	2	26	16
gene:AT1G53880	240	270	152	211
gene:AT1G53885	98	84	320	183
gene:AT1G53887	177	176	78	120
gene:AT1G53890	24	12	119	79
gene:AT1G53900	241	277	179	216
gene:AT1G53903	85	89	317	179
gene:AT1G53910	3709	3604	2522	2899
gene:AT1G53920	57	91	65	70
gene:AT1G53930	0	0	0	0
gene:AT1G53935	0	0	0	4
gene:AT1G53940	0	0	17	32
gene:AT1G53945	0	3	0	0
gene:AT1G53950	8	6	12	20
gene:AT1G53970	0	4	2	0
gene:AT1G53980	0	0	0	0
gene:AT1G53990	5	12	30	39
gene:AT1G54000	1714	1886	1113	1820
gene:AT1G54010	785	615	561	842
gene:AT1G54020	86	42	22	22
gene:AT1G54030	2093	1680	620	878
gene:AT1G54040	42	154	504	537
gene:AT1G54050	54	72	257	102
gene:AT1G54060	603	535	664	622
gene:AT1G54070	0	0	3	1
gene:AT1G54080	2246	2180	1295	1487
gene:AT1G54090	836	674	736	962
gene:AT1G54095	6	8	11	6
gene:AT1G54100	4804	3944	5176	4092
gene:AT1G54110	106	130	64	92
gene:AT1G54115	559	536	671	550
gene:AT1G54120	24	38	22	17
gene:AT1G54130	891	777	1106	1104
gene:AT1G54140	226	260	138	169
gene:AT1G54150	365	365	230	271
gene:AT1G54160	125	149	53	75
gene:AT1G54170	768	620	564	639
gene:AT1G54180	82	95	64	136
gene:AT1G54200	151	162	72	130
gene:AT1G54210	117	129	134	136
gene:AT1G54215	4	2	0	12
gene:AT1G54217	13	28	27	38
gene:AT1G54220	636	680	390	463
gene:AT1G54230	0	0	0	0
gene:AT1G54240	0	0	0	0
gene:AT1G54250	248	261	151	170
gene:AT1G54260	206	233	151	215
gene:AT1G54270	3655	3327	2362	2556
gene:AT1G54280	6	4	4	14
gene:AT1G54290	341	312	266	237
gene:AT1G54300	1	0	0	0
gene:AT1G54310	108	128	243	197
gene:AT1G54320	1840	1698	958	1185
gene:AT1G54330	12	10	1	6
gene:AT1G54340	1048	957	381	554
gene:AT1G54350	1194	1264	1226	1456
gene:AT1G54360	757	771	425	514
gene:AT1G54370	465	416	360	418
gene:AT1G54380	394	317	270	358
gene:AT1G54385	176	161	120	139
gene:AT1G54390	458	393	293	316
gene:AT1G54400	10	4	4	10
gene:AT1G54410	27384	33868	9607	11268
gene:AT1G54420	0	0	0	0
gene:AT1G54440	559	457	372	401
gene:AT1G54445	0	0	0	0
gene:AT1G54450	189	144	74	114
gene:AT1G54460	1181	991	483	686
gene:AT1G54470	4	1	0	0
gene:AT1G54475	0	0	0	0
gene:AT1G54490	1819	1524	980	1238
gene:AT1G54500	1939	2246	2767	3071
gene:AT1G54510	402	292	189	255
gene:AT1G54520	1592	1815	2001	2248
gene:AT1G54530	14	6	8	17
gene:AT1G54540	18	22	26	32
gene:AT1G54550	0	0	0	0
gene:AT1G54560	2	0	0	2
gene:AT1G54570	624	437	467	496
gene:AT1G54575	990	854	229	226
gene:AT1G54580	1326	1234	921	1165
gene:AT1G54590	14	0	0	4
gene:AT1G54610	1106	1035	918	1079
gene:AT1G54620	0	0	0	0
gene:AT1G54630	1346	1440	1009	1113
gene:AT1G54640	0	0	0	0
gene:AT1G54650	156	126	63	92
gene:AT1G54680	34	32	43	78
gene:AT1G54690	461	535	332	375
gene:AT1G54700	0	0	0	0
gene:AT1G54710	804	651	608	546
gene:AT1G54720	0	0	0	0
gene:AT1G54730	458	425	451	507
gene:AT1G54740	767	601	2845	2506
gene:AT1G54760	0	2	0	0
gene:AT1G54770	380	318	289	266
gene:AT1G54773	13	13	2	8
gene:AT1G54775	0	0	0	0
gene:AT1G54780	4151	5830	3968	4150
gene:AT1G54790	123	180	99	112
gene:AT1G54820	156	209	305	316
gene:AT1G54830	457	454	322	376
gene:AT1G54840	20	30	20	34
gene:AT1G54850	154	220	147	148
gene:AT1G54860	0	0	0	0
gene:AT1G54870	5	5	16	8
gene:AT1G54890	16	20	20	53
gene:AT1G54920	1318	1086	1071	1411
gene:AT1G54930	4	2	9	6
gene:AT1G54940	4	1	12	19
gene:AT1G54950	0	1	0	0
gene:AT1G54953	0	0	0	0
gene:AT1G54957	1	6	0	0
gene:AT1G54960	167	157	50	39
gene:AT1G54970	4	10	104	172
gene:AT1G54980	0	0	0	2
gene:AT1G54990	1225	1063	629	725
gene:AT1G55000	823	922	879	928
gene:AT1G55010	0	0	10	16
gene:AT1G55020	663	388	593	1040
gene:AT1G55030	4	2	1	0
gene:AT1G55040	174	159	144	126
gene:AT1G55050	74	59	22	37
gene:AT1G55060	0	0	1	0
gene:AT1G55070	0	0	0	0
gene:AT1G55080	341	329	113	145
gene:AT1G55090	1176	1219	873	986
gene:AT1G55110	1287	940	562	619
gene:AT1G55120	430	263	59	130
gene:AT1G55130	542	414	310	381
gene:AT1G55140	242	301	314	321
gene:AT1G55150	451	422	441	515
gene:AT1G55160	298	330	354	461
gene:AT1G55152	0	0	0	0
gene:AT1G55170	145	178	148	137
gene:AT1G55175	5	14	8	4
gene:AT1G55180	142	109	88	119
gene:AT1G55190	252	306	263	191
gene:AT1G55200	93	63	39	59
gene:AT1G55205	32	34	28	42
gene:AT1G55207	4	0	0	0
gene:AT1G55210	4316	3372	347	500
gene:AT1G55220	2	2	0	0
gene:AT1G55230	6	6	0	2
gene:AT1G55240	20	18	51	64
gene:AT1G55250	523	496	398	461
gene:AT1G55260	272	374	495	568
gene:AT1G55265	635	563	87	117
gene:AT1G55270	473	394	422	408
gene:AT1G55280	139	95	115	106
gene:AT1G55290	0	0	2	10
gene:AT1G55300	133	124	170	148
gene:AT1G55310	763	704	637	752
gene:AT1G55320	265	189	117	159
gene:AT1G55325	1087	962	912	946
gene:AT1G55330	16	21	85	143
gene:AT1G55335	0	0	0	0
gene:AT1G55340	556	569	369	368
gene:AT1G55350	1712	1638	1658	1864
gene:AT1G55360	881	986	1141	1478
gene:AT1G55365	0	0	0	4
gene:AT1G55370	263	291	486	559
gene:AT1G55380	12	14	16	18
gene:AT1G55390	10	4	6	10
gene:AT1G55420	26	18	22	36
gene:AT1G55430	24	18	8	7
gene:AT1G55440	0	2	6	2
gene:AT1G55450	2721	2112	1575	1234
gene:AT1G55460	667	609	623	627
gene:AT1G55475	130	106	85	101
gene:AT1G55480	2376	2837	1896	2375
gene:AT1G55490	5889	6585	6168	7449
gene:AT1G55500	927	733	922	867
gene:AT1G55510	178	188	273	252
gene:AT1G55520	338	310	304	319
gene:AT1G55530	858	811	883	608
gene:AT1G55535	237	237	110	179
gene:AT1G55540	576	517	541	605
gene:AT1G55546	1	2	0	2
gene:AT1G55550	94	131	43	43
gene:AT1G55560	2	0	0	0
gene:AT1G55570	0	0	0	0
gene:AT1G55580	8	16	42	36
gene:AT1G55590	293	298	255	349
gene:AT1G55600	2	0	0	0
gene:AT1G55610	283	299	118	170
gene:AT1G55620	530	432	289	379
gene:AT1G55630	98	129	129	114
gene:AT1G55640	0	0	2	2
gene:AT1G55650	2	3	0	0
gene:AT1G55660	0	0	0	0
gene:AT1G55670	2665	3893	4733	4215
gene:AT1G55673	0	0	0	0
gene:AT1G55675	222	258	252	250
gene:AT1G55680	2253	2157	1768	1965
gene:AT1G55690	497	425	292	411
gene:AT1G55700	2	1	0	4
gene:AT1G55710	2	2	2	2
gene:AT1G55720	1	1	2	1
gene:AT1G55730	402	302	173	253
gene:AT1G55740	387	374	153	219
gene:AT1G55750	325	305	222	272
gene:AT1G55755	0	0	0	0
gene:AT1G55760	75	54	53	53
gene:AT1G55770	0	0	0	2
gene:AT1G55775	15	5	2	0
gene:AT1G55790	0	0	0	0
gene:AT1G55800	4	0	14	8
gene:AT1G55803	1	3	9	6
gene:AT1G55805	249	375	427	388
gene:AT1G55810	552	567	652	767
gene:AT1G55820	324	262	176	211
gene:AT1G55830	275	208	219	241
gene:AT1G55840	1817	1615	929	1121
gene:AT1G55850	5009	4412	2930	2424
gene:AT1G55860	4642	3522	3592	3549
gene:AT1G55865	3	20	9	9
gene:AT1G55870	270	239	157	226
gene:AT1G55880	280	182	245	294
gene:AT1G55890	462	490	467	461
gene:AT1G55900	350	390	234	353
gene:AT1G55910	420	316	75	116
gene:AT1G55915	83	86	40	73
gene:AT1G55917	0	0	0	1
gene:AT1G55920	2770	2222	372	412
gene:AT1G55928	0	2	1	0
gene:AT1G55930	340	338	266	368
gene:AT1G55940	12	10	15	32
gene:AT1G55945	0	0	0	0
gene:AT1G55947	0	0	0	0
gene:AT1G55950	2	0	0	0
gene:AT1G55960	300	281	278	292
gene:AT1G55970	223	195	218	212
gene:AT1G55980	169	177	210	198
gene:AT1G55990	83	72	158	146
gene:AT1G56000	269	326	329	354
gene:AT1G56010	1196	1144	220	327
gene:AT1G56020	137	132	126	147
gene:AT1G56030	0	0	0	0
gene:AT1G56040	0	0	0	0
gene:AT1G56045	1908	2063	1349	1519
gene:AT1G56050	434	437	400	465
gene:AT1G56060	45	46	28	11
gene:AT1G56070	27819	27134	24473	23490
gene:AT1G56080	92	103	56	42
gene:AT1G56085	0	0	0	2
gene:AT1G56090	147	167	147	156
gene:AT1G56100	0	1	0	0
gene:AT1G56105	0	0	0	0
gene:AT1G56110	2272	2284	1255	1764
gene:AT1G56120	163	144	99	58
gene:AT1G56130	84	56	52	84
gene:AT1G56140	903	743	567	692
gene:AT1G56145	543	454	287	464
gene:AT1G56150	176	187	94	82
gene:AT1G56160	13	4	6	5
gene:AT1G56170	0	0	0	0
gene:AT1G56180	273	258	325	297
gene:AT1G56190	3659	4181	2859	3490
gene:AT1G56200	1947	2297	1870	1991
gene:AT1G56210	162	191	200	251
gene:AT1G56220	3996	4075	8596	7313
gene:AT1G56225	0	0	0	0
gene:AT1G56230	400	381	374	482
gene:AT1G56233	0	0	0	0
gene:AT1G56240	67	43	36	11
gene:AT1G56250	27	15	10	10
gene:AT1G56260	43	43	32	56
gene:AT1G56270	2	0	0	0
gene:AT1G56280	7993	7502	7960	8849
gene:AT1G56290	288	254	245	280
gene:AT1G56300	729	795	771	655
gene:AT1G56310	159	191	146	185
gene:AT1G56320	32	28	32	32
gene:AT1G56330	1858	1677	1053	1187
gene:AT1G56340	5926	5536	2228	3150
gene:AT1G56345	97	84	74	81
gene:AT1G56350	100	119	88	144
gene:AT1G56360	0	0	0	0
gene:AT1G56380	0	0	0	0
gene:AT1G56385	0	0	0	0
gene:AT1G56400	0	0	0	0
gene:AT1G56410	42	24	38	38
gene:AT1G56415	0	0	0	0
gene:AT1G56418	0	0	0	0
gene:AT1G56420	97	120	107	139
gene:AT1G56423	319	223	244	243
gene:AT1G56430	2	8	94	82
gene:AT1G56440	333	267	193	175
gene:AT1G56450	1885	1834	1133	1152
gene:AT1G56460	828	754	511	661
gene:AT1G56500	1267	1294	1549	1920
gene:AT1G56510	984	955	1126	1061
gene:AT1G56520	361	390	409	347
gene:AT1G56530	2	0	0	0
gene:AT1G56540	35	31	65	48
gene:AT1G56550	66	37	74	119
gene:AT1G56553	0	0	0	0
gene:AT1G56555	8	4	3	2
gene:AT1G56560	578	503	461	519
gene:AT1G56570	76	93	111	109
gene:AT1G56580	0	0	0	0
gene:AT1G56590	422	355	290	299
gene:AT1G56600	7	11	36	31
gene:AT1G56610	334	298	207	280
gene:AT1G56620	0	0	0	0
gene:AT1G56630	6	8	30	35
gene:AT1G56650	14	4	4	6
gene:AT1G56660	630	556	46	105
gene:AT1G56670	18	28	23	35
gene:AT1G56680	93	119	44	55
gene:AT1G56690	94	95	90	90
gene:AT1G56700	703	724	782	785
gene:AT1G56710	143	69	25	24
gene:AT1G56720	152	150	307	599
gene:AT1G57540	117	127	91	89
gene:AT1G57550	6	1	0	0
gene:AT1G57560	60	56	34	27
gene:AT1G57565	0	0	0	0
gene:AT1G57570	0	8	6	9
gene:AT1G57580	0	0	0	0
gene:AT1G57590	114	113	119	124
gene:AT1G57600	218	324	110	181
gene:AT1G57610	395	414	322	343
gene:AT1G57613	0	0	0	0
gene:AT1G57620	281	345	201	271
gene:AT1G57630	649	452	0	14
gene:AT1G57650	24	12	0	0
gene:AT1G57660	2133	2444	1761	2128
gene:AT1G57670	2	0	2	6
gene:AT1G57680	1367	1396	2992	4157
gene:AT1G57690	0	0	0	0
gene:AT1G57700	273	221	140	193
gene:AT1G57720	6340	6398	4866	5474
gene:AT1G57730	0	0	0	0
gene:AT1G57750	2	2	0	2
gene:AT1G57760	0	0	0	0
gene:AT1G57765	303	271	200	300
gene:AT1G57770	676	633	887	821
gene:AT1G57775	0	0	0	0
gene:AT1G57777	0	0	0	0
gene:AT1G57780	0	0	0	0
gene:AT1G57790	207	175	143	177
gene:AT1G57800	4	1	0	0
gene:AT1G57820	596	552	311	379
gene:AT1G57830	0	0	0	0
gene:AT1G57850	2	0	4	8
gene:AT1G57860	1227	1392	1090	1399
gene:AT1G57870	570	632	426	476
gene:AT1G57906	2	0	0	0
gene:AT1G57943	4	4	6	4
gene:AT1G57980	22	11	114	177
gene:AT1G57990	789	508	3312	2248
gene:AT1G58007	16	12	2	11
gene:AT1G58025	508	539	449	483
gene:AT1G58030	1638	1495	1747	1800
gene:AT1G58037	2	6	4	18
gene:AT1G58050	2	2	2	8
gene:AT1G58055	0	0	0	0
gene:AT1G58060	771	694	566	659
gene:AT1G58070	79	62	114	122
gene:AT1G58080	2163	2186	1420	1555
gene:AT1G58090	0	0	0	0
gene:AT1G58100	708	696	856	1016
gene:AT1G58110	784	766	803	889
gene:AT1G58120	0	0	9	6
gene:AT1G58150	41	47	77	80
gene:AT1G58160	34	51	19	19
gene:AT1G58170	108	76	28	32
gene:AT1G58180	1253	1034	1715	1880
gene:AT1G58190	222	189	247	192
gene:AT1G58200	1018	1147	1671	1827
gene:AT1G58210	113	116	150	208
gene:AT1G58215	0	0	0	2
gene:AT1G58220	155	81	167	194
gene:AT1G58223	0	0	0	0
gene:AT1G58225	228	189	0	9
gene:AT1G58230	1299	1172	987	1062
gene:AT1G58235	239	280	440	506
gene:AT1G58242	0	0	0	0
gene:AT1G58245	0	0	0	0
gene:AT1G58248	0	0	0	0
gene:AT1G58250	1929	1502	1019	1189
gene:AT1G58260	0	0	0	0
gene:AT1G58265	0	0	0	0
gene:AT1G58270	756	762	2251	1998
gene:AT1G58280	848	681	92	96
gene:AT1G58290	3415	3537	2033	1955
gene:AT1G58300	2	1	6	5
gene:AT1G58310	0	0	0	0
gene:AT1G58320	0	0	2	2
gene:AT1G58330	2	4	0	0
gene:AT1G58340	116	112	134	208
gene:AT1G58350	759	778	406	616
gene:AT1G58360	1872	1441	1550	1980
gene:AT1G58370	126	167	136	176
gene:AT1G58380	1871	1653	1425	1565
gene:AT1G58390	13	8	2	2
gene:AT1G58400	172	132	83	107
gene:AT1G58410	105	81	49	91
gene:AT1G58420	72	64	20	2
gene:AT1G58430	0	0	0	0
gene:AT1G58440	510	688	598	728
gene:AT1G58450	0	0	0	0
gene:AT1G58460	0	1	6	12
gene:AT1G58470	129	91	145	166
gene:AT1G58525	0	0	0	0
gene:AT1G58520	217	200	144	120
gene:AT1G58602	5467	4448	4513	4999
gene:AT1G58643	11	7	3	0
gene:AT1G58684	2379	2451	2044	2142
gene:AT1G58725	0	0	0	2
gene:AT1G58766	1	1	0	1
gene:AT1G58807	2365	2000	2080	2247
gene:AT1G58848	1767	1684	2092	1916
gene:AT1G58936	16	4	0	0
gene:AT1G58983	2536	2500	1947	2116
gene:AT1G59030	0	0	0	0
gene:AT1G59077	0	2	0	2
gene:AT1G59124	2355	2026	2187	2194
gene:AT1G59171	2	2	0	0
gene:AT1G59218	1774	1689	1915	1815
gene:AT1G59312	2	10	0	0
gene:AT1G59359	2597	2456	2039	2024
gene:AT1G59406	0	0	0	0
gene:AT1G59453	0	5	0	0
gene:AT1G59460	0	0	0	0
gene:AT1G59470	0	0	0	0
gene:AT1G59500	0	0	0	0
gene:AT1G59510	60	42	36	50
gene:AT1G59520	366	318	255	292
gene:AT1G59530	2	6	2	0
gene:AT1G59540	210	178	114	165
gene:AT1G59550	0	0	2	0
gene:AT1G59560	114	107	78	121
gene:AT1G59580	829	719	572	623
gene:AT1G59590	266	144	188	95
gene:AT1G59600	349	334	225	253
gene:AT1G59610	1975	1980	1476	1757
gene:AT1G59620	387	363	265	414
gene:AT1G59630	0	0	0	0
gene:AT1G59640	79	60	50	48
gene:AT1G59650	460	426	353	338
gene:AT1G59660	227	133	88	139
gene:AT1G59670	9	2	0	2
gene:AT1G59675	0	0	1	0
gene:AT1G59680	0	0	0	0
gene:AT1G59690	0	0	0	0
gene:AT1G59700	867	882	411	354
gene:AT1G59710	736	748	447	919
gene:AT1G59720	49	50	109	81
gene:AT1G59722	0	0	0	0
gene:AT1G59723	0	0	0	0
gene:AT1G59724	0	0	0	0
gene:AT1G59725	2	12	5	3
gene:AT1G59730	60	42	6	13
gene:AT1G59740	588	450	236	355
gene:AT1G59750	1224	1223	1240	1491
gene:AT1G59760	1038	817	846	983
gene:AT1G59780	40	39	32	59
gene:AT1G59790	4	2	0	2
gene:AT1G59800	0	0	0	0
gene:AT1G59810	4	0	0	0
gene:AT1G59820	1030	754	705	873
gene:AT1G59830	690	665	780	1005
gene:AT1G59833	0	0	0	0
gene:AT1G59835	0	0	0	0
gene:AT1G59840	231	296	382	449
gene:AT1G59850	6	14	15	28
gene:AT1G59860	12	22	36	8
gene:AT1G59865	8	4	6	0
gene:AT1G59870	31699	27783	20884	20174
gene:AT1G59885	0	0	0	0
gene:AT1G59890	1048	871	676	852
gene:AT1G59900	3612	3740	2511	2991
gene:AT1G59910	732	543	759	672
gene:AT1G59920	0	2	0	0
gene:AT1G59930	2	2	0	0
gene:AT1G59940	13	46	25	48
gene:AT1G59950	19	4	0	4
gene:AT1G59960	1036	907	219	345
gene:AT1G59970	182	198	125	138
gene:AT1G59980	135	140	114	135
gene:AT1G59990	471	407	604	738
gene:AT1G60000	1047	1200	851	1111
gene:AT1G60010	758	727	912	1046
gene:AT1G60030	65	65	15	21
gene:AT1G60040	0	0	0	0
gene:AT1G60050	0	0	0	0
gene:AT1G60060	120	126	14	75
gene:AT1G60070	1646	1808	1267	1501
gene:AT1G60080	151	157	103	172
gene:AT1G60090	2	0	5	2
gene:AT1G60095	25	32	32	10
gene:AT1G60110	169	184	24	24
gene:AT1G60130	63	54	4	8
gene:AT1G60140	2200	1920	3043	2556
gene:AT1G60160	843	876	939	903
gene:AT1G60170	811	801	846	861
gene:AT1G60190	14	8	20	36
gene:AT1G60200	1747	1754	1249	1652
gene:AT1G60220	695	616	344	464
gene:AT1G60230	238	242	291	354
gene:AT1G60240	0	0	0	0
gene:AT1G60250	0	0	0	0
gene:AT1G60260	652	723	746	929
gene:AT1G60270	57	65	88	175
gene:AT1G60280	0	0	0	0
gene:AT1G60300	0	0	0	0
gene:AT1G60320	0	0	0	0
gene:AT1G60340	0	0	0	0
gene:AT1G60350	0	0	4	1
gene:AT1G60360	15	37	8	20
gene:AT1G60370	0	0	0	0
gene:AT1G60380	0	0	0	0
gene:AT1G60390	554	421	164	227
gene:AT1G60400	0	0	0	0
gene:AT1G60410	0	0	0	0
gene:AT1G60420	2122	1821	1000	1081
gene:AT1G60430	204	231	182	181
gene:AT1G60440	311	295	277	391
gene:AT1G60450	4	0	0	0
gene:AT1G60460	24	27	28	18
gene:AT1G60470	8	5	52	16
gene:AT1G60490	988	850	672	821
gene:AT1G60500	1	2	0	2
gene:AT1G60530	95	108	121	177
gene:AT1G60550	556	633	671	776
gene:AT1G60560	230	189	257	240
gene:AT1G60570	0	0	0	0
gene:AT1G60590	405	372	315	296
gene:AT1G60600	415	546	422	529
gene:AT1G60610	302	256	160	169
gene:AT1G60620	241	216	148	162
gene:AT1G60625	0	0	0	0
gene:AT1G60630	105	135	103	173
gene:AT1G60640	414	362	138	233
gene:AT1G60650	351	344	257	293
gene:AT1G60660	179	186	162	213
gene:AT1G60670	235	269	237	248
gene:AT1G60680	472	442	216	273
gene:AT1G60690	107	115	175	156
gene:AT1G60700	82	94	107	120
gene:AT1G60710	2978	2854	1415	1704
gene:AT1G60720	0	0	1	0
gene:AT1G60730	3802	2973	941	854
gene:AT1G60740	196	166	135	123
gene:AT1G60750	6	5	4	7
gene:AT1G60760	0	0	0	0
gene:AT1G60770	813	781	523	668
gene:AT1G60780	1651	1733	1127	1463
gene:AT1G60783	0	0	0	0
gene:AT1G60787	3	6	2	3
gene:AT1G60790	162	152	227	276
gene:AT1G60800	746	643	904	996
gene:AT1G60810	252	342	301	371
gene:AT1G60815	0	0	0	0
gene:AT1G60830	66	55	35	39
gene:AT1G60850	262	236	146	266
gene:AT1G60860	410	436	182	304
gene:AT1G60870	1052	907	828	1008
gene:AT1G60880	2	0	0	0
gene:AT1G60890	1267	1113	276	314
gene:AT1G60900	1525	1324	1114	1291
gene:AT1G60913	0	0	0	0
gene:AT1G60920	0	0	0	0
gene:AT1G60930	149	133	69	61
gene:AT1G60940	1144	1167	755	884
gene:AT1G60950	16014	20246	18361	19706
gene:AT1G60960	329	250	177	188
gene:AT1G60970	3	4	0	0
gene:AT1G60980	0	3	0	1
gene:AT1G60983	0	0	0	0
gene:AT1G60985	0	0	0	0
gene:AT1G60986	0	0	0	0
gene:AT1G60987	0	0	0	0
gene:AT1G60990	312	332	404	420
gene:AT1G60989	0	0	0	0
gene:AT1G60995	408	466	274	374
gene:AT1G61000	140	135	69	61
gene:AT1G61010	889	803	864	769
gene:AT1G61030	342	296	281	347
gene:AT1G61040	672	605	537	745
gene:AT1G61050	46	42	25	60
gene:AT1G61060	0	0	0	0
gene:AT1G61065	65	85	68	95
gene:AT1G61070	0	0	0	0
gene:AT1G61080	2	0	2	8
gene:AT1G61090	0	0	0	0
gene:AT1G61093	0	0	0	0
gene:AT1G61095	0	2	0	0
gene:AT1G61097	0	0	0	0
gene:AT1G61100	1817	1735	2215	4655
gene:AT1G61105	0	0	0	0
gene:AT1G61110	0	3	0	0
gene:AT1G61120	1129	532	2	32
gene:AT1G61130	0	2	0	0
gene:AT1G61140	885	836	504	572
gene:AT1G61150	753	765	522	609
gene:AT1G61160	0	0	0	0
gene:AT1G61165	0	0	1	0
gene:AT1G61170	135	100	232	415
gene:AT1G61180	683	726	659	699
gene:AT1G61190	2446	2275	2033	2518
gene:AT1G61200	0	0	2	0
gene:AT1G61210	612	556	287	425
gene:AT1G61215	30	34	38	105
gene:AT1G61230	2	15	4	9
gene:AT1G61240	176	172	156	160
gene:AT1G61250	1568	1453	848	878
gene:AT1G61255	6	17	6	6
gene:AT1G61260	103	69	142	159
gene:AT1G61270	0	0	0	0
gene:AT1G61280	16	10	12	28
gene:AT1G61290	0	0	10	0
gene:AT1G61300	853	827	932	1173
gene:AT1G61310	332	317	303	322
gene:AT1G61320	4	0	20	6
gene:AT1G61330	0	0	0	0
gene:AT1G61340	91	60	178	45
gene:AT1G61350	469	427	400	561
gene:AT1G61360	583	465	185	218
gene:AT1G61370	139	90	65	66
gene:AT1G61380	1652	1275	182	201
gene:AT1G61390	53	22	12	15
gene:AT1G61400	70	75	63	87
gene:AT1G61410	71	65	42	30
gene:AT1G61415	8	7	3	3
gene:AT1G61420	325	215	85	76
gene:AT1G61430	305	226	175	268
gene:AT1G61440	77	63	12	10
gene:AT1G61450	23	36	17	31
gene:AT1G61460	39	46	43	55
gene:AT1G61470	14	16	4	12
gene:AT1G61475	0	3	0	0
gene:AT1G61480	10	7	33	31
gene:AT1G61490	108	101	73	100
gene:AT1G61500	64	62	73	94
gene:AT1G61520	10165	13541	22651	19519
gene:AT1G61540	0	0	0	0
gene:AT1G61550	26	19	2	11
gene:AT1G61560	181	104	86	107
gene:AT1G61562	0	0	0	0
gene:AT1G61563	0	0	0	0
gene:AT1G61565	0	0	0	0
gene:AT1G61566	0	0	0	0
gene:AT1G61570	368	398	301	382
gene:AT1G61575	0	0	4	2
gene:AT1G61580	447	432	270	299
gene:AT1G61590	48	112	170	230
gene:AT1G61600	136	135	73	113
gene:AT1G61610	214	197	26	18
gene:AT1G61620	871	798	649	801
gene:AT1G61630	0	1	0	0
gene:AT1G61640	259	204	140	182
gene:AT1G61660	527	473	460	470
gene:AT1G61667	218	171	161	281
gene:AT1G61670	806	717	719	863
gene:AT1G61680	1	8	4	4
gene:AT1G61688	0	0	0	0
gene:AT1G61690	1361	1136	1063	1266
gene:AT1G61700	0	4	0	0
gene:AT1G61710	8	4	2	9
gene:AT1G61720	0	1	0	0
gene:AT1G61730	1046	1036	854	910
gene:AT1G61740	1423	1422	2065	2595
gene:AT1G61750	16	10	12	16
gene:AT1G61760	50	40	20	18
gene:AT1G61770	862	964	474	534
gene:AT1G61780	436	373	334	331
gene:AT1G61790	1749	1819	1279	1271
gene:AT1G61795	19	9	41	55
gene:AT1G61800	2631	1272	35	14
gene:AT1G61810	242	114	83	130
gene:AT1G61820	383	187	339	388
gene:AT1G61840	23	40	30	38
gene:AT1G61850	1369	1071	594	899
gene:AT1G61860	11	12	20	13
gene:AT1G61870	843	886	684	762
gene:AT1G61890	852	829	3918	1590
gene:AT1G61900	339	307	947	1229
gene:AT1G61920	2	2	0	0
gene:AT1G61930	26	20	8	18
gene:AT1G61940	0	0	0	0
gene:AT1G61950	0	0	6	2
gene:AT1G61960	108	122	112	96
gene:AT1G61970	98	104	96	115
gene:AT1G61980	191	148	145	218
gene:AT1G61990	274	287	268	348
gene:AT1G62000	12	0	0	0
gene:AT1G62010	53	91	84	116
gene:AT1G62020	2187	1911	1654	2015
gene:AT1G62030	96	58	108	153
gene:AT1G62040	316	283	306	315
gene:AT1G62045	33	30	66	79
gene:AT1G62050	155	144	166	234
gene:AT1G62060	0	0	0	0
gene:AT1G62070	0	0	0	0
gene:AT1G62080	0	0	0	0
gene:AT1G62085	88	80	103	142
gene:AT1G62110	142	74	98	102
