Geneid	WT_AGO1-1	WT_AGO1-2	deltaN-1	deltaN-2
gene:AT1G17600	57	39	43	98
gene:AT1G17610	5	1	1	7
gene:AT1G17615	0	0	0	0
gene:AT1G17620	776	883	861	1316
gene:AT1G17630	57	66	69	59
gene:AT1G17640	117	137	156	127
gene:AT1G17650	461	544	393	492
gene:AT1G17665	262	289	284	294
gene:AT1G17680	478	549	450	551
gene:AT1G17690	506	458	421	580
gene:AT1G17700	44	28	28	36
gene:AT1G17710	24	54	63	19
gene:AT1G17720	965	1152	971	1338
gene:AT1G17730	314	412	347	431
gene:AT1G17744	0	0	0	0
gene:AT1G17745	633	952	656	825
gene:AT1G17750	64	94	77	76
gene:AT1G17760	332	438	352	421
gene:AT1G17770	0	0	0	0
gene:AT1G17780	263	291	251	353
gene:AT1G17790	185	243	196	217
gene:AT1G17800	0	0	0	0
gene:AT1G17810	4	2	12	2
gene:AT1G17820	273	311	240	290
gene:AT1G17830	51	91	50	34
gene:AT1G17840	1172	1312	1046	1269
gene:AT1G17850	320	397	261	370
gene:AT1G17860	680	887	670	832
gene:AT1G17870	137	96	91	64
gene:AT1G17880	1769	1945	1866	2121
gene:AT1G17890	443	476	434	585
gene:AT1G17910	0	0	0	0
gene:AT1G17920	77	84	69	116
gene:AT1G17930	172	193	202	182
gene:AT1G17940	212	215	176	308
gene:AT1G17950	22	25	12	23
gene:AT1G17960	42	63	25	51
gene:AT1G17970	253	319	254	239
gene:AT1G17980	765	929	688	801
gene:AT1G17990	736	930	890	1056
gene:AT1G18000	620	842	525	568
gene:AT1G18010	717	790	529	516
gene:AT1G18020	713	877	924	1020
gene:AT1G18030	203	266	212	199
gene:AT1G18040	142	179	102	134
gene:AT1G18050	1	4	0	2
gene:AT1G18060	522	704	606	567
gene:AT1G18070	1555	1964	1689	1918
gene:AT1G18080	4655	5558	5422	5659
gene:AT1G18090	58	101	48	94
gene:AT1G18100	46	43	27	27
gene:AT1G18130	0	0	0	0
gene:AT1G18140	29	44	22	50
gene:AT1G18150	606	700	555	600
gene:AT1G18160	693	930	748	993
gene:AT1G18170	539	661	467	631
gene:AT1G18180	46	78	57	47
gene:AT1G18190	256	364	243	346
gene:AT1G18193	13	4	8	4
gene:AT1G18197	0	6	2	7
gene:AT1G18200	64	98	40	38
gene:AT1G18210	832	961	1023	1151
gene:AT1G18220	0	0	0	0
gene:AT1G18250	176	198	151	214
gene:AT1G18260	876	1049	871	996
gene:AT1G18265	154	174	113	116
gene:AT1G18270	1076	1226	1503	1818
gene:AT1G18280	4	4	8	0
gene:AT1G18290	12	8	12	12
gene:AT1G18300	205	210	99	105
gene:AT1G18310	0	8	0	1
gene:AT1G18320	27	28	23	30
gene:AT1G18330	251	184	141	39
gene:AT1G18335	82	77	60	93
gene:AT1G18340	89	103	93	97
gene:AT1G18350	0	4	2	2
gene:AT1G18360	193	263	222	263
gene:AT1G18370	268	306	208	314
gene:AT1G18390	271	318	345	324
gene:AT1G18400	36	32	29	101
gene:AT1G18410	7	3	9	10
gene:AT1G18420	139	167	130	202
gene:AT1G18440	181	187	172	218
gene:AT1G18450	530	586	570	656
gene:AT1G18460	471	430	571	568
gene:AT1G18470	568	661	698	619
gene:AT1G18480	364	470	463	517
gene:AT1G18485	559	594	565	626
gene:AT1G18486	0	1	0	0
gene:AT1G18490	171	221	172	210
gene:AT1G18500	1589	1893	1673	2000
gene:AT1G18510	6	1	0	0
gene:AT1G18520	0	0	0	0
gene:AT1G18530	0	0	0	0
gene:AT1G18540	3451	3825	3537	3978
gene:AT1G18550	104	121	60	121
gene:AT1G18560	96	154	122	104
gene:AT1G18570	531	644	271	157
gene:AT1G18580	317	416	394	480
gene:AT1G18590	537	574	343	339
gene:AT1G18600	184	235	283	293
gene:AT1G18610	182	178	211	216
gene:AT1G18620	1044	1260	1284	1944
gene:AT1G18630	71	106	100	128
gene:AT1G18640	276	279	351	359
gene:AT1G18650	292	303	257	381
gene:AT1G18660	807	989	757	841
gene:AT1G18670	223	312	267	387
gene:AT1G18680	62	95	81	109
gene:AT1G18690	163	169	199	201
gene:AT1G18700	491	610	459	654
gene:AT1G18710	480	794	401	175
gene:AT1G18720	1483	1812	1607	1627
gene:AT1G18730	1758	2125	1624	1913
gene:AT1G18740	436	458	416	485
gene:AT1G18750	74	69	78	111
gene:AT1G18760	0	0	0	0
gene:AT1G18770	0	0	0	0
gene:AT1G18773	44	40	74	48
gene:AT1G18780	2	2	0	0
gene:AT1G18790	0	0	0	0
gene:AT1G18800	414	540	428	530
gene:AT1G18810	128	167	124	107
gene:AT1G18830	4	8	6	9
gene:AT1G18835	2	4	4	2
gene:AT1G18840	430	491	426	553
gene:AT1G18850	280	289	264	301
gene:AT1G18860	43	60	50	59
gene:AT1G18870	42	61	41	40
gene:AT1G18871	0	0	0	0
gene:AT1G18880	352	449	354	474
gene:AT1G18890	516	575	499	551
gene:AT1G18900	369	453	350	454
gene:AT1G18910	232	268	241	292
gene:AT1G18940	32	34	21	19
gene:AT1G18950	576	751	583	750
gene:AT1G18960	2	2	0	0
gene:AT1G18970	0	0	1	0
gene:AT1G18975	0	0	0	0
gene:AT1G18980	1	3	4	5
gene:AT1G18990	31	29	12	14
gene:AT1G19000	4082	4516	4569	3977
gene:AT1G19010	133	181	134	175
gene:AT1G19020	347	497	474	216
gene:AT1G19025	86	97	67	70
gene:AT1G19040	6	11	2	0
gene:AT1G19050	206	215	569	312
gene:AT1G19060	0	0	0	0
gene:AT1G19080	93	110	95	140
gene:AT1G19070	0	0	0	0
gene:AT1G19086	0	0	0	0
gene:AT1G19090	0	0	0	0
gene:AT1G19100	170	209	156	195
gene:AT1G19110	673	795	774	876
gene:AT1G19115	7	1	1	8
gene:AT1G19120	221	336	321	368
gene:AT1G19130	304	400	386	432
gene:AT1G19140	379	432	320	344
gene:AT1G19150	1936	2449	1955	2238
gene:AT1G19160	6	5	6	7
gene:AT1G19170	192	214	195	195
gene:AT1G19180	1989	2768	990	558
gene:AT1G19190	14	32	16	26
gene:AT1G19200	65	105	112	50
gene:AT1G19210	6	4	4	4
gene:AT1G19220	378	466	430	548
gene:AT1G19230	92	131	68	107
gene:AT1G19240	73	133	109	128
gene:AT1G19250	2	4	2	4
gene:AT1G19260	0	0	0	0
gene:AT1G19270	230	278	186	287
gene:AT1G19290	187	208	220	256
gene:AT1G19300	274	345	253	204
gene:AT1G19310	222	343	364	218
gene:AT1G19320	0	4	2	2
gene:AT1G19330	259	311	237	231
gene:AT1G19340	54	103	51	59
gene:AT1G19350	2097	2469	2403	2453
gene:AT1G19360	419	416	350	591
gene:AT1G19370	442	529	560	697
gene:AT1G19380	112	238	220	224
gene:AT1G19390	0	3	2	0
gene:AT1G19394	0	0	0	0
gene:AT1G19396	5	7	13	6
gene:AT1G19397	0	0	0	0
gene:AT1G19400	1382	1422	1772	1594
gene:AT1G19410	2	2	2	3
gene:AT1G19430	454	452	503	555
gene:AT1G19440	356	401	518	688
gene:AT1G19450	287	313	333	385
gene:AT1G19460	0	0	0	0
gene:AT1G19470	0	0	0	0
gene:AT1G19480	131	111	115	124
gene:AT1G19485	282	434	300	352
gene:AT1G19490	32	48	18	37
gene:AT1G19500	0	0	0	0
gene:AT1G19510	68	61	63	91
gene:AT1G19520	705	672	800	804
gene:AT1G19530	237	243	342	567
gene:AT1G19540	61	106	109	171
gene:AT1G19550	0	0	0	0
gene:AT1G19565	8	4	11	1
gene:AT1G19570	2790	3717	3728	4565
gene:AT1G19580	418	470	516	589
gene:AT1G19600	726	959	871	846
gene:AT1G19610	24	48	50	32
gene:AT1G19630	14	21	10	10
gene:AT1G19620	0	0	0	0
gene:AT1G19640	6	14	0	6
gene:AT1G19650	205	303	162	208
gene:AT1G19660	3515	3861	3120	3430
gene:AT1G19670	1155	1885	1780	1614
gene:AT1G19680	468	544	568	661
gene:AT1G19690	157	187	112	185
gene:AT1G19700	583	725	407	539
gene:AT1G19710	158	205	173	238
gene:AT1G19715	868	974	744	902
gene:AT1G19720	1175	1366	1109	1381
gene:AT1G19730	116	126	175	158
gene:AT1G19740	1744	1951	1896	1683
gene:AT1G19750	31	40	22	37
gene:AT1G19770	2909	3725	2979	2383
gene:AT1G19780	6	8	1	2
gene:AT1G19790	18	23	20	24
gene:AT1G19800	577	643	545	650
gene:AT1G19830	4	10	10	14
gene:AT1G19835	1545	1855	1658	2625
gene:AT1G19840	30	27	40	38
gene:AT1G19850	355	393	353	478
gene:AT1G19860	229	271	209	268
gene:AT1G19870	1496	1843	1543	1950
gene:AT1G19880	694	672	703	766
gene:AT1G19890	0	0	0	0
gene:AT1G19900	56	70	46	46
gene:AT1G19910	1422	1647	1962	1839
gene:AT1G19920	1113	1322	938	1264
gene:AT1G19930	0	0	0	0
gene:AT1G19940	10	25	22	27
gene:AT1G19950	104	114	86	73
gene:AT1G19960	106	99	95	229
gene:AT1G19970	72	67	71	66
gene:AT1G19980	84	108	97	106
gene:AT1G19990	126	137	121	147
gene:AT1G20000	0	0	0	0
gene:AT1G20010	2592	3104	2959	3607
gene:AT1G20020	15347	19203	13875	17253
gene:AT1G20030	92	152	89	103
gene:AT1G20050	638	759	642	873
gene:AT1G20060	54	105	34	80
gene:AT1G20065	6	15	2	4
gene:AT1G20070	30	50	49	49
gene:AT1G20080	10	8	2	9
gene:AT1G20090	860	967	1082	1730
gene:AT1G20100	1066	1201	984	1030
gene:AT1G20110	1113	1387	1355	1448
gene:AT1G20120	33	47	48	38
gene:AT1G20130	0	0	0	0
gene:AT1G20132	0	0	0	0
gene:AT1G20135	0	0	0	0
gene:AT1G20140	155	165	146	133
gene:AT1G20150	2	0	0	0
gene:AT1G20160	455	485	377	505
gene:AT1G20180	0	4	0	0
gene:AT1G20190	269	346	268	272
gene:AT1G20200	845	1013	880	1005
gene:AT1G20220	959	1099	989	927
gene:AT1G20225	483	510	479	480
gene:AT1G20230	92	72	62	90
gene:AT1G20240	4	3	0	0
gene:AT1G20260	2514	3057	2773	3280
gene:AT1G20270	227	210	158	225
gene:AT1G20280	0	0	0	0
gene:AT1G20290	0	8	2	0
gene:AT1G20300	219	250	216	247
gene:AT1G20310	22	32	10	6
gene:AT1G20320	2	2	0	0
gene:AT1G20330	2567	2671	3227	4198
gene:AT1G20340	25828	29912	28205	32585
gene:AT1G20350	60	69	36	37
gene:AT1G20360	0	0	0	0
gene:AT1G20370	354	384	303	320
gene:AT1G20380	124	103	74	137
gene:AT1G20400	14	14	10	10
gene:AT1G20405	0	0	0	0
gene:AT1G20410	162	191	176	239
gene:AT1G20430	270	274	297	427
gene:AT1G20440	6688	7832	6661	6767
gene:AT1G20450	1803	2149	1921	1987
gene:AT1G20460	159	163	211	216
gene:AT1G20470	60	60	42	49
gene:AT1G20480	53	53	46	60
gene:AT1G20490	159	169	178	199
gene:AT1G20500	0	0	0	0
gene:AT1G20510	1584	2361	1228	901
gene:AT1G20520	12	18	7	8
gene:AT1G20530	32	43	25	26
gene:AT1G20540	253	252	280	294
gene:AT1G20550	73	78	54	89
gene:AT1G20560	642	664	619	713
gene:AT1G20570	29	35	31	26
gene:AT1G20575	206	259	220	269
gene:AT1G20580	627	713	608	669
gene:AT1G20590	7	16	18	18
gene:AT1G20600	7	11	4	6
gene:AT1G20610	108	117	139	162
gene:AT1G20620	25367	25057	28201	28300
gene:AT1G20630	1613	2002	2049	1748
gene:AT1G20640	358	456	342	332
gene:AT1G20650	331	416	409	481
gene:AT1G20670	380	527	391	522
gene:AT1G20680	0	2	0	0
gene:AT1G20683	0	0	0	0
gene:AT1G20687	0	0	0	0
gene:AT1G20690	114	84	72	122
gene:AT1G20693	2680	3033	2440	2801
gene:AT1G20696	2481	2724	2294	2468
gene:AT1G20700	20	22	14	32
gene:AT1G20710	0	0	0	0
gene:AT1G20720	55	49	60	82
gene:AT1G20730	0	0	0	0
gene:AT1G20735	0	0	0	0
gene:AT1G20740	0	0	0	0
gene:AT1G20750	0	0	0	0
gene:AT1G20760	983	1193	1187	1373
gene:AT1G20770	247	245	259	320
gene:AT1G20780	597	734	729	1211
gene:AT1G20790	0	0	0	0
gene:AT1G20795	0	0	0	0
gene:AT1G20800	0	0	0	0
gene:AT1G20803	0	0	0	0
gene:AT1G20810	511	639	413	547
gene:AT1G20816	99	96	81	88
gene:AT1G20823	69	85	28	60
gene:AT1G20830	228	242	211	232
gene:AT1G20840	1781	2085	1810	2106
gene:AT1G20850	837	893	658	838
gene:AT1G20860	0	0	2	2
gene:AT1G20870	39	45	24	57
gene:AT1G20875	0	0	0	0
gene:AT1G20880	254	309	339	352
gene:AT1G20890	114	128	133	124
gene:AT1G20900	151	206	169	245
gene:AT1G20910	189	250	188	261
gene:AT1G20920	1004	1435	1070	1470
gene:AT1G20923	0	0	0	0
gene:AT1G20925	0	2	7	0
gene:AT1G20930	122	111	83	143
gene:AT1G20940	0	0	0	0
gene:AT1G20950	617	769	654	775
gene:AT1G20960	3384	4251	4233	4176
gene:AT1G20970	1395	2127	1694	2910
gene:AT1G20980	1860	2311	2058	2197
gene:AT1G20990	31	48	24	52
gene:AT1G21000	876	1112	977	599
gene:AT1G21010	234	277	159	141
gene:AT1G21050	98	125	152	153
gene:AT1G21060	252	292	242	273
gene:AT1G21065	858	895	790	919
gene:AT1G21070	133	153	133	184
gene:AT1G21080	591	668	712	802
gene:AT1G21090	129	132	107	127
gene:AT1G21100	999	1180	1100	729
gene:AT1G21110	365	380	409	296
gene:AT1G21120	119	171	127	79
gene:AT1G21130	4361	5233	5465	3682
gene:AT1G21140	22	38	32	20
gene:AT1G21150	36	54	48	62
gene:AT1G21160	435	475	384	576
gene:AT1G21170	260	388	284	401
gene:AT1G21190	306	329	275	375
gene:AT1G21200	207	195	213	232
gene:AT1G21210	27	13	16	4
gene:AT1G21230	2	0	0	0
gene:AT1G21240	0	16	4	23
gene:AT1G21245	0	0	0	0
gene:AT1G21250	279	284	340	1525
gene:AT1G21270	357	402	359	1174
gene:AT1G21280	0	0	0	0
gene:AT1G21310	10662	14106	10837	13375
gene:AT1G21313	0	0	0	0
gene:AT1G21320	4	0	6	0
gene:AT1G21323	0	0	0	0
gene:AT1G21326	12	20	28	25
gene:AT1G21340	4	2	3	7
gene:AT1G21350	427	518	427	421
gene:AT1G21360	17	31	25	23
gene:AT1G21370	168	212	213	275
gene:AT1G21380	758	983	852	999
gene:AT1G21390	137	105	122	110
gene:AT1G21395	0	0	0	0
gene:AT1G21400	1752	1662	2232	1876
gene:AT1G21410	421	468	341	325
gene:AT1G21430	0	0	0	0
gene:AT1G21440	600	626	536	728
gene:AT1G21450	1102	1098	952	876
gene:AT1G21460	102	135	82	89
gene:AT1G21470	2	0	0	2
gene:AT1G21480	226	238	234	263
gene:AT1G21475	0	0	1	0
gene:AT1G21500	953	1190	894	842
gene:AT1G21510	18	14	16	18
gene:AT1G21520	330	285	258	177
gene:AT1G21528	0	0	2	0
gene:AT1G21530	4	0	2	0
gene:AT1G21540	84	93	116	111
gene:AT1G21550	443	374	232	38
gene:AT1G21560	241	292	239	361
gene:AT1G21580	1257	1444	1706	1751
gene:AT1G21590	664	891	719	537
gene:AT1G21600	2061	2361	2059	2383
gene:AT1G21610	620	758	607	811
gene:AT1G21620	0	0	0	0
gene:AT1G21630	1823	2213	2126	2584
gene:AT1G21640	1551	1729	1597	1442
gene:AT1G21650	380	388	401	411
gene:AT1G21651	0	0	0	0
gene:AT1G21660	570	662	572	760
gene:AT1G21670	1407	1778	1701	1098
gene:AT1G21680	7594	7952	8527	6364
gene:AT1G21690	244	253	218	257
gene:AT1G21695	19	14	20	28
gene:AT1G21700	551	696	563	707
gene:AT1G21710	195	233	223	271
gene:AT1G21720	622	667	657	757
gene:AT1G21722	2	0	0	0
gene:AT1G21730	314	386	373	512
gene:AT1G21740	140	160	112	211
gene:AT1G21738	0	0	0	0
gene:AT1G21750	2267	2546	2405	2780
gene:AT1G21760	423	434	351	429
gene:AT1G21770	54	69	80	63
gene:AT1G21780	510	640	570	569
gene:AT1G21790	109	111	107	126
gene:AT1G21810	44	62	42	36
gene:AT1G21830	465	623	474	390
gene:AT1G21835	0	0	0	0
gene:AT1G21840	61	72	53	54
gene:AT1G21850	1	1	0	1
gene:AT1G21860	0	2	0	1
gene:AT1G21864	0	0	0	0
gene:AT1G21866	0	0	0	0
gene:AT1G21870	6	2	2	6
gene:AT1G21880	372	387	345	466
gene:AT1G21890	0	0	0	0
gene:AT1G21900	360	481	383	528
gene:AT1G21910	925	952	473	686
gene:AT1G21920	1200	1199	1073	879
gene:AT1G21925	0	0	0	0
gene:AT1G21928	0	0	0	0
gene:AT1G21930	152	204	158	171
gene:AT1G21940	0	0	0	0
gene:AT1G21950	0	0	0	0
gene:AT1G21960	0	0	0	0
gene:AT1G21970	0	0	0	0
gene:AT1G21980	569	571	537	822
gene:AT1G21990	0	0	0	2
gene:AT1G22000	0	2	0	2
gene:AT1G22010	0	0	0	0
gene:AT1G22015	0	0	0	2
gene:AT1G22020	531	591	573	683
gene:AT1G22030	67	111	123	176
gene:AT1G22040	311	323	313	329
gene:AT1G22050	68	125	101	129
gene:AT1G22060	860	1253	1009	1410
gene:AT1G22065	90	90	73	139
gene:AT1G22070	479	668	492	478
gene:AT1G22080	0	0	0	0
gene:AT1G22090	0	2	0	0
gene:AT1G22100	0	0	0	0
gene:AT1G22110	0	8	12	18
gene:AT1G22120	1	0	2	3
gene:AT1G22130	2	0	4	2
gene:AT1G22140	186	196	186	194
gene:AT1G22150	0	2	0	0
gene:AT1G22160	129	113	63	83
gene:AT1G22170	119	117	127	136
gene:AT1G22180	90	143	127	199
gene:AT1G22190	1333	1346	1300	884
gene:AT1G22200	486	639	536	654
gene:AT1G22210	0	0	0	0
gene:AT1G22220	30	44	36	48
gene:AT1G22230	60	86	50	99
gene:AT1G22240	2	6	0	0
gene:AT1G22250	70	46	69	77
gene:AT1G22260	5	7	5	4
gene:AT1G22270	295	367	327	293
gene:AT1G22275	18	25	9	23
gene:AT1G22280	817	1019	948	1221
gene:AT1G22290	0	3	0	9
gene:AT1G22300	1861	2250	1999	2611
gene:AT1G22310	240	206	262	229
gene:AT1G22330	357	505	373	695
gene:AT1G22340	38	24	14	21
gene:AT1G22360	1269	1611	1310	1249
gene:AT1G22370	692	765	535	551
gene:AT1G22380	204	224	180	137
gene:AT1G22400	956	1351	1479	1419
gene:AT1G22410	1909	2393	2113	2434
gene:AT1G22420	0	0	0	0
gene:AT1G22430	828	1006	892	1042
gene:AT1G22440	282	327	224	375
gene:AT1G22450	923	1015	889	1155
gene:AT1G22460	2	9	10	2
gene:AT1G22470	146	114	67	63
gene:AT1G22480	13	10	23	16
gene:AT1G22490	57	72	80	38
gene:AT1G22500	681	753	877	584
gene:AT1G22510	72	120	102	129
gene:AT1G22520	170	181	169	182
gene:AT1G22530	2516	3271	3198	6781
gene:AT1G22540	218	278	265	293
gene:AT1G22550	252	233	280	349
gene:AT1G22570	498	643	819	819
gene:AT1G22590	237	279	279	357
gene:AT1G22600	4	4	4	3
gene:AT1G22620	627	749	645	820
gene:AT1G22610	0	0	0	0
gene:AT1G22630	674	706	593	759
gene:AT1G22640	256	245	117	157
gene:AT1G22650	89	76	47	100
gene:AT1G22660	159	233	162	243
gene:AT1G22670	2	4	0	0
gene:AT1G22680	0	2	4	4
gene:AT1G22690	791	908	972	769
gene:AT1G22700	1159	1280	1201	1278
gene:AT1G22710	1987	2301	2074	2660
gene:AT1G22720	0	0	0	0
gene:AT1G22730	540	558	593	806
gene:AT1G22740	296	363	363	690
gene:AT1G22750	441	526	498	447
gene:AT1G22760	0	0	4	3
gene:AT1G22770	790	647	430	257
gene:AT1G22780	1476	1589	1624	1804
gene:AT1G22790	245	242	212	259
gene:AT1G22800	216	237	182	191
gene:AT1G22810	0	0	0	0
gene:AT1G22830	66	86	86	99
gene:AT1G22840	1090	1284	1271	1330
gene:AT1G22850	1109	1299	1218	1295
gene:AT1G22860	304	425	386	387
gene:AT1G22870	291	374	331	318
gene:AT1G22880	394	312	437	534
gene:AT1G22882	573	597	745	1467
gene:AT1G22885	204	233	280	243
gene:AT1G22890	472	530	645	602
gene:AT1G22900	40	65	64	50
gene:AT1G22910	334	442	341	419
gene:AT1G22920	329	459	468	550
gene:AT1G22930	2820	3351	3113	2698
gene:AT1G22940	285	378	317	391
gene:AT1G22950	208	227	167	230
gene:AT1G22960	172	196	192	257
gene:AT1G22970	211	291	213	240
gene:AT1G22980	3	8	8	11
gene:AT1G22985	32	68	82	80
gene:AT1G22990	64	68	42	51
gene:AT1G23000	125	174	131	159
gene:AT1G23010	193	237	144	189
gene:AT1G23020	451	716	394	537
gene:AT1G23030	681	865	719	1218
gene:AT1G23037	0	0	0	0
gene:AT1G23040	117	143	110	126
gene:AT1G23050	245	282	217	354
gene:AT1G23060	33	34	28	33
gene:AT1G23070	0	0	2	0
gene:AT1G23080	981	1531	1033	1334
gene:AT1G23090	278	303	488	531
gene:AT1G23100	56	74	64	60
gene:AT1G23110	22	36	22	15
gene:AT1G23120	46	85	42	46
gene:AT1G23130	5006	5962	5296	4518
gene:AT1G23140	52	71	82	48
gene:AT1G23145	0	0	0	0
gene:AT1G23147	0	0	0	0
gene:AT1G23150	55	67	63	79
gene:AT1G23160	6	10	12	14
gene:AT1G23170	126	137	118	133
gene:AT1G23180	472	545	447	472
gene:AT1G23190	1229	1457	1404	1522
gene:AT1G23200	25	39	36	24
gene:AT1G23201	0	0	2	0
gene:AT1G23205	232	242	122	121
gene:AT1G23210	8	4	4	12
gene:AT1G23220	235	257	264	277
gene:AT1G23230	669	833	724	711
gene:AT1G23240	0	0	0	0
gene:AT1G23250	0	0	0	0
gene:AT1G23260	461	444	445	535
gene:AT1G23270	0	0	2	0
gene:AT1G23280	475	595	439	541
gene:AT1G23290	0	0	0	0
gene:AT1G23300	0	0	0	0
gene:AT1G23310	27153	31157	29628	31045
gene:AT1G23320	4	0	0	0
gene:AT1G23330	320	316	223	308
gene:AT1G23340	94	103	68	71
gene:AT1G23350	4	4	8	7
gene:AT1G23360	276	348	324	395
gene:AT1G23380	80	108	87	105
gene:AT1G23390	6213	6874	5136	3325
gene:AT1G23400	1446	1786	1422	1565
gene:AT1G23410	0	0	0	0
gene:AT1G23420	0	0	0	0
gene:AT1G23440	857	977	1000	980
gene:AT1G23450	35	39	29	34
gene:AT1G23460	138	266	164	206
gene:AT1G23465	13	6	10	24
gene:AT1G23480	624	823	560	902
gene:AT1G23490	1176	1499	1559	1919
gene:AT1G23500	0	0	0	0
gene:AT1G23510	0	0	0	0
gene:AT1G23520	2	0	0	0
gene:AT1G23530	66	65	40	63
gene:AT1G23540	16	5	4	10
gene:AT1G23550	86	69	52	70
gene:AT1G23560	36	81	31	66
gene:AT1G23570	0	0	0	0
gene:AT1G23580	0	0	0	0
gene:AT1G23590	0	0	0	0
gene:AT1G23600	0	0	0	0
gene:AT1G23610	0	0	0	0
gene:AT1G23640	0	0	0	0
gene:AT1G23645	0	0	0	0
gene:AT1G23650	0	0	0	0
gene:AT1G23660	0	0	0	0
gene:AT1G23670	0	0	0	0
gene:AT1G23680	0	0	0	0
gene:AT1G23690	0	0	0	0
gene:AT1G23700	4	1	0	4
gene:AT1G23710	999	1119	1032	360
gene:AT1G23720	2538	3352	3054	3428
gene:AT1G23730	38	45	48	96
gene:AT1G23740	934	1049	890	1025
gene:AT1G23750	108	129	118	126
gene:AT1G23760	14	45	29	40
gene:AT1G23770	0	0	0	0
gene:AT1G23780	846	781	811	824
gene:AT1G23790	118	111	87	96
gene:AT1G23800	148	214	126	258
gene:AT1G23810	0	0	0	0
gene:AT1G23820	1752	2072	1933	2239
gene:AT1G23830	52	60	52	75
gene:AT1G23840	45	27	30	38
gene:AT1G23850	107	98	137	91
gene:AT1G23860	432	433	581	523
gene:AT1G23870	2690	2881	4037	3011
gene:AT1G23880	155	160	161	154
gene:AT1G23890	131	156	142	151
gene:AT1G23900	690	937	737	944
gene:AT1G23910	0	0	0	0
gene:AT1G23915	0	0	1	0
gene:AT1G23935	49	61	58	115
gene:AT1G23950	382	467	383	417
gene:AT1G23960	653	681	706	831
gene:AT1G23965	4	1	1	1
gene:AT1G23970	95	136	84	132
gene:AT1G23980	42	63	44	52
gene:AT1G23985	1	0	0	0
gene:AT1G23995	2	2	4	3
gene:AT1G24000	0	2	0	0
gene:AT1G24010	2	0	0	0
gene:AT1G24020	408	515	360	516
gene:AT1G24030	26	12	7	13
gene:AT1G24040	327	369	291	411
gene:AT1G24050	709	701	765	883
gene:AT1G24060	0	0	0	0
gene:AT1G24062	0	0	0	0
gene:AT1G24070	59	86	57	65
gene:AT1G24090	25	40	36	46
gene:AT1G24095	64	71	85	113
gene:AT1G24100	1414	1727	1221	1136
gene:AT1G24110	0	0	0	0
gene:AT1G24120	359	455	410	463
gene:AT1G24130	48	44	32	58
gene:AT1G24140	167	231	43	18
gene:AT1G24145	106	134	36	60
gene:AT1G24147	91	131	42	223
gene:AT1G24148	183	226	162	279
gene:AT1G24150	193	296	206	279
gene:AT1G24159	2	1	0	0
gene:AT1G24160	2283	2776	2491	2564
gene:AT1G24170	1181	1253	1349	2002
gene:AT1G24180	854	1021	921	1153
gene:AT1G24190	844	1088	890	958
gene:AT1G24200	0	0	0	0
gene:AT1G24210	23	22	11	23
gene:AT1G24220	0	2	0	0
gene:AT1G24230	0	0	0	0
gene:AT1G24240	115	142	114	152
gene:AT1G24250	0	0	1	0
gene:AT1G24256	0	0	0	0
gene:AT1G24260	34	27	23	24
gene:AT1G24265	56	49	26	54
gene:AT1G24267	518	679	635	545
gene:AT1G24270	6	2	4	2
gene:AT1G24280	157	209	155	311
gene:AT1G24290	61	115	106	113
gene:AT1G24300	885	1101	765	1055
gene:AT1G24310	258	281	275	276
gene:AT1G24320	36	44	44	48
gene:AT1G24330	77	104	86	87
gene:AT1G24340	288	262	314	289
gene:AT1G24350	185	211	192	257
gene:AT1G24360	1066	1317	1139	1496
gene:AT1G24380	0	2	0	2
gene:AT1G24388	0	0	0	0
gene:AT1G24390	0	0	0	1
gene:AT1G24400	138	175	91	126
gene:AT1G24405	8	2	10	8
gene:AT1G24420	12	10	10	6
gene:AT1G24430	49	42	38	38
gene:AT1G24440	295	385	276	231
gene:AT1G24450	181	175	212	212
gene:AT1G24460	1052	1325	1158	1373
gene:AT1G24470	4	8	6	2
gene:AT1G24475	0	0	0	0
gene:AT1G24480	3	2	0	1
gene:AT1G24485	0	0	0	0
gene:AT1G24490	663	915	562	644
gene:AT1G24510	2467	2679	2616	3104
gene:AT1G24520	0	2	2	2
gene:AT1G24530	176	234	330	363
gene:AT1G24540	0	0	0	0
gene:AT1G24545	0	0	0	0
gene:AT1G24560	579	736	519	704
gene:AT1G24570	6	5	2	2
gene:AT1G24580	12	12	6	4
gene:AT1G24575	50	32	35	67
gene:AT1G24577	18	48	20	10
gene:AT1G24590	0	2	0	0
gene:AT1G24600	15	23	20	17
gene:AT1G24610	369	541	472	490
gene:AT1G24620	8	8	8	6
gene:AT1G24625	497	575	407	334
gene:AT1G24650	0	0	0	0
gene:AT1G24660	0	0	0	0
gene:AT1G24706	1004	1389	1124	1284
gene:AT1G24735	18	10	22	20
gene:AT1G24764	557	627	537	644
gene:AT1G24793	120	136	116	138
gene:AT1G24800	376	385	422	457
gene:AT1G24807	15	30	26	11
gene:AT1G24822	1	1	0	1
gene:AT1G24880	61	52	38	57
gene:AT1G24851	24	42	9	24
gene:AT1G24881	426	418	442	475
gene:AT1G24909	22	20	16	28
gene:AT1G24996	697	728	663	854
gene:AT1G25025	10	4	2	1
gene:AT1G25054	117	126	117	139
gene:AT1G25055	406	449	371	477
gene:AT1G25083	25	21	16	21
gene:AT1G25097	1065	1190	1083	1431
gene:AT1G25112	9	8	1	4
